rank_ic,date
-0.04232823678885805,2022-11-30
-0.0893057498111037,2022-12-01
-0.10886789072520504,2022-12-02
-0.05072060564114695,2022-12-05
-0.057292640154400006,2022-12-06
-0.09641930765993809,2022-12-07
-0.053803078561463616,2022-12-08
-0.04804460221691878,2022-12-09
-0.06346792845909871,2022-12-12
-0.09501902614886808,2022-12-13
-0.13978687710693447,2022-12-14
-0.1268007589378287,2022-12-15
-0.054163834183471204,2022-12-16
-0.01006925618184811,2022-12-19
0.0011418929285174713,2022-12-20
0.09922873811137725,2022-12-21
0.09534496795590404,2022-12-28
0.10233583039998347,2022-12-29
0.07035199179901669,2022-12-30
0.1811316877713958,2023-01-04
0.2025858141794247,2023-01-05
0.13318708035372467,2023-01-06
0.15478849511713788,2023-01-09
0.12877614614772576,2023-01-10
0.12731571313164883,2023-01-12
0.19874501483607587,2023-01-13
0.16649420748979488,2023-01-16
0.16710995609880408,2023-01-17
0.1442835733406584,2023-01-18
0.1867235196428857,2023-01-19
0.204487609268346,2023-01-20
0.14488988279461396,2023-01-30
0.07468521215161261,2023-01-31
0.010387725656430114,2023-02-13
0.03874164290498486,2023-02-14
0.12827540102857007,2023-02-15
0.025607042552107936,2023-02-16
-0.031088934823036627,2023-02-17
-0.08772421989418291,2023-02-20
-0.03574109821098684,2023-02-21
-0.04277461961782472,2023-02-22
-0.11674827127539093,2023-02-23
-0.08408245622151912,2023-02-24
-0.1357581324409944,2023-02-27
-0.088768378255093,2023-02-28
-0.15082584241463776,2023-03-01
0.009228264706553243,2023-03-02
0.11938227170172552,2023-03-03
0.07154141922597414,2023-03-06
0.055529641854760434,2023-03-07
0.06831200758882801,2023-03-08
0.0759050079014112,2023-03-09
0.009226413240584135,2023-03-10
0.029911087107594374,2023-03-13
-0.0034573089138747633,2023-03-14
0.034027054413817,2023-03-15
-0.01634801156543011,2023-03-16
0.06210868109166973,2023-03-17
0.024036357334900702,2023-03-20
-0.011733762305380853,2023-03-21
0.023298629234817077,2023-03-22
0.09310737403411996,2023-03-23
0.0987195716761081,2023-03-24
-0.04720881613819343,2023-03-29
-0.05787832952300855,2023-03-30
0.014652752216969624,2023-03-31
0.03363770229108384,2023-04-03
0.11608044495993226,2023-04-04
0.10806895191783805,2023-04-06
0.1473591358019376,2023-04-07
0.09036701542011961,2023-04-10
0.08411897977382356,2023-04-11
0.12973082267378533,2023-04-12
0.12225200605759028,2023-04-13
0.05765591163915127,2023-04-14
0.026265637301836647,2023-04-17
0.06835048027578894,2023-04-18
0.06289849452251023,2023-04-19
0.15447548126760377,2023-04-20
0.06993932534338834,2023-04-21
0.11381453579659435,2023-04-24
0.147920360417832,2023-04-25
0.021617233489084953,2023-04-26
-0.07806974498969055,2023-04-27
0.011737470410519065,2023-04-28
-0.03861976284302223,2023-05-04
-0.02102739523148315,2023-05-08
-0.049023926735983644,2023-05-09
-0.01880861400099509,2023-05-10
-0.11912081112538055,2023-05-11
-0.03625424083661063,2023-05-12
-0.05411868685409284,2023-05-15
-0.03797532583506309,2023-05-16
-0.03165321091382826,2023-05-17
0.059288361654838036,2023-05-18
-0.06453067881184749,2023-05-19
-0.08175899678699976,2023-05-22
-0.08225111484548225,2023-05-23
-0.0576398485353621,2023-05-24
-0.052901263376628815,2023-05-25
-0.007015868770985834,2023-05-26
0.01450816958408376,2023-05-29
0.003379805962798052,2023-05-30
0.022559885071214245,2023-05-31
0.10265748213178123,2023-06-01
-0.017949991654367392,2023-06-02
0.04387256948679645,2023-06-05
0.08830104574236722,2023-06-06
0.08904523412838661,2023-06-07
0.16129135547440968,2023-06-08
0.2433715355960789,2023-06-09
0.24393313135977512,2023-06-12
0.22079755069155294,2023-06-13
0.17960959463077006,2023-06-14
0.12264478882802048,2023-06-15
0.14047928434415677,2023-06-16
0.21810438375922359,2023-06-19
0.2540663652302099,2023-06-20
0.21335006526801073,2023-06-21
0.2322612989647781,2023-06-26
0.24671785585358444,2023-06-27
0.20120468883314413,2023-06-28
0.2275059533944846,2023-06-29
0.22819758862174733,2023-06-30
0.25700124924868417,2023-07-03
0.2685729172268834,2023-07-04
0.24888444301445553,2023-07-05
0.27593798602021025,2023-07-06
0.20768699602577517,2023-07-07
0.11420508316467201,2023-07-10
0.1113099116072356,2023-07-11
0.14268783060099724,2023-07-12
0.2016697534536282,2023-07-13
0.142401320498546,2023-07-14
0.12522361597720535,2023-07-17
0.1548222755752537,2023-07-18
0.09822024719175283,2023-07-19
0.1580733963621454,2023-07-20
0.14474435573522895,2023-07-21
0.07907302727961339,2023-07-24
0.005879693428732586,2023-07-25
0.10040156720027618,2023-07-26
0.016577384965623596,2023-07-27
0.06618667153459114,2023-07-28
0.07977555736711052,2023-07-31
-0.01894351755697088,2023-08-01
-0.037677816758726376,2023-08-02
0.01849955929488507,2023-08-03
-0.11984963601505018,2023-08-04
-0.08321535281921094,2023-08-07
-0.07292438244111807,2023-08-08
-0.049292155440898544,2023-08-09
