,lightgbm_clf_baseline,lightgbm_reg_baseline,lightgbm_ranker
2025-03-28,0.19970970761812004,0.08493046276128476,0.20096054307233877
2025-03-31,0.17160549823793578,0.035828604270685696,0.1613704276958792
2025-04-01,0.10893610634279877,-0.051184945769954755,0.12024683621271968
2025-04-02,0.05009091289385494,-0.04427394386402857,0.04588059138407418
2025-04-03,0.0054183853719516175,-0.09033385240126672,0.06595051008008763
2025-04-07,-0.17251715832621253,-0.027569344380865547,-0.13662280950488745
2025-04-08,-0.1177007670603525,-0.07439720638409104,-0.09150155638672913
2025-04-09,-0.08063842522697562,0.0017956678063630377,-0.06395127841282579
2025-04-10,-0.049661027978246355,-0.008687771065645887,0.033884824246988195
2025-04-11,-0.038960971236690733,0.011504386654045544,-0.012810251829264114
2025-04-14,-0.014307538619983302,0.007412028176443542,0.020582319642665634
2025-04-15,-0.054791684875924625,-0.012559975762427771,0.006379949468750511
2025-04-16,-0.036487809943557895,0.03858834037725376,-0.020541316448840143
2025-04-17,-0.026414213944713983,0.009458213576496247,-0.02786787789068044
2025-04-18,-0.032442765182880355,-0.0017219731869220834,-0.03936512370354074
2025-04-21,0.051422257335143065,0.007031745211387647,0.015229225130033483
2025-04-22,0.004925586784663601,-0.07559258577519358,-0.009878965861885263
2025-04-23,0.013962042659441823,-0.016784606339224274,0.006169026395338096
2025-04-24,-0.006021404425237538,-0.032261779008600396,0.008119244198218266
2025-04-25,0.041315598026392696,-0.024459698803981345,0.04079736475953633
2025-04-28,0.03278041485427993,0.044374898636899474,0.01535882271081866
2025-04-29,0.08866083324831224,0.010571146613818205,0.05281610999051127
2025-04-30,0.0951219543230896,0.014252499722665797,0.06909991937229112
2025-05-06,0.12257483737393436,0.022562118355770155,0.08132403327504803
2025-05-07,0.04637320947434553,0.002709418926694454,0.019213926921656375
2025-05-08,0.009192018114274999,-0.05695539870347191,-0.02913239844523888
2025-05-09,-0.07219564966923188,0.008194880888973731,-0.11154911994388522
2025-05-12,-0.043630425802158035,-0.06651616345140797,-0.05715394097032726
2025-05-13,-0.06566032901810984,-0.07923176780002626,-0.08670266372978587
2025-05-14,-0.03658071514016039,-0.025660565073440528,-0.08172614417214849
2025-05-15,-0.06464109367170026,-0.018571222733041848,-0.07237238285786626
2025-05-16,-0.0677476212695679,-0.01162215964485821,-0.06745269997966186
2025-05-19,-0.03676187593490401,0.013046240910283655,-0.06524593457090996
2025-05-20,-0.04320171008424095,0.008058770174559424,-0.05453302357523952
2025-05-21,-0.012440183142858366,0.002497883476248967,-0.03089145546805777
2025-05-22,-0.027491175972125463,-0.0014746505328775866,-0.040986831880053004
2025-05-23,-0.02628633850443952,0.03844961771103662,-0.01939820040094882
2025-05-26,-0.05089122515102688,-0.027743353848885828,-0.03937224656864051
2025-05-27,-0.09739893025463106,-0.033527032739040445,-0.06067257212081633
2025-05-28,-0.055625206630022864,-0.013470038811226813,-0.021182768383953717
2025-05-29,-0.05559559303423595,0.05480025375184523,0.002937995999386496
2025-05-30,-0.07422367174774956,0.07753110909290979,0.0007006639244722187
2025-06-03,-0.07219819458820664,0.06930839556923646,-0.026161797344183252
2025-06-04,-0.017869388219703897,0.10450573903164051,0.00885158854660096
