fold_id,train_start,train_end,purge_start,purge_end,validation_start,validation_end,train_symbols,train_rows,validation_symbols,validation_rows,selected_factor_count,selected_factors,oos_evaluation
1,2021-09-29,2023-04-21,2023-04-24,2023-06-07,2023-06-08,2023-12-12,295,108630,297,37374,1,['STD120'],"{'STD120': {'train_direction': -1, 'train_horizon': '3D', 'oos_raw_rank_ic': -0.0345, 'oos_aligned_rank_ic': 0.0345, 'oos_icir': 0.3431}}"
2,2022-04-12,2023-10-31,2023-11-01,2023-12-12,2023-12-13,2024-06-24,297,110481,297,37397,4,"['MIN_RATIO_250', 'STD20', 'STD30', 'STD120']","{'MIN_RATIO_250': {'train_direction': 1, 'train_horizon': '10D', 'oos_raw_rank_ic': -0.0315, 'oos_aligned_rank_ic': -0.0315, 'oos_icir': -0.3135}, 'STD20': {'train_direction': -1, 'train_horizon': '5D', 'oos_raw_rank_ic': -0.0166, 'oos_aligned_rank_ic': 0.0166, 'oos_icir': 0.1823}, 'STD30': {'train_direction': -1, 'train_horizon': '3D', 'oos_raw_rank_ic': -0.013, 'oos_aligned_rank_ic': 0.013, 'oos_icir': 0.141}, 'STD120': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0373, 'oos_aligned_rank_ic': -0.0373, 'oos_icir': -0.3123}}"
3,2022-10-19,2024-05-10,2024-05-13,2024-06-24,2024-06-25,2024-12-26,297,111643,297,37364,2,"['STD120', 'STD30']","{'STD30': {'train_direction': -1, 'train_horizon': '3D', 'oos_raw_rank_ic': -0.0214, 'oos_aligned_rank_ic': 0.0214, 'oos_icir': 0.2325}, 'STD120': {'train_direction': -1, 'train_horizon': '5D', 'oos_raw_rank_ic': -0.0222, 'oos_aligned_rank_ic': 0.0222, 'oos_icir': 0.2096}}"
4,2023-04-24,2024-11-14,2024-11-15,2024-12-26,2024-12-27,2025-07-08,297,112075,298,37494,2,"['STD10', 'STD20']","{'STD10': {'train_direction': -1, 'train_horizon': '3D', 'oos_raw_rank_ic': -0.0217, 'oos_aligned_rank_ic': 0.0217, 'oos_icir': 0.2739}, 'STD20': {'train_direction': -1, 'train_horizon': '5D', 'oos_raw_rank_ic': -0.0039, 'oos_aligned_rank_ic': 0.0039, 'oos_icir': 0.0455}}"
5,2023-11-01,2025-05-26,2025-05-27,2025-07-08,2025-07-09,2026-01-12,298,112243,300,37608,0,[],{}
6,2024-05-13,2025-11-27,2025-11-28,2026-01-12,2026-01-13,2026-07-22,299,112422,300,37762,3,"['MA_RATIO_250', 'STD10', 'STD20']","{'MA_RATIO_250': {'train_direction': 1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0034, 'oos_aligned_rank_ic': 0.0034, 'oos_icir': 0.0269}, 'STD10': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0273, 'oos_aligned_rank_ic': 0.0273, 'oos_icir': 0.2856}, 'STD20': {'train_direction': -1, 'train_horizon': '10D', 'oos_raw_rank_ic': -0.0269, 'oos_aligned_rank_ic': 0.0269, 'oos_icir': 0.2641}}"
