model_id,fold,feature,importance,importance_pct
double_ensemble,4,MIN_RATIO_250,2207.714265527376,11.447627487550497
double_ensemble,4,STD120,2069.4968148898415,10.730930625151311
double_ensemble,4,ATR_RATIO_60,1845.4203246504728,9.569030179504065
double_ensemble,4,MA_RATIO_60,1430.7728649126448,7.418964959626593
double_ensemble,4,TURNOVER_STD_20,1285.1960986837498,6.664107949073865
double_ensemble,4,MIN_RATIO_120,1256.511775594204,6.515371561132273
double_ensemble,4,LOG_CIRC_MV,1079.2372119168722,5.596152439489568
double_ensemble,4,MA_RATIO_120,939.4370863020902,4.871248956398429
double_ensemble,4,AMIHUD_20,877.1763339086567,4.548409215937547
double_ensemble,5,STD250,9740.901013540646,21.759275498927856
double_ensemble,5,MIN_RATIO_250,5639.836042793779,12.598295173448932
double_ensemble,5,MIN_RATIO_120,5356.447227529159,11.965259759570284
double_ensemble,5,STD30,4478.514962402486,10.004130085864116
double_ensemble,5,AMIHUD_20_LN,4020.5962729652715,8.981228928597288
double_ensemble,5,ATR_RATIO_20,2712.1926665406263,6.058510127080967
double_ensemble,5,STD120,2292.911713665769,5.12191814730672
double_ensemble,5,ATR_RATIO_60,1996.8106356390467,4.46048601455465
double_ensemble,5,STD60,1707.01582270164,3.813140849656678
double_ensemble,5,WVMA_20,1318.9864240766005,2.9463587547941246
double_ensemble,6,MIN_RATIO_250,4353.527556202902,17.22389548209265
double_ensemble,6,ATR_RATIO_20,3780.8522597399533,14.958215680112197
double_ensemble,6,AMIHUD_20_LN,2270.433172935282,8.982532708216242
double_ensemble,6,STD250,2074.513393861864,8.207413737663902
double_ensemble,6,ATR_RATIO_60,2007.1342780968853,7.940841209379731
double_ensemble,6,STD60,1972.5149823908941,7.803876616137622
double_ensemble,6,MIN_RATIO_60,1619.4773422585295,6.407151009974699
double_ensemble,6,AMIHUD_20,1418.9333313357188,5.613737154405398
double_ensemble,6,TURNOVER_STD_20,1227.5182244683865,4.856440054108171
double_ensemble,6,WVMA_20,935.6000470041134,3.701521861204174
double_ensemble,7,ATR_RATIO_60,10044.650113893216,19.675625791164798
double_ensemble,7,MIN_RATIO_250,9866.3117996326,19.326293769060246
double_ensemble,7,STD250,5049.745807124,9.891525111865288
double_ensemble,7,STD120,4362.32699405409,8.544997838698986
double_ensemble,7,WVMA_20,4081.8158992631593,7.995528094228503
double_ensemble,7,AMIHUD_20_LN,3777.1043278302177,7.398654058222029
double_ensemble,7,AMIHUD_20,2556.642101185391,5.007992582567302
double_ensemble,7,TURNOVER_STD_20,2000.5919051758071,3.9187923163822305
double_ensemble,7,STD30,1798.4170233310108,3.5227688337873384
double_ensemble,7,ATR_RATIO_20,1571.2196928784165,3.0777309674555036
double_ensemble,8,ATR_RATIO_60,14644.989713232939,12.564801631227205
double_ensemble,8,TURNOVER_STD_20,13833.850282552383,11.868877206469254
double_ensemble,8,AMIHUD_20,12527.269857800491,10.747884691369151
double_ensemble,8,LOG_CIRC_MV,12190.006276620183,10.458526345754283
double_ensemble,8,MAX_RATIO_250,11598.196118537395,9.950777457891531
double_ensemble,8,STD250,9631.0864703,8.26307791006305
double_ensemble,8,STD120,9544.097587308806,8.188445009643955
double_ensemble,8,MAX_RATIO_120,8688.068485612484,7.4540070848666415
double_ensemble,8,ATR_RATIO_20,6429.821210410968,5.516523371817134
double_ensemble,8,AMIHUD_20_LN,6260.696584256064,5.371421366271052
