factor_name,long_turnover,long_gross_return,long_sharpe,5bps,10bps,20bps,30bps
KMID,0.7517,-3.1e-05,-1.0683,-0.209194,-0.345848,-0.552585,-0.694161
KLEN,0.7318,-0.000162,-1.1855,-0.229828,-0.359717,-0.557652,-0.694564
KMID2,0.7242,0.000785,-0.2918,-0.017962,-0.181859,-0.432384,-0.606405
