factor_name,status,research_grade,selection_score,recommended_direction,best_horizon,mean_rank_ic,std_rank_ic,rank_ic_ir,annualized_rank_icir,rank_ic_t_stat,rank_ic_hac_t_stat,rank_ic_p_value,rank_ic_hac_p_value,rank_ic_fdr_p_value,positive_rank_ic_ratio,mean_ic,std_ic,ic_ir,annualized_icir,positive_ic_ratio,naive_t_stat,hac_t_stat,p_value,hac_p_value,fdr_p_value,monotonicity,long_only_cagr,long_only_gross_return,long_only_net_return,long_only_sharpe,long_only_max_drawdown,long_only_win_rate,long_only_excess_annual_return,long_only_excess_sharpe,long_turnover,diagnostic_spread_annual,diagnostic_spread_sharpe,short_turnover,mean_turnover,sign_stability,annual_stability_status,bull_rank_ic,bear_rank_ic,sideways_rank_ic,coverage_ratio,missing_ratio,redundancy_group
KLEN,REJECT,REJECT,0.8694,1,20D,0.0248,0.5141,0.0483,0.1714,1.4408,1.4699,0.149988,0.141939,0.425817,0.4933,0.0307,0.5206,0.0589,0.2092,0.5157,1.7585,1.8678,0.07901,0.062118,0.425817,0.6,-0.2977,-0.000162,-0.001259,-1.1855,-0.7818,0.4636,-0.1908,0.1808,0.7318,0.0248,0.065,1.0,0.8659,1.0,VALID,0.0096,0.0248,0.0291,1.0,0.0,0
KMID,REJECT,REJECT,-0.3229,-1,1D,-0.0108,0.493,-0.0219,-0.0779,-0.6545,-0.68,0.512981,0.4967,0.733286,0.4697,-0.0095,0.497,-0.0191,-0.0678,0.482,-0.5695,-0.5492,0.569156,0.583035,0.733286,-0.3,-0.2807,-3.1e-05,-0.001158,-1.0683,-0.7205,0.4896,-0.2159,0.1369,0.7517,-0.1509,-0.439,1.0,0.8759,0.75,VALID,-0.0752,-0.0588,0.0289,1.0,0.0,1
KMID2,REJECT,REJECT,-0.7465,1,1D,0.0071,0.4965,0.0143,0.0507,0.4257,0.4323,0.670414,0.665651,0.768059,0.482,0.0078,0.499,0.0155,0.0551,0.4989,0.4633,0.4621,0.643238,0.644143,0.768059,0.1,-0.1038,0.000785,-0.000301,-0.2918,-0.4821,0.4858,-0.0097,0.8918,0.7242,0.3688,0.8393,1.0,0.8621,0.25,VALID,-0.0607,-0.0241,0.0401,1.0,0.0,1
