fold_id,train_start,train_end,purge_start,purge_end,validation_start,validation_end,train_symbols,train_rows,validation_symbols,validation_rows,selected_factor_count,selected_factors,oos_evaluation
1,2020-01-02,2021-07-23,2021-07-26,2021-09-03,2021-09-06,2022-03-17,277,100960,284,35388,0,[],{}
2,2020-07-14,2022-01-27,2022-01-28,2022-03-17,2022-03-18,2022-09-20,283,103385,291,36133,0,[],{}
3,2021-01-15,2022-08-08,2022-08-09,2022-09-20,2022-09-21,2023-03-30,289,105484,295,36869,0,[],{}
4,2021-07-26,2023-02-16,2023-02-17,2023-03-30,2023-03-31,2023-10-10,295,107861,297,37283,26,"['MOM_ACC_20_60', 'MA_RATIO_60', 'TURNOVER_STD_20', 'MA_RATIO_120', 'MIN_RATIO_120', 'MIN_RATIO_60', 'ALPHA_RESIDUAL_MOMENTUM_20', 'MA_RATIO_30', 'MA_RATIO_250', 'ATR_RATIO_20', 'KSFT', 'STD250', 'KMID', 'CORR_PV_20', 'CORR_PV_10', 'MA_RATIO_5', 'ROC5', 'ROC_STD_60', 'KUP', 'MOM_ACC_60_120', 'KLOW', 'STD5', 'MIN_RATIO_10', 'VMA_RATIO_20', 'CORR_PV_5', 'STD10']","{'KMID': {'train_direction': -1, 'train_horizon': '1D', 'oos_raw_rank_ic': -0.0003, 'oos_aligned_rank_ic': 0.0003, 'oos_icir': 0.0026}, 'KUP': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0599, 'oos_aligned_rank_ic': 0.0599, 'oos_icir': 0.6388}, 'KLOW': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0395, 'oos_aligned_rank_ic': 0.0395, 'oos_icir': 0.4717}, 'KSFT': {'train_direction': -1, 'train_horizon': '1D', 'oos_raw_rank_ic': -0.0092, 'oos_aligned_rank_ic': 0.0092, 'oos_icir': 0.078}, 'ROC5': {'train_direction': -1, 'train_horizon': '1D', 'oos_raw_rank_ic': -0.0099, 'oos_aligned_rank_ic': 0.0099, 'oos_icir': 0.0713}, 'MA_RATIO_5': {'train_direction': 1, 'train_horizon': '1D', 'oos_raw_rank_ic': 0.0122, 'oos_aligned_rank_ic': 0.0122, 'oos_icir': 0.0935}, 'MIN_RATIO_10': {'train_direction': 1, 'train_horizon': '1D', 'oos_raw_rank_ic': 0.0236, 'oos_aligned_rank_ic': 0.0236, 'oos_icir': 0.1845}, 'MA_RATIO_30': {'train_direction': 1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0338, 'oos_aligned_rank_ic': 0.0338, 'oos_icir': 0.306}, 'MIN_RATIO_60': {'train_direction': 1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0602, 'oos_aligned_rank_ic': 0.0602, 'oos_icir': 0.4731}, 'MA_RATIO_60': {'train_direction': 1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0331, 'oos_aligned_rank_ic': 0.0331, 'oos_icir': 0.2593}, 'MIN_RATIO_120': {'train_direction': 1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.049, 'oos_aligned_rank_ic': 0.049, 'oos_icir': 0.2913}, 'MA_RATIO_120': {'train_direction': 1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0231, 'oos_aligned_rank_ic': 0.0231, 'oos_icir': 0.1404}, 'MA_RATIO_250': {'train_direction': 1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0056, 'oos_aligned_rank_ic': 0.0056, 'oos_icir': 0.0369}, 'STD5': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.1023, 'oos_aligned_rank_ic': 0.1023, 'oos_icir': 0.8866}, 'STD10': {'train_direction': -1, 'train_horizon': '3D', 'oos_raw_rank_ic': -0.0465, 'oos_aligned_rank_ic': 0.0465, 'oos_icir': 0.3327}, 'STD250': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.1216, 'oos_aligned_rank_ic': 0.1216, 'oos_icir': 0.8185}, 'ATR_RATIO_20': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.1254, 'oos_aligned_rank_ic': 0.1254, 'oos_icir': 0.7523}, 'ROC_STD_60': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0114, 'oos_aligned_rank_ic': 0.0114, 'oos_icir': 0.0786}, 'MOM_ACC_20_60': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0265, 'oos_aligned_rank_ic': 0.0265, 'oos_icir': 0.1802}, 'MOM_ACC_60_120': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0004, 'oos_aligned_rank_ic': -0.0004, 'oos_icir': -0.0023}, 'VMA_RATIO_20': {'train_direction': -1, 'train_horizon': '10D', 'oos_raw_rank_ic': -0.0063, 'oos_aligned_rank_ic': 0.0063, 'oos_icir': 0.0671}, 'CORR_PV_5': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0209, 'oos_aligned_rank_ic': 0.0209, 'oos_icir': 0.2794}, 'CORR_PV_10': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0175, 'oos_aligned_rank_ic': 0.0175, 'oos_icir': 0.2347}, 'CORR_PV_20': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0179, 'oos_aligned_rank_ic': 0.0179, 'oos_icir': 0.1994}, 'TURNOVER_STD_20': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.1261, 'oos_aligned_rank_ic': 0.1261, 'oos_icir': 1.0316}, 'ALPHA_RESIDUAL_MOMENTUM_20': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0325, 'oos_aligned_rank_ic': 0.0325, 'oos_icir': 0.3272}}"
5,2022-01-28,2023-08-21,2023-08-22,2023-10-10,2023-10-11,2024-04-16,297,109868,297,37407,10,"['TURNOVER_STD_20', 'STD250', 'STD120', 'KSFT', 'ATR_RATIO_20', 'STD10', 'KUP', 'KLOW', 'MIN_RATIO_120', 'MIN_RATIO_250']","{'KUP': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.004, 'oos_aligned_rank_ic': 0.004, 'oos_icir': 0.0377}, 'KLOW': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0059, 'oos_aligned_rank_ic': -0.0059, 'oos_icir': -0.0656}, 'KSFT': {'train_direction': -1, 'train_horizon': '1D', 'oos_raw_rank_ic': 0.0001, 'oos_aligned_rank_ic': -0.0001, 'oos_icir': -0.0009}, 'MIN_RATIO_120': {'train_direction': 1, 'train_horizon': '3D', 'oos_raw_rank_ic': -0.0162, 'oos_aligned_rank_ic': -0.0162, 'oos_icir': -0.112}, 'MIN_RATIO_250': {'train_direction': 1, 'train_horizon': '5D', 'oos_raw_rank_ic': -0.0198, 'oos_aligned_rank_ic': -0.0198, 'oos_icir': -0.1312}, 'STD10': {'train_direction': -1, 'train_horizon': '3D', 'oos_raw_rank_ic': -0.0439, 'oos_aligned_rank_ic': 0.0439, 'oos_icir': 0.3043}, 'STD120': {'train_direction': -1, 'train_horizon': '5D', 'oos_raw_rank_ic': -0.0547, 'oos_aligned_rank_ic': 0.0547, 'oos_icir': 0.2892}, 'STD250': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0286, 'oos_aligned_rank_ic': 0.0286, 'oos_icir': 0.153}, 'ATR_RATIO_20': {'train_direction': -1, 'train_horizon': '3D', 'oos_raw_rank_ic': -0.0507, 'oos_aligned_rank_ic': 0.0507, 'oos_icir': 0.3048}, 'TURNOVER_STD_20': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0503, 'oos_aligned_rank_ic': 0.0503, 'oos_icir': 0.4323}}"
6,2022-08-09,2024-03-01,2024-03-04,2024-04-16,2024-04-17,2024-10-24,297,111360,297,37365,15,"['TURNOVER_STD_20', 'ATR_RATIO_60', 'STD60', 'STD5', 'ALPHA_TURNOVER_SURPRISE_5_20', 'KUP', 'MAX_RATIO_5', 'MAX_RATIO_10', 'MIN_RATIO_30', 'KLOW', 'TURNOVER_SURGE_20', 'MIN_RATIO_20', 'MAX_RATIO_250', 'LIMIT_UP_SPACE', 'MIN_RATIO_250']","{'KUP': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0073, 'oos_aligned_rank_ic': 0.0073, 'oos_icir': 0.0753}, 'KLOW': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.012, 'oos_aligned_rank_ic': 0.012, 'oos_icir': 0.1247}, 'MAX_RATIO_5': {'train_direction': -1, 'train_horizon': '5D', 'oos_raw_rank_ic': -0.0079, 'oos_aligned_rank_ic': 0.0079, 'oos_icir': 0.0585}, 'MAX_RATIO_10': {'train_direction': -1, 'train_horizon': '5D', 'oos_raw_rank_ic': -0.0109, 'oos_aligned_rank_ic': 0.0109, 'oos_icir': 0.0752}, 'MIN_RATIO_20': {'train_direction': 1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0341, 'oos_aligned_rank_ic': 0.0341, 'oos_icir': 0.2583}, 'MIN_RATIO_30': {'train_direction': 1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0233, 'oos_aligned_rank_ic': 0.0233, 'oos_icir': 0.1733}, 'MAX_RATIO_250': {'train_direction': -1, 'train_horizon': '1D', 'oos_raw_rank_ic': -0.0082, 'oos_aligned_rank_ic': 0.0082, 'oos_icir': 0.0433}, 'MIN_RATIO_250': {'train_direction': 1, 'train_horizon': '3D', 'oos_raw_rank_ic': 0.0158, 'oos_aligned_rank_ic': 0.0158, 'oos_icir': 0.0807}, 'STD5': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0339, 'oos_aligned_rank_ic': 0.0339, 'oos_icir': 0.2767}, 'STD60': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0483, 'oos_aligned_rank_ic': 0.0483, 'oos_icir': 0.3275}, 'ATR_RATIO_60': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0607, 'oos_aligned_rank_ic': 0.0607, 'oos_icir': 0.4851}, 'TURNOVER_SURGE_20': {'train_direction': 1, 'train_horizon': '10D', 'oos_raw_rank_ic': -0.027, 'oos_aligned_rank_ic': -0.027, 'oos_icir': -0.2989}, 'TURNOVER_STD_20': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0279, 'oos_aligned_rank_ic': 0.0279, 'oos_icir': 0.1993}, 'LIMIT_UP_SPACE': {'train_direction': -1, 'train_horizon': '10D', 'oos_raw_rank_ic': -0.0055, 'oos_aligned_rank_ic': 0.0055, 'oos_icir': 0.0442}, 'ALPHA_TURNOVER_SURPRISE_5_20': {'train_direction': 1, 'train_horizon': '10D', 'oos_raw_rank_ic': -0.0294, 'oos_aligned_rank_ic': -0.0294, 'oos_icir': -0.3185}}"
7,2023-02-17,2024-09-03,2024-09-04,2024-10-24,2024-10-25,2025-04-30,297,112022,298,37458,15,"['ATR_RATIO_60', 'STD60', 'TURNOVER_STD_20', 'WVMA_5', 'MAX_RATIO_250', 'VSTD_20', 'MAX_RATIO_10', 'MAX_RATIO_120', 'ATR_RATIO_5', 'ROC_STD_250', 'VSTD_10', 'LIMIT_UP_SPACE', 'ALPHA_MONEY_FLOW_DIV_10', 'MAX_RATIO_5', 'KUP']","{'KUP': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0432, 'oos_aligned_rank_ic': 0.0432, 'oos_icir': 0.4106}, 'MAX_RATIO_5': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0028, 'oos_aligned_rank_ic': 0.0028, 'oos_icir': 0.0207}, 'MAX_RATIO_10': {'train_direction': -1, 'train_horizon': '3D', 'oos_raw_rank_ic': 0.0055, 'oos_aligned_rank_ic': -0.0055, 'oos_icir': -0.0378}, 'MAX_RATIO_120': {'train_direction': -1, 'train_horizon': '5D', 'oos_raw_rank_ic': 0.028, 'oos_aligned_rank_ic': -0.028, 'oos_icir': -0.175}, 'MAX_RATIO_250': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0156, 'oos_aligned_rank_ic': -0.0156, 'oos_icir': -0.1307}, 'STD60': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.1312, 'oos_aligned_rank_ic': 0.1312, 'oos_icir': 0.6364}, 'ATR_RATIO_5': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.1007, 'oos_aligned_rank_ic': 0.1007, 'oos_icir': 0.5906}, 'ATR_RATIO_60': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.1006, 'oos_aligned_rank_ic': 0.1006, 'oos_icir': 0.5245}, 'ROC_STD_250': {'train_direction': 1, 'train_horizon': '1D', 'oos_raw_rank_ic': 0.0071, 'oos_aligned_rank_ic': 0.0071, 'oos_icir': 0.0507}, 'VSTD_10': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0151, 'oos_aligned_rank_ic': 0.0151, 'oos_icir': 0.2009}, 'VSTD_20': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0235, 'oos_aligned_rank_ic': 0.0235, 'oos_icir': 0.3347}, 'WVMA_5': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.054, 'oos_aligned_rank_ic': 0.054, 'oos_icir': 0.4003}, 'TURNOVER_STD_20': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0972, 'oos_aligned_rank_ic': 0.0972, 'oos_icir': 0.6725}, 'LIMIT_UP_SPACE': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0412, 'oos_aligned_rank_ic': 0.0412, 'oos_icir': 0.3866}, 'ALPHA_MONEY_FLOW_DIV_10': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0318, 'oos_aligned_rank_ic': 0.0318, 'oos_icir': 0.3763}}"
8,2023-08-22,2025-03-18,2025-03-19,2025-04-30,2025-05-06,2025-11-06,298,112214,299,37574,14,"['STD30', 'ALPHA_IDIO_VOL_PENALTY', 'ATR_RATIO_5', 'WVMA_20', 'MIN_RATIO_60', 'VSTD_20', 'MIN_RATIO_20', 'VSTD_60', 'VSTD_10', 'CORR_PV_10', 'MIN_RATIO_5', 'STD250', 'KLOW', 'KUP']","{'KUP': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0473, 'oos_aligned_rank_ic': -0.0473, 'oos_icir': -0.4985}, 'KLOW': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0306, 'oos_aligned_rank_ic': -0.0306, 'oos_icir': -0.3158}, 'MIN_RATIO_5': {'train_direction': 1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.027, 'oos_aligned_rank_ic': -0.027, 'oos_icir': -0.235}, 'MIN_RATIO_20': {'train_direction': 1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0716, 'oos_aligned_rank_ic': -0.0716, 'oos_icir': -0.5676}, 'MIN_RATIO_60': {'train_direction': 1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0741, 'oos_aligned_rank_ic': -0.0741, 'oos_icir': -0.5761}, 'STD30': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0712, 'oos_aligned_rank_ic': -0.0712, 'oos_icir': -0.4928}, 'STD250': {'train_direction': -1, 'train_horizon': '10D', 'oos_raw_rank_ic': 0.0701, 'oos_aligned_rank_ic': -0.0701, 'oos_icir': -0.3263}, 'ATR_RATIO_5': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0714, 'oos_aligned_rank_ic': -0.0714, 'oos_icir': -0.5197}, 'VSTD_10': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0077, 'oos_aligned_rank_ic': 0.0077, 'oos_icir': 0.0947}, 'VSTD_20': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0026, 'oos_aligned_rank_ic': 0.0026, 'oos_icir': 0.0308}, 'VSTD_60': {'train_direction': -1, 'train_horizon': '5D', 'oos_raw_rank_ic': -0.0264, 'oos_aligned_rank_ic': 0.0264, 'oos_icir': 0.2756}, 'CORR_PV_10': {'train_direction': -1, 'train_horizon': '10D', 'oos_raw_rank_ic': 0.0219, 'oos_aligned_rank_ic': -0.0219, 'oos_icir': -0.2087}, 'WVMA_20': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0608, 'oos_aligned_rank_ic': -0.0608, 'oos_icir': -0.4415}, 'ALPHA_IDIO_VOL_PENALTY': {'train_direction': 1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0675, 'oos_aligned_rank_ic': -0.0675, 'oos_icir': -0.4687}}"
9,2024-03-04,2025-09-17,2025-09-18,2025-11-06,2025-11-07,2026-05-19,299,112332,300,37696,12,"['KSFT', 'KMID', 'VSTD_20', 'CORR_PV_10', 'ATR_RATIO_5', 'WVMA_10', 'MIN_RATIO_10', 'CORR_PV_20', 'WVMA_20', 'MIN_RATIO_5', 'WVMA_5', 'VSTD_10']","{'KMID': {'train_direction': -1, 'train_horizon': '1D', 'oos_raw_rank_ic': -0.018, 'oos_aligned_rank_ic': 0.018, 'oos_icir': 0.1379}, 'KSFT': {'train_direction': -1, 'train_horizon': '1D', 'oos_raw_rank_ic': -0.0182, 'oos_aligned_rank_ic': 0.0182, 'oos_icir': 0.1312}, 'MIN_RATIO_5': {'train_direction': 1, 'train_horizon': '1D', 'oos_raw_rank_ic': 0.0113, 'oos_aligned_rank_ic': 0.0113, 'oos_icir': 0.0929}, 'MIN_RATIO_10': {'train_direction': 1, 'train_horizon': '1D', 'oos_raw_rank_ic': 0.016, 'oos_aligned_rank_ic': 0.016, 'oos_icir': 0.1273}, 'ATR_RATIO_5': {'train_direction': -1, 'train_horizon': '1D', 'oos_raw_rank_ic': -0.0103, 'oos_aligned_rank_ic': 0.0103, 'oos_icir': 0.058}, 'VSTD_10': {'train_direction': -1, 'train_horizon': '5D', 'oos_raw_rank_ic': -0.0321, 'oos_aligned_rank_ic': 0.0321, 'oos_icir': 0.499}, 'VSTD_20': {'train_direction': -1, 'train_horizon': '5D', 'oos_raw_rank_ic': -0.0322, 'oos_aligned_rank_ic': 0.0322, 'oos_icir': 0.4832}, 'WVMA_5': {'train_direction': -1, 'train_horizon': '5D', 'oos_raw_rank_ic': 0.0052, 'oos_aligned_rank_ic': -0.0052, 'oos_icir': -0.0429}, 'CORR_PV_10': {'train_direction': -1, 'train_horizon': '5D', 'oos_raw_rank_ic': -0.0233, 'oos_aligned_rank_ic': 0.0233, 'oos_icir': 0.2197}, 'WVMA_10': {'train_direction': -1, 'train_horizon': '3D', 'oos_raw_rank_ic': -0.0036, 'oos_aligned_rank_ic': 0.0036, 'oos_icir': 0.026}, 'CORR_PV_20': {'train_direction': -1, 'train_horizon': '3D', 'oos_raw_rank_ic': -0.0195, 'oos_aligned_rank_ic': 0.0195, 'oos_icir': 0.1579}, 'WVMA_20': {'train_direction': -1, 'train_horizon': '1D', 'oos_raw_rank_ic': -0.0089, 'oos_aligned_rank_ic': 0.0089, 'oos_icir': 0.0551}}"
