factor,horizon,mean_rank_ic,hac_t,hac_p,global_fdr_p
ALPHA_QUALITY_X_MOMENTUM,5D,-0.0117,-1.7352,0.08296,0.162149
ALPHA_QUALITY_X_MOMENTUM,10D,-0.0143,-1.6509,0.099019,0.186746
ALPHA_QUALITY_X_MOMENTUM,20D,-0.0159,-1.4603,0.144479,0.249502
ALPHA_LIQUIDITY_X_VOL,1D,0.0,0.0,1.0,1.0
ALPHA_LIQUIDITY_X_VOL,3D,0.0,0.0,1.0,1.0
ALPHA_LIQUIDITY_X_VOL,5D,0.0,0.0,1.0,1.0
ALPHA_LIQUIDITY_X_VOL,10D,0.0,0.0,1.0,1.0
ALPHA_LIQUIDITY_X_VOL,20D,0.0,0.0,1.0,1.0
ALPHA_SHORT_REVERSAL_5,1D,0.0106,2.9889,0.002858,0.015019
ALPHA_SHORT_REVERSAL_5,3D,0.0021,0.4456,0.655938,0.772006
ALPHA_SHORT_REVERSAL_5,5D,0.0011,0.1939,0.846288,0.923614
ALPHA_SHORT_REVERSAL_5,10D,0.0015,0.2416,0.809171,0.899878
ALPHA_SHORT_REVERSAL_5,20D,0.0035,0.5198,0.603297,0.734894
ALPHA_IDIO_VOL_PENALTY,1D,0.0218,4.5521,6e-06,0.000136
ALPHA_IDIO_VOL_PENALTY,3D,0.0299,4.3288,1.6e-05,0.000242
ALPHA_IDIO_VOL_PENALTY,5D,0.0278,3.1496,0.001676,0.010598
ALPHA_IDIO_VOL_PENALTY,10D,0.0278,2.2402,0.025266,0.078161
ALPHA_IDIO_VOL_PENALTY,20D,0.0383,2.1844,0.029128,0.084911
ALPHA_MONEY_FLOW_DIV_10,1D,-0.0079,-2.9534,0.003204,0.016208
ALPHA_MONEY_FLOW_DIV_10,3D,-0.0129,-3.2166,0.001332,0.008678
ALPHA_MONEY_FLOW_DIV_10,5D,-0.0145,-2.8411,0.004573,0.021665
ALPHA_MONEY_FLOW_DIV_10,10D,-0.0171,-2.3437,0.019257,0.063759
ALPHA_MONEY_FLOW_DIV_10,20D,-0.0199,-1.8725,0.061382,0.131315
