factor_name,status,research_grade,selection_score,recommended_direction,best_horizon,mean_rank_ic,std_rank_ic,rank_ic_ir,annualized_rank_icir,rank_ic_t_stat,rank_ic_hac_t_stat,rank_ic_p_value,rank_ic_hac_p_value,rank_ic_fdr_p_value,positive_rank_ic_ratio,mean_ic,std_ic,ic_ir,annualized_icir,positive_ic_ratio,naive_t_stat,hac_t_stat,p_value,hac_p_value,fdr_p_value,monotonicity,long_only_cagr,long_only_gross_return,long_only_net_return,long_only_sharpe,long_only_max_drawdown,long_only_win_rate,long_only_excess_annual_return,long_only_excess_sharpe,long_turnover,diagnostic_spread_annual,diagnostic_spread_sharpe,short_turnover,mean_turnover,sign_stability,annual_stability_status,bull_rank_ic,bear_rank_ic,sideways_rank_ic,coverage_ratio,missing_ratio,redundancy_group
MAX_RATIO_60,REJECT,REJECT,-0.4995,1,10D,0.0076,0.1429,0.0532,0.1888,1.8165,0.5547,0.069554,0.579216,0.701811,0.488,0.0087,0.1377,0.0633,0.2247,0.5,2.1613,0.6684,0.030874,0.503997,0.701811,0.1,1.233,0.003558,0.003407,2.588,-0.6774,0.5477,1.3219,1.7204,0.1006,1.1356,2.9138,1.0,0.5503,0.6667,VALID,-0.029,0.0675,-0.0068,0.9962,0.0038,13
TURNOVER_SURGE_5,REJECT,REJECT,-0.5129,1,3D,0.0043,0.0883,0.0482,0.171,1.6447,1.7961,0.100292,0.072737,0.158072,0.5266,0.0067,0.0916,0.0731,0.2594,0.5232,2.4957,3.0174,0.012707,0.002605,0.158072,0.5,0.4405,0.002624,0.0016,1.4538,-0.7034,0.5241,0.5362,1.2587,0.6827,0.7475,2.7694,1.0,0.8414,0.8333,VALID,0.0017,0.0037,0.0056,0.9998,0.0002,18
MAX_RATIO_10,REJECT,REJECT,-0.5176,-1,20D,-0.0106,0.1329,-0.0797,-0.2827,-2.7198,-1.1186,0.006629,0.263524,0.411431,0.4494,-0.0005,0.1352,-0.0034,-0.012,0.5009,-0.1157,-0.0467,0.907877,0.962791,0.411431,0.1,0.3592,0.001858,0.001357,1.2871,-0.7094,0.53,0.4408,0.8176,0.3343,0.3842,1.4197,1.0,0.6671,0.6667,VALID,-0.0155,0.035,-0.0315,0.9995,0.0005,0
MOM_ACC_60_120,REJECT,REJECT,-0.5541,-1,20D,-0.0165,0.1505,-0.1094,-0.3885,-3.7373,-1.0983,0.000195,0.272287,0.416874,0.4786,-0.0106,0.1594,-0.0663,-0.2355,0.488,-2.2654,-0.643,0.02367,0.520332,0.416874,0.0,0.606,0.002084,0.002049,1.7629,-0.6302,0.5308,0.6516,0.8612,0.0232,0.4272,1.3945,1.0,0.5116,0.3333,VALID,0.0086,-0.0258,-0.0227,0.9918,0.0082,0
MA_RATIO_10,REJECT,REJECT,-0.5565,1,1D,0.0071,0.1329,0.0532,0.189,1.8181,0.7777,0.06931,0.43689,0.573327,0.5,-0.0057,0.1443,-0.0398,-0.1412,0.4631,-1.358,-0.5619,0.174742,0.574293,0.573327,-0.3,0.5942,0.002462,0.002029,1.7037,-0.6939,0.5359,0.6092,0.9953,0.2886,0.5588,1.775,1.0,0.6443,0.6667,VALID,0.0004,0.0398,-0.0066,0.9995,0.0005,4
AMIHUD_20,REJECT,REJECT,-0.5893,1,1D,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.4907,0.003845,0.003786,3.3421,-0.5908,0.5797,1.5024,1.6062,0.0396,1.4771,3.8119,1.0,0.5198,0.0,VALID,0.0,0.0,0.0,0.9988,0.0012,21
AMIHUD_20_LN,REJECT,REJECT,-0.5893,1,1D,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.4907,0.003845,0.003786,3.3421,-0.5908,0.5797,1.5024,1.6062,0.0396,1.4771,3.8119,1.0,0.5198,0.0,VALID,0.0,0.0,0.0,0.9988,0.0012,21
MAX_RATIO_250,REJECT,REJECT,-0.5988,-1,1D,-0.007,0.1587,-0.044,-0.1562,-1.5021,-0.4289,0.133332,0.66808,0.776152,0.4503,-0.0021,0.1513,-0.0138,-0.049,0.4811,-0.4718,-0.1341,0.637164,0.893346,0.776152,-0.3,0.8459,0.002682,0.002567,2.4988,-0.5662,0.5873,0.8533,1.0736,0.0765,0.6454,2.1315,1.0,0.5382,0.5,VALID,-0.0446,0.0398,-0.0143,0.9812,0.0188,0
MAX_RATIO_5,REJECT,REJECT,-0.6084,-1,20D,-0.011,0.1255,-0.0875,-0.3108,-2.9894,-1.5718,0.002854,0.116279,0.214668,0.4614,-0.0,0.1291,-0.0001,-0.0005,0.4974,-0.0045,-0.0023,0.996401,0.998198,0.214668,0.1,0.3945,0.002177,0.001473,1.3288,-0.6776,0.5072,0.4933,1.0489,0.469,0.3954,1.4264,1.0,0.7345,0.6667,VALID,-0.0105,0.0215,-0.0276,0.9998,0.0002,5
ROC250,REJECT,REJECT,-0.648,1,5D,0.0013,0.1808,0.0069,0.0246,0.2368,0.0658,0.812892,0.947586,0.992272,0.5515,0.0221,0.1968,0.1121,0.3979,0.5815,3.8276,1.0478,0.000136,0.294929,0.992272,0.3,1.3553,0.003739,0.003664,2.545,-0.825,0.5544,1.3627,1.7002,0.0503,1.3,2.6033,1.0,0.5251,0.8333,VALID,-0.007,-0.006,0.0085,0.9811,0.0189,16
VMA_RATIO_60,REJECT,REJECT,-0.6809,1,1D,0.0047,0.094,0.0505,0.1792,1.7241,0.6982,0.084962,0.485183,0.620218,0.5317,-0.0071,0.0965,-0.0732,-0.2598,0.4777,-2.4995,-0.9978,0.012572,0.318588,0.620218,-0.3,0.2995,0.001858,0.001176,1.1254,-0.7111,0.5308,0.4773,1.0833,0.4546,0.2764,1.2334,1.0,0.7273,0.6667,VALID,-0.0042,0.0116,0.0052,0.9962,0.0038,0
KSFT,REJECT,REJECT,-0.6903,-1,1D,-0.0026,0.1216,-0.0215,-0.0763,-0.7336,-0.648,0.463324,0.517098,0.652568,0.5017,-0.0058,0.1294,-0.0449,-0.1593,0.4983,-1.5328,-1.5784,0.1256,0.114747,0.652568,-0.3,0.6184,0.00323,0.002098,1.7187,-0.7465,0.5418,0.638,1.4185,0.7552,1.2873,3.4036,1.0,0.8776,0.8333,VALID,-0.0052,-0.022,0.0083,1.0,0.0,3
ROC5,REJECT,REJECT,-0.7254,-1,1D,-0.0066,0.1319,-0.0502,-0.178,-1.7128,-0.8457,0.087016,0.397892,0.540094,0.4914,0.0045,0.142,0.0318,0.1127,0.5223,1.0843,0.5159,0.278464,0.605991,0.540094,0.1,0.5232,0.002366,0.001851,1.5425,-0.7128,0.5215,0.5593,0.9904,0.3438,0.5649,1.8063,1.0,0.6719,0.6667,VALID,-0.0048,-0.0313,0.0051,0.9997,0.0003,4
MA_RATIO_5,REJECT,REJECT,-0.7285,1,1D,0.0037,0.1275,0.0288,0.1021,0.9818,0.5475,0.326408,0.584135,0.705606,0.4983,-0.0033,0.137,-0.0241,-0.0857,0.4708,-0.8245,-0.4592,0.409845,0.646169,0.705606,-0.3,0.5545,0.002574,0.001936,1.5952,-0.7237,0.5308,0.5576,0.9839,0.4254,0.6572,2.0274,1.0,0.7127,0.6667,VALID,0.0052,0.024,-0.0073,0.9998,0.0002,5
AMOUNT_RATIO_5_20,REJECT,REJECT,-0.795,-1,1D,-0.0004,0.0995,-0.0044,-0.0156,-0.1497,-0.0615,0.881064,0.950935,0.992272,0.4897,0.0069,0.1009,0.0685,0.2431,0.512,2.3389,0.9826,0.019507,0.326007,0.992272,0.3,0.589,0.002287,0.001981,1.8534,-0.6151,0.5367,0.6119,0.7223,0.2038,0.4422,1.7974,1.0,0.6019,0.5,VALID,0.0103,-0.0136,0.0015,0.9989,0.0011,0
TURNOVER_SURGE_20,REJECT,REJECT,-0.7986,1,10D,0.0041,0.0888,0.0467,0.1658,1.5946,0.8429,0.111083,0.399451,0.540353,0.5172,0.0098,0.091,0.1077,0.3823,0.5446,3.6776,2.0795,0.000246,0.037786,0.540353,0.1,0.5709,0.002746,0.00195,1.7362,-0.7169,0.5241,0.6158,1.1721,0.5307,0.8352,2.9748,1.0,0.7653,0.6667,VALID,0.0049,-0.0005,0.0062,0.9989,0.0011,19
MAX_RATIO_20,REJECT,REJECT,-0.809,-1,20D,-0.0079,0.1395,-0.0568,-0.2016,-1.9389,-0.6488,0.052755,0.516589,0.652568,0.4383,-0.0001,0.1372,-0.001,-0.0035,0.4931,-0.0338,-0.0117,0.973043,0.990692,0.652568,0.1,0.413,0.001863,0.00151,1.4353,-0.7034,0.5477,0.4908,0.8185,0.2351,0.3178,1.1999,1.0,0.6176,0.5,VALID,-0.0322,0.05,-0.0267,0.9989,0.0011,9
IS_LIMIT_DOWN_LAG1,REJECT,REJECT,-0.8192,1,5D,0.0005,0.0558,0.0095,0.0335,0.3227,0.2949,0.74696,0.768153,0.86199,0.1218,-0.0008,0.0566,-0.015,-0.0531,0.1081,-0.5108,-0.4415,0.609559,0.658968,0.86199,-0.4,0.3009,0.002137,0.001221,1.0239,-0.2198,0.5195,0.577,2.0219,0.6105,0.8675,2.5584,0.9961,0.8033,0.6667,VALID,-0.0013,0.0002,0.0015,1.0,0.0,0
ENTITY_RATIO,REJECT,REJECT,-0.8202,-1,10D,-0.0011,0.0833,-0.0133,-0.0473,-0.4547,-0.4352,0.649437,0.663471,0.773071,0.4983,-0.0016,0.081,-0.0201,-0.0714,0.4846,-0.6872,-0.6789,0.492088,0.497317,0.773071,-0.5,0.1877,0.002003,0.000825,0.7732,-0.7071,0.5013,0.2062,0.7848,0.7857,0.4778,2.0509,1.0,0.8928,0.6667,VALID,-0.0025,0.0014,-0.0018,1.0,0.0,0
KMID,REJECT,REJECT,-0.8252,-1,1D,-0.0036,0.1226,-0.0297,-0.1056,-1.0158,-0.9542,0.309914,0.340161,0.478162,0.4931,-0.0026,0.1319,-0.02,-0.0711,0.4974,-0.6843,-0.6605,0.493925,0.509075,0.478162,-0.1,0.448,0.002796,0.001648,1.3799,-0.7428,0.5215,0.4469,1.159,0.7656,0.8878,2.6491,1.0,0.8828,0.8333,VALID,-0.009,-0.0162,0.005,1.0,0.0,1
INTRADAY_CLOSE_LOC,REJECT,REJECT,-0.9442,-1,1D,-0.001,0.1108,-0.0094,-0.0335,-0.3221,-0.2847,0.747423,0.77593,0.863688,0.4983,-0.0006,0.1055,-0.0055,-0.0194,0.5,-0.1862,-0.1744,0.852315,0.861587,0.863688,-0.6,0.2948,0.002344,0.00118,1.0616,-0.708,0.5156,0.3465,1.0215,0.7763,0.7577,2.6103,1.0,0.8881,0.5,VALID,-0.0006,-0.0203,0.0085,1.0,0.0,3
MAX_RATIO_30,REJECT,REJECT,-0.9513,-1,1D,-0.0024,0.1406,-0.0173,-0.0614,-0.591,-0.1873,0.554645,0.851461,0.927619,0.4494,0.0012,0.1345,0.0088,0.0314,0.4768,0.3016,0.099,0.762994,0.921121,0.927619,-0.3,0.593,0.002281,0.001994,1.8423,-0.6832,0.5384,0.6722,1.078,0.1913,0.4413,1.5165,1.0,0.5956,0.3333,VALID,-0.0302,0.0564,-0.0201,0.9982,0.0018,9
MAX_RATIO_120,REJECT,REJECT,-0.9712,-1,1D,-0.0022,0.1502,-0.0147,-0.052,-0.5003,-0.1484,0.616991,0.882032,0.954528,0.4786,0.0064,0.1454,0.0439,0.1559,0.4931,1.5002,0.4412,0.133835,0.659145,0.954528,0.0,0.797,0.002624,0.002469,2.3213,-0.6017,0.5637,0.8796,1.1992,0.103,0.5506,1.8394,1.0,0.5515,0.5,VALID,-0.0551,0.0628,-0.0121,0.9918,0.0082,13
LOWER_SHADOW_RATIO,REJECT,REJECT,-0.9927,-1,1D,-0.0003,0.086,-0.0033,-0.0117,-0.1121,-0.0879,0.910753,0.929962,0.982179,0.5111,-0.0024,0.0837,-0.0282,-0.1,0.4923,-0.9616,-0.803,0.336444,0.422144,0.982179,-0.6,0.2914,0.002324,0.001161,1.0747,-0.6852,0.5181,0.3422,1.0,0.7754,0.6804,2.5981,1.0,0.8877,0.3333,VALID,0.005,-0.0113,0.003,1.0,0.0,0
UPPER_SHADOW_RATIO,REJECT,REJECT,-1.1026,1,10D,0.0001,0.0885,0.0016,0.0058,0.0562,0.057,0.955187,0.954591,0.992272,0.494,0.0028,0.0871,0.0317,0.1123,0.5257,1.0808,1.0345,0.280022,0.301128,0.992272,0.2,0.3125,0.00241,0.001236,1.1043,-0.712,0.5215,0.3647,1.0517,0.7828,0.6258,2.4675,1.0,0.8914,0.5,VALID,-0.003,0.0061,-0.0015,1.0,0.0,0
KMID2,REJECT,REJECT,-1.2006,1,1D,0.0,0.12,0.0004,0.0013,0.0125,0.012,0.990028,0.990417,1.0,0.512,0.0025,0.115,0.0216,0.0766,0.5103,0.7371,0.7398,0.461223,0.459573,1.0,0.3,0.2019,0.002036,0.00088,0.8035,-0.711,0.5089,0.25,0.8485,0.7704,0.396,1.5325,1.0,0.8852,0.5,VALID,-0.0026,-0.0134,0.008,1.0,0.0,1
