factor_name,abs_rank_ic,rank_ic,rank_ic_ir,monotonicity,sign_stability,net_sharpe,turnover,missing_ratio,coverage_ratio,is_redundant,recommended_direction,selection_score
LOG_CIRC_MV,0.0395,-0.0395,0.772,1.0,0.8333,3.4255,0.0177,0.0,1.0,0.0,-1,1.5934
EFFICIENCY_RATIO_10,0.0116,0.0116,0.68,0.7,1.0,2.0394,0.3476,0.0086,0.9914,0.0,1,0.5924
INTRADAY_CLOSE_LOC,0.003,-0.003,0.1651,0.7,1.0,1.1864,0.7721,0.0,1.0,0.0,-1,-0.0337
LOWER_SHADOW_RATIO,0.0037,-0.0037,0.2431,0.5,0.8333,1.1547,0.7711,0.0,1.0,0.0,-1,-0.116
IS_LIMIT_DOWN_LAG1,0.0001,-0.0001,0.035,0.6,0.6667,3.1735,0.6939,0.0,1.0,0.0,-1,-0.1749
AMIHUD_20,0.0,0.0,0.0,1.0,0.0,3.4109,0.0397,0.0172,0.9828,1.0,1,-0.3868
AMIHUD_20_LN,0.0,0.0,0.0,1.0,0.0,3.4109,0.0397,0.0172,0.9828,1.0,1,-0.3868
ENTITY_RATIO,0.0016,0.0016,0.1017,0.1,0.3333,1.0358,0.7761,0.0,1.0,0.0,1,-0.6327
UPPER_SHADOW_RATIO,0.0004,-0.0004,0.0289,0.1,0.5,0.9275,0.7718,0.0,1.0,0.0,-1,-0.6549
