factor_name,mean_rank_ic,std_rank_ic,rank_ic_ir,annualized_rank_icir,positive_rank_ic_ratio,rank_ic_t_stat,rank_ic_hac_t_stat,rank_ic_p_value,rank_ic_hac_p_value,rank_ic_fdr_p_value,recommended_direction
LOG_CIRC_MV,-0.0395,0.1818,-0.2175,-0.772,0.4245,-7.4269,-2.0482,0.0,0.04076,0.225274,-1
EFFICIENCY_RATIO_10,0.0116,0.0604,0.1916,0.68,0.5848,6.5134,3.2571,0.0,0.001158,0.026055,1
INTRADAY_CLOSE_LOC,-0.003,0.0644,-0.0465,-0.1651,0.4828,-1.5881,-1.4193,0.112545,0.156079,0.491507,-1
LOWER_SHADOW_RATIO,-0.0037,0.0535,-0.0685,-0.2431,0.4743,-2.3385,-1.9615,0.019528,0.050061,0.225274,-1
IS_LIMIT_DOWN_LAG1,-0.0001,0.0078,-0.0098,-0.035,0.0043,-0.3362,-0.3729,0.736747,0.709303,0.997457,-1
AMIHUD_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
AMIHUD_20_LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
ENTITY_RATIO,0.0016,0.0546,0.0287,0.1017,0.5026,0.9786,0.8518,0.327966,0.394493,0.663643,1
UPPER_SHADOW_RATIO,-0.0004,0.0552,-0.0081,-0.0289,0.494,-0.2777,-0.2378,0.781301,0.812086,1.0,-1
