factor_name,monotonicity_score,Q1,Q2,Q3,Q4,Q5
IS_LIMIT_DOWN_LAG1,-0.6,0.007236,0.002965,0.008345,-0.003527,0.000526
UPPER_SHADOW_RATIO,0.1,0.01056,0.010514,0.00845,0.010395,0.01146
LOWER_SHADOW_RATIO,-0.5,0.011188,0.011751,0.008667,0.009749,0.010045
ENTITY_RATIO,-0.1,0.011362,0.009843,0.008383,0.010828,0.010968
INTRADAY_CLOSE_LOC,-0.7,0.011508,0.01078,0.008428,0.010603,0.010066
LOG_CIRC_MV,-1.0,0.025246,0.01262,0.007287,0.003428,0.003018
EFFICIENCY_RATIO_10,0.7,0.009628,0.009792,0.007633,0.011063,0.013199
AMIHUD_20,1.0,0.004573,0.006016,0.007433,0.012883,0.020017
AMIHUD_20_LN,1.0,0.004573,0.006016,0.007433,0.012883,0.020017
