factor_name,mean_ic,std_ic,ic_ir,annualized_icir,positive_ic_ratio,naive_t_stat,hac_t_stat,p_value,hac_p_value,fdr_p_value
LOG_CIRC_MV,-0.0507,0.1682,-0.3016,-1.0706,0.3739,-10.2984,-2.8406,0.0,0.004581,0.225274
EFFICIENCY_RATIO_10,0.0132,0.0613,0.2148,0.7626,0.5839,7.3047,3.3629,0.0,0.000797,0.026055
INTRADAY_CLOSE_LOC,-0.0036,0.062,-0.0582,-0.2067,0.4726,-1.9889,-1.7478,0.046951,0.080754,0.491507
LOWER_SHADOW_RATIO,-0.0038,0.0544,-0.0695,-0.2468,0.4811,-2.3738,-2.09,0.017765,0.036837,0.225274
IS_LIMIT_DOWN_LAG1,-0.0002,0.0089,-0.0267,-0.0948,0.0034,-0.9115,-1.0104,0.362228,0.312494,0.997457
AMIHUD_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
AMIHUD_20_LN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
ENTITY_RATIO,-0.0004,0.0536,-0.007,-0.0248,0.488,-0.2386,-0.2196,0.811453,0.826246,0.663643
UPPER_SHADOW_RATIO,0.0027,0.0539,0.0509,0.1805,0.5352,1.7366,1.4685,0.082726,0.142236,1.0
