factor_name,best_horizon,half_life_days,1D,3D,5D,10D,20D
IS_LIMIT_DOWN_LAG1,5D,,-0.0001,0.0002,0.0002,0.0,-0.0001
UPPER_SHADOW_RATIO,3D,,-0.0016,-0.0022,-0.0015,-0.0003,-0.0004
LOWER_SHADOW_RATIO,20D,,-0.0024,-0.0018,-0.0028,-0.0034,-0.0037
ENTITY_RATIO,1D,,0.0024,0.0016,0.0019,0.0013,0.0016
INTRADAY_CLOSE_LOC,1D,,-0.0097,-0.0057,-0.0045,-0.0043,-0.003
LOG_CIRC_MV,20D,,0.0036,-0.0033,-0.0092,-0.0219,-0.0395
EFFICIENCY_RATIO_10,20D,,-0.0037,0.001,0.0044,0.0095,0.0116
AMIHUD_20,1D,,0.0,0.0,0.0,0.0,0.0
AMIHUD_20_LN,1D,,0.0,0.0,0.0,0.0,0.0
