factor_name,overall_rank_ic,sign_consistency,annual_stability_status,bull_rank_ic,bear_rank_ic,sideways_rank_ic,ic_2021,ic_2022,ic_2023,ic_2024,ic_2025,ic_2026
IS_LIMIT_DOWN_LAG1,-0.0001,0.6667,VALID,-0.0006,0.0004,-0.0001,-0.0008,-0.0008,0.0007,0.0003,-0.0001,-0.0005
UPPER_SHADOW_RATIO,-0.0004,0.5,VALID,-0.0025,0.0007,-0.0002,-0.0091,-0.005,0.001,0.0002,0.0054,-0.0025
LOWER_SHADOW_RATIO,-0.0037,0.8333,VALID,0.0019,-0.0083,-0.0037,-0.0051,-0.0068,-0.006,-0.0026,-0.0043,0.0061
ENTITY_RATIO,0.0016,0.3333,VALID,-0.0019,0.0049,0.0014,0.0086,0.0093,-0.0005,-0.0013,-0.0013,-0.0015
INTRADAY_CLOSE_LOC,-0.003,1.0,VALID,0.0029,-0.0149,0.0005,-0.0094,-0.0015,-0.0008,-0.0006,-0.0078,-0.002
LOG_CIRC_MV,-0.0395,0.8333,VALID,-0.0637,-0.0624,-0.0174,-0.1007,-0.0266,-0.0553,-0.02,-0.0725,0.0188
EFFICIENCY_RATIO_10,0.0116,1.0,VALID,0.008,0.0198,0.0089,0.0139,0.0091,0.0138,0.002,0.0154,0.0216
AMIHUD_20,0.0,0.0,VALID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMIHUD_20_LN,0.0,0.0,VALID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
