factor_name,raw_rank_ic,orthogonalized_rank_ic,delta_rank_ic,successful_cross_sections,failed_cross_sections,status
IS_LIMIT_DOWN_LAG1,-0.0001,-0.0079,-0.0078,12,1175,PARTIAL
UPPER_SHADOW_RATIO,-0.0004,0.0271,0.0275,12,1175,PARTIAL
LOWER_SHADOW_RATIO,-0.0037,0.0149,0.0186,12,1175,PARTIAL
ENTITY_RATIO,0.0016,-0.0187,-0.0203,12,1175,PARTIAL
INTRADAY_CLOSE_LOC,-0.003,-0.0028,0.0002,12,1175,PARTIAL
LOG_CIRC_MV,-0.0395,0.0084,0.0479,12,1175,PARTIAL
EFFICIENCY_RATIO_10,0.0116,0.0415,0.03,12,1175,PARTIAL
AMIHUD_20,0.0,0.0,0.0,12,1175,PARTIAL
AMIHUD_20_LN,0.0,0.0,0.0,12,1175,PARTIAL
