factor_name,long_turnover,long_gross_return,long_sharpe,5bps,10bps,20bps,30bps
IS_LIMIT_DOWN_LAG1,0.6939,0.005764,3.1735,2.362686,1.82531,0.993741,0.406247
UPPER_SHADOW_RATIO,0.7718,0.002119,0.9275,0.357298,0.117546,-0.242731,-0.48717
LOWER_SHADOW_RATIO,0.7711,0.002367,1.1547,0.443805,0.189039,-0.193923,-0.453871
ENTITY_RATIO,0.7761,0.00223,1.0358,0.39499,0.147351,-0.224202,-0.475752
INTRADAY_CLOSE_LOC,0.7721,0.002432,1.1864,0.464915,0.206133,-0.18273,-0.446555
LOG_CIRC_MV,0.0177,0.004754,3.4255,2.10209,2.088339,2.061018,2.033938
EFFICIENCY_RATIO_10,0.3476,0.002739,2.0394,0.759589,0.612307,0.35357,0.136217
AMIHUD_20,0.0397,0.003942,3.4109,1.563398,1.537971,1.487868,1.438751
AMIHUD_20_LN,0.0397,0.003942,3.4109,1.563398,1.537971,1.487868,1.438751
