fold_id,train_start,train_end,purge_start,purge_end,validation_start,validation_end,train_symbols,train_rows,validation_symbols,validation_rows,selected_factor_count,selected_factors,oos_evaluation
1,2021-09-29,2023-04-21,2023-04-24,2023-06-07,2023-06-08,2023-12-12,295,108630,297,37374,1,['ATR_RATIO_60'],"{'ATR_RATIO_60': {'train_direction': -1, 'train_horizon': '3D', 'oos_raw_rank_ic': -0.0305, 'oos_aligned_rank_ic': 0.0305, 'oos_icir': 0.3028}}"
2,2022-04-12,2023-10-31,2023-11-01,2023-12-12,2023-12-13,2024-06-24,297,110481,297,37397,2,"['STD250', 'ATR_RATIO_20']","{'STD250': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0388, 'oos_aligned_rank_ic': -0.0388, 'oos_icir': -0.3003}, 'ATR_RATIO_20': {'train_direction': -1, 'train_horizon': '3D', 'oos_raw_rank_ic': -0.0076, 'oos_aligned_rank_ic': 0.0076, 'oos_icir': 0.0797}}"
3,2022-10-19,2024-05-10,2024-05-13,2024-06-24,2024-06-25,2024-12-26,297,111643,297,37364,2,"['STD250', 'ATR_RATIO_20']","{'STD250': {'train_direction': -1, 'train_horizon': '5D', 'oos_raw_rank_ic': -0.019, 'oos_aligned_rank_ic': 0.019, 'oos_icir': 0.1981}, 'ATR_RATIO_20': {'train_direction': -1, 'train_horizon': '3D', 'oos_raw_rank_ic': -0.0209, 'oos_aligned_rank_ic': 0.0209, 'oos_icir': 0.2175}}"
4,2023-04-24,2024-11-14,2024-11-15,2024-12-26,2024-12-27,2025-07-08,297,112075,298,37494,0,[],{}
5,2023-11-01,2025-05-26,2025-05-27,2025-07-08,2025-07-09,2026-01-12,298,112243,300,37608,0,[],{}
6,2024-05-13,2025-11-27,2025-11-28,2026-01-12,2026-01-13,2026-07-22,299,112422,300,37762,6,"['MOM_ACC_20_60', 'ROC_STD_60', 'MOM_ACC_60_120', 'ATR_RATIO_5', 'ATR_RATIO_20', 'ROC_STD_120']","{'ATR_RATIO_5': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0123, 'oos_aligned_rank_ic': 0.0123, 'oos_icir': 0.1044}, 'ATR_RATIO_20': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0161, 'oos_aligned_rank_ic': 0.0161, 'oos_icir': 0.1375}, 'ROC_STD_60': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0302, 'oos_aligned_rank_ic': 0.0302, 'oos_icir': 0.2786}, 'ROC_STD_120': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0069, 'oos_aligned_rank_ic': 0.0069, 'oos_icir': 0.0621}, 'MOM_ACC_20_60': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': -0.0231, 'oos_aligned_rank_ic': 0.0231, 'oos_icir': 0.2161}, 'MOM_ACC_60_120': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.0088, 'oos_aligned_rank_ic': -0.0088, 'oos_icir': -0.0986}}"
