,lightgbm_clf_baseline,lightgbm_reg_baseline,lightgbm_ranker,double_ensemble
2024-12-18,0.07798675672295667,0.21879067392476828,0.06733886591085181,0.25821457833314193
2024-12-19,0.1550317513306027,0.24997430976230436,0.028833452503602235,0.27515277328718907
2024-12-20,0.23024317181228346,0.24816395947821449,0.05853391407843685,0.2618540210584876
2024-12-23,0.17038921748379393,0.20649321397780207,0.06573978769432494,0.18026481214744683
2024-12-24,0.04493273068671351,0.06433260051686189,-0.03461417958389511,-0.01084294367031216
2024-12-25,0.048829759216643044,0.08097626671553995,-5.605755629413466e-05,0.05910237960010689
2024-12-26,0.07811420064831472,0.14807060006418285,0.06334398207164349,0.11033755467128244
2024-12-27,0.184122608039572,0.18378270223426554,0.1333261086637381,0.14551339969190072
2024-12-30,0.06078103340088271,0.16880285166007705,0.09543712160840188,0.03177146506357143
2024-12-31,-0.10794572741479332,-0.08315891185831485,-0.0441237494810224,-0.14740421446884483
2025-01-02,-0.15631180737072514,-0.1790018211956767,-0.18586186533621205,-0.2779471923727257
2025-01-03,-0.18797626583161955,-0.24872733107871486,-0.23679601548104337,-0.3063321301149853
2025-01-06,-0.19516693541117974,-0.22419509210315877,-0.17984269880585413,-0.2776061555151655
2025-01-07,-0.1791160334339179,-0.23263328254296256,-0.14796408815830767,-0.25267533353638355
2025-01-08,-0.16179568547129092,-0.27917266052868084,-0.1011041049778651,-0.2378353427192509
2025-01-09,-0.14994017228107487,-0.24757386700668935,-0.06719150969062922,-0.2756183211169201
2025-01-10,-0.19311422730523883,-0.33996392501435113,-0.15418393297672345,-0.3041510963050508
2025-01-13,-0.1981759459421931,-0.1577581555626007,-0.1264521976695247,-0.19199104599916794
2025-01-14,-0.16259848140856833,-0.10083857436239164,-0.0980987912613301,-0.15503010001984158
2025-01-15,-0.18951158266236182,-0.17967746236202217,-0.1206273837529271,-0.22782864044421455
2025-01-16,-0.3344867306081067,-0.2518715636721921,-0.25774997436391084,-0.30691860589162906
2025-01-17,-0.28597139557248463,-0.28688778283863603,-0.15747297574682206,-0.2970767085138195
2025-01-20,-0.15576279665715848,-0.20352058252780847,-0.15648924629881059,-0.257499729990992
2025-01-21,-0.16578307575313025,-0.24401159654351237,-0.13278554074428187,-0.17569429676756218
2025-01-22,-0.06139695850035776,-0.12155641534356806,-0.04134300585128906,-0.052255571833362664
2025-01-23,-0.03200488904580452,-0.11984773191721591,-0.05515828570717493,0.010138322004579607
2025-01-24,0.07318450224925879,-0.12155030720166791,-0.014074671212294982,0.1038623311095665
2025-01-27,-0.05937376364144573,-0.20649661277257664,-0.07981562340163753,-0.060941761200998826
2025-02-05,-0.0027520472144551573,-0.07541737177660816,-0.10051995663634772,-0.024225425955289565
2025-02-06,0.04467656907413133,-0.09438588806130839,-0.10187598591734676,0.09444734990180467
2025-02-07,0.07528551436586445,0.022997291973479137,0.011458332763792921,0.1603420220389538
2025-02-10,0.1198797882169982,0.031103315640898483,0.07142430910889774,0.21263003654485052
2025-02-11,0.16325660539003845,-0.009645384737883242,0.0035941842027374413,0.1826484225695527
2025-02-12,0.19379866492083125,0.029500659100437955,0.10995632958941277,0.22708488162701046
2025-02-13,0.15039998621865588,0.05881290259443133,0.137393083863732,0.2556736715188322
2025-02-14,0.1518460985359823,0.012952796742661454,0.09654850697918241,0.162947145397857
2025-02-17,0.22855979819612313,0.044662361554153734,0.16466889963706316,0.21341682099561426
2025-02-18,-0.0034170311961599243,-0.057613070741039704,0.04513880728601546,0.0727074817705437
2025-02-19,0.15119101259761533,0.060121572871226686,0.1790907655643566,0.23706645397355683
2025-02-20,0.17986732867610128,0.10308110153492406,0.20214788757331623,0.35388906967314615
2025-02-21,0.2973734424612262,0.21295064807130099,0.2402854801008857,0.4717829025641777
2025-02-24,0.33094497966573805,0.2890045973368173,0.28411507416771065,0.44319610126441183
2025-02-25,0.36087483658550906,0.34883756622772083,0.32506682414848725,0.4459959498317972
2025-02-26,0.43718079972177365,0.37097219568688156,0.2841058100087777,0.5011973522590926
