,classification_rankic,regression_rankic,lambdarank_rankic,reg_minus_clf,rank_minus_clf
2024-04-03,0.05054484583130001,0.018360710236880448,0.08887691106963419,-0.032184135594419565,0.03833206523833418
2024-04-08,0.06704924989999632,0.07850160939045255,0.08974549899505868,0.011452359490456226,0.022696249095062362
2024-04-09,0.09844689407486992,0.044662321012149314,0.08484312361913512,-0.05378457306272061,-0.013603770455734798
2024-04-10,0.07613172032828998,0.047587294861221104,0.0806255111321266,-0.028544425467068875,0.00449379080383662
2024-04-11,0.11416345273994265,0.07466529418568647,0.11684377900933751,-0.039498158554256174,0.0026803262693948643
2024-04-12,0.0589679180064965,0.10925884871982311,0.09507693992915968,0.05029093071332661,0.03610902192266318
2024-04-15,0.06065228952245744,0.10245801519673514,0.0946137964821585,0.041805725674277705,0.03396150695970106
2024-04-16,0.03989801392848811,0.15460006125735398,0.10384525995392213,0.11470204732886588,0.06394724602543403
2024-04-17,0.028883198048632066,0.10192663231710043,0.061363804281814295,0.07304343426846836,0.03248060623318223
2024-04-18,0.026581685037615856,0.08423285177972653,0.06496796655324105,0.057651166742110675,0.0383862815156252
2024-04-19,0.03853381435297715,0.09865895605188851,0.017231609149474945,0.060125141698911366,-0.021302205203502202
2024-04-22,0.006004537270445898,0.04773899566203466,0.023728722663128917,0.041734458391588763,0.017724185392683018
2024-04-23,0.02418095187494176,0.0605411543660158,0.05195711197640393,0.03636020249107404,0.02777616010146217
2024-04-24,0.0037736868877441304,-0.015010695972147476,0.049366465476191744,-0.018784382859891608,0.04559277858844761
2024-04-25,0.03171700558392638,0.07895021761264362,0.09817035040501437,0.04723321202871724,0.066453344821088
2024-04-26,0.14203212391564649,0.03542717951369666,0.14910442859208384,-0.10660494440194983,0.007072304676437352
2024-04-29,0.19022207005474293,0.13340354251882502,0.1680547364663527,-0.0568185275359179,-0.022167333588390237
2024-04-30,0.14529914431561608,0.0913777891718653,0.1787911419093402,-0.05392135514375078,0.03349199759372412
2024-05-06,0.13442002266632563,0.08410629964259443,0.09927684992147971,-0.0503137230237312,-0.03514317274484592
2024-05-07,0.08883767142686944,0.0007285467955535366,0.045941899200042914,-0.0881091246313159,-0.04289577222682652
2024-05-08,0.04287507477369976,0.02359131765342093,0.0692810384145022,-0.019283757120278834,0.026405963640802436
2024-05-09,0.07675989798252242,0.004278275294330804,0.010259773085127818,-0.07248162268819161,-0.0665001248973946
2024-05-10,0.09443115099310183,0.031449387018347645,0.04804154675707869,-0.06298176397475419,-0.04638960423602314
2024-05-13,0.1368151837393648,0.10021509416957051,0.026578559049420077,-0.036600089569794284,-0.11023662468994472
2024-05-14,0.09092407658663806,0.08732613245145364,-0.043562751870851804,-0.003597944135184425,-0.13448682845748988
2024-05-15,0.11943852103292865,0.13015697587942077,0.0001806884754771313,0.010718454846492115,-0.11925783255745152
2024-05-16,0.09082994075532064,0.12739812510260873,-0.04823545639124869,0.03656818434728809,-0.13906539714656932
2024-05-17,0.035392958374458106,0.12303604307262671,-0.04674054326139439,0.0876430846981686,-0.0821335016358525
2024-05-20,0.054031949616012515,0.12497827085673943,-0.04511072439848214,0.07094632124072692,-0.09914267401449466
2024-05-21,0.06380649452426196,0.09756138340073614,-0.02964052951420848,0.03375488887647418,-0.09344702403847044
2024-05-22,0.04551439479179431,0.041646927201077925,-0.04135388793129031,-0.003867467590716385,-0.08686828272308461
2024-05-23,0.03923897531848307,0.03385944388194459,-0.03782431782969141,-0.005379531436538479,-0.07706329314817448
2024-05-24,0.023984782429648747,0.06214228489958723,-0.05366508187766887,0.03815750246993849,-0.07764986430731761
2024-05-27,0.029350701641202123,0.056292260968321996,-0.049912484710171484,0.026941559327119873,-0.07926318635137361
2024-05-28,0.019397561374505864,0.08695593423309549,-0.03444825176809877,0.06755837285858962,-0.053845813142604636
2024-05-29,0.09804248271088575,0.08692011601730285,0.010854784105331979,-0.011122366693582908,-0.08718769860555378
2024-05-30,0.0812250438109413,0.024025162981024042,0.007866422032338748,-0.057199880829917255,-0.07335862177860256
2024-05-31,0.07709534989941812,0.024456360548348353,-0.011130620055005109,-0.05263898935106977,-0.08822596995442322
2024-06-03,0.1373960956199585,0.045677500329962144,0.02650577638307759,-0.09171859528999635,-0.1108903192368809
2024-06-04,0.14279065911553526,0.028155033619372816,0.03966927139009348,-0.11463562549616245,-0.10312138772544178
2024-06-05,0.18375692926135562,0.04694451385411137,0.075289292997759,-0.13681241540724426,-0.10846763626359662
2024-06-06,0.15691705629500094,0.05286263301036709,0.07308887896067401,-0.10405442328463385,-0.08382817733432693
2024-06-07,0.15465080140800083,0.035126601957084995,0.03763106618504306,-0.11952419945091583,-0.11701973522295778
2024-06-11,0.12581086264050362,0.019228873130592933,0.054919641615720695,-0.10658198950991069,-0.07089122102478293
2024-06-12,0.11770622913373663,0.05383871038295745,0.08046988446190895,-0.06386751875077917,-0.03723634467182768
2024-06-13,0.12831902591670433,0.03503262758811643,0.07369277726638235,-0.0932863983285879,-0.05462624865032198
2024-06-14,0.14594638296255613,0.0552394942878672,0.1059190470521393,-0.09070688867468893,-0.040027335910416836
2024-06-17,0.17447968079402873,0.058721456140749265,0.11734439239720378,-0.11575822465327947,-0.057135288396824954
2024-06-18,0.1788590607566132,0.049280715966700195,0.09385052149266937,-0.129578344789913,-0.08500853926394383
2024-06-19,0.2274802126951406,0.04679927878779207,0.144386421427942,-0.18068093390734852,-0.0830937912671986
