phase,expected_mean_daily_rankic,actual_mean_daily_rankic,rankic_abs_diff,expected_nw20_rankicir,actual_nw20_rankicir,nw20_abs_diff,expected_daily_rankic_hash,actual_daily_rankic_hash,daily_rankic_max_abs_diff,daily_rankic_reproduction_passed,expected_oos_pool_hash,actual_oos_pool_hash,pool_hash_matched,expected_oos_rows,actual_oos_rows,reproduction_passed
2.1-B-r2,0.043681739629648594,0.043681739629648594,0.0,0.3520146818106218,0.3520146818106218,0.0,5ec8d5630bd017892ebffe4e5069c023dfdfa7e93f5b03202470e92a6d0f52d5,42640bcd8506e6f9655661c0dc7258854fdf8c3813ebd0e3d3946d510e4cacba,9.8879238130678e-17,True,a464b29fd12a50891ef68777791ebcb0c7c4f9fc96b59137174387100ca5fd1c,a464b29fd12a50891ef68777791ebcb0c7c4f9fc96b59137174387100ca5fd1c,True,220913,220913,True
