phase,expected_mean_daily_rankic,actual_mean_daily_rankic,rankic_abs_diff,expected_nw20_rankicir,actual_nw20_rankicir,nw20_abs_diff,expected_top10_alpha,actual_top10_alpha,expected_q5_q1,actual_q5_q1,expected_daily_rankic_hash,actual_daily_rankic_hash,daily_rankic_max_abs_diff,daily_rankic_reproduction_passed,expected_oos_rows,actual_oos_rows,reproduction_passed
2.1-B-r2,0.04670731619915874,0.04670731619915874,0.0,0.45074353161665703,0.45074353161665703,0.0,0.01531426561629291,0.01531426561629291,15.38,15.38,548333d9765b322ebc1ef04763049e0ba5a5bb5a18cb16820c60add4eb12cff9,83cb779a849997fbe90a022b7bcfd619baa11b6673c54e2afe95078b3d891016,9.8879238130678e-17,True,220913,220913,True
