fold_id,train_start,train_end,purge_start,purge_end,validation_start,validation_end,train_symbols,train_rows,validation_symbols,validation_rows,selected_factor_count,selected_factors,oos_evaluation
1,2021-01-01,2022-12-07,2022-12-08,2023-01-18,2023-01-19,2024-01-05,5,2520,5,1260,4,"['STD20', 'STD10', 'STD30', 'CORR_PV_5']","{'STD10': {'train_direction': -1, 'train_horizon': '20D', 'oos_raw_rank_ic': 0.1077, 'oos_aligned_rank_ic': -0.1077, 'oos_icir': -0.2028}, 'STD20': {'train_direction': -1, 'train_horizon': '10D', 'oos_raw_rank_ic': 0.1567, 'oos_aligned_rank_ic': -0.1567, 'oos_icir': -0.2956}, 'STD30': {'train_direction': -1, 'train_horizon': '10D', 'oos_raw_rank_ic': 0.0374, 'oos_aligned_rank_ic': -0.0374, 'oos_icir': -0.0691}, 'CORR_PV_5': {'train_direction': 1, 'train_horizon': '10D', 'oos_raw_rank_ic': 0.0142, 'oos_aligned_rank_ic': 0.0142, 'oos_icir': 0.0276}}"
