phase,expected_mean_daily_rankic,actual_mean_daily_rankic,rankic_abs_diff,expected_nw20_rankicir,actual_nw20_rankicir,nw20_abs_diff,expected_oos_pool_hash,actual_oos_pool_hash,pool_hash_matched,expected_oos_rows,actual_oos_rows,reproduction_passed
2.1-B,0.043681739629648594,0.043681739629648594,0.0,0.3520146818106218,0.3520146818106218,0.0,a464b29fd12a50891ef68777791ebcb0c7c4f9fc96b59137174387100ca5fd1c,a464b29fd12a50891ef68777791ebcb0c7c4f9fc96b59137174387100ca5fd1c,True,220913,220913,True
