order_id,parent_order_id,symbol,side,signal_date,execution_date,requested_shares,cumulative_filled_shares,remaining_shares,cancelled_shares,filled_shares,signal_price,execution_price,commission,stamp_tax,transfer_fee,slippage,total_cost,status,reason,reject_reason
ORD_000001_P700,ORD_000001,300866.SZ,BUY,2021-09-29,2021-09-30,1100,700,400,0,700,100.61,102.24,17.89,0.0,1.43,70.0,89.32,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000002_P3300,ORD_000002,002558.SZ,BUY,2021-09-29,2021-09-30,11500,3300,8200,0,3300,10.27,10.28,8.48,0.0,0.68,33.0,42.16,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000003,,002460.SZ,BUY,2021-09-29,2021-09-30,700,700,0,0,700,152.97,157.48,27.56,0.0,2.2,112.0,141.76,FILLED,Top-K目标建仓/加仓,
ORD_000004,,603392.SH,BUY,2021-09-29,2021-09-30,500,500,0,0,500,228.38,228.59,28.57,0.0,2.29,115.0,145.86,FILLED,Top-K目标建仓/加仓,
ORD_000005,,002074.SZ,BUY,2021-09-29,2021-09-30,2500,2500,0,0,2500,45.7,46.55,29.09,0.0,2.33,125.0,156.42,FILLED,Top-K目标建仓/加仓,
ORD_000006,,600515.SH,BUY,2021-09-29,2021-09-30,10200,10200,0,0,10200,11.59,11.41,29.1,0.0,2.33,102.0,133.43,FILLED,Top-K目标建仓/加仓,
ORD_000007,,601919.SH,BUY,2021-09-29,2021-09-30,7100,7100,0,0,7100,16.54,16.97,30.12,0.0,2.41,142.0,174.53,FILLED,Top-K目标建仓/加仓,
ORD_000008_P4500,ORD_000008,000657.SZ,BUY,2021-09-29,2021-09-30,10900,4500,6400,0,4500,10.83,10.85,12.21,0.0,0.98,45.0,58.19,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000001,,300866.SZ,BUY,2021-09-29,2021-10-08,1100,1100,0,0,400,100.61,107.99,10.8,0.0,0.86,44.0,55.66,FILLED,Top-K目标建仓/加仓,
ORD_000002_P8500,ORD_000002,002558.SZ,BUY,2021-09-29,2021-10-08,11500,8500,3000,0,5200,10.27,10.56,13.73,0.0,1.1,52.0,66.83,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000008_P9700,ORD_000008,000657.SZ,BUY,2021-09-29,2021-10-08,10900,9700,1200,0,5200,10.83,11.23,14.6,0.0,1.17,52.0,67.77,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000009,,002460.SZ,SELL,2021-10-08,2021-10-11,700,700,0,0,700,156.9,158.54,27.74,110.98,2.22,112.0,252.94,FILLED,"触发跟踪止盈 (最高浮盈: 6.74%, 自高点回撤: 6.66%)",
ORD_000002,,002558.SZ,BUY,2021-09-29,2021-10-11,11500,11500,0,0,3000,10.27,10.79,8.09,0.0,0.65,30.0,38.74,FILLED,Top-K目标建仓/加仓,
ORD_000008,,000657.SZ,BUY,2021-09-29,2021-10-11,10900,10900,0,0,1200,10.83,11.05,5.0,0.0,0.27,12.0,17.27,FILLED,Top-K目标建仓/加仓,
ORD_000010_P7300,ORD_000010,600515.SH,SELL,2021-10-11,2021-10-12,10200,7300,2900,0,7300,10.38,10.18,18.58,74.31,1.49,73.0,167.38,PARTIALLY_FILLED,触发个股硬止损 (浮亏: -9.03% <= -8.0%),
ORD_000010,,600515.SH,SELL,2021-10-11,2021-10-13,10200,10200,0,0,2900,10.38,10.19,7.39,29.55,0.59,29.0,66.53,FILLED,触发个股硬止损 (浮亏: -9.03% <= -8.0%),
ORD_000011_P200,ORD_000011,300866.SZ,SELL,2021-10-15,2021-10-18,1100,200,900,0,200,104.4,104.96,5.25,20.99,0.42,22.0,48.66,PARTIALLY_FILLED,"触发跟踪止盈 (最高浮盈: 6.28%, 自高点回撤: 5.84%)",
ORD_000012,,601919.SH,SELL,2021-10-15,2021-10-18,7100,7100,0,0,7100,15.05,15.11,26.82,107.28,2.15,142.0,278.25,FILLED,触发个股硬止损 (浮亏: -11.31% <= -8.0%),
ORD_000011_P300,ORD_000011,300866.SZ,SELL,2021-10-15,2021-10-19,1100,300,800,0,100,104.4,104.02,5.0,10.4,0.21,10.0,25.61,PARTIALLY_FILLED,"触发跟踪止盈 (最高浮盈: 6.28%, 自高点回撤: 5.84%)",
ORD_000013_P6200,ORD_000013,002558.SZ,SELL,2021-10-18,2021-10-19,11500,6200,5300,0,6200,10.26,10.19,15.79,63.18,1.26,62.0,142.23,PARTIALLY_FILLED,"触发跟踪止盈 (最高浮盈: 7.12%, 自高点回撤: 9.12%)",
ORD_000014,,603392.SH,SELL,2021-10-18,2021-10-19,500,500,0,0,500,235.4,232.62,29.08,116.31,2.33,115.0,262.72,FILLED,"触发跟踪止盈 (最高浮盈: 10.07%, 自高点回撤: 6.44%)",
ORD_000011_P500,ORD_000011,300866.SZ,SELL,2021-10-15,2021-10-20,1100,500,600,0,200,104.4,103.75,5.19,20.75,0.42,20.0,46.36,PARTIALLY_FILLED,"触发跟踪止盈 (最高浮盈: 6.28%, 自高点回撤: 5.84%)",
ORD_000013_P11200,ORD_000013,002558.SZ,SELL,2021-10-18,2021-10-20,11500,11200,300,0,5000,10.26,10.18,12.72,50.9,1.02,50.0,114.64,PARTIALLY_FILLED,"触发跟踪止盈 (最高浮盈: 7.12%, 自高点回撤: 9.12%)",
ORD_000011_P800,ORD_000011,300866.SZ,SELL,2021-10-15,2021-10-21,1100,800,300,0,300,104.4,102.73,7.7,30.82,0.62,30.0,69.14,PARTIALLY_FILLED,"触发跟踪止盈 (最高浮盈: 6.28%, 自高点回撤: 5.84%)",
ORD_000013,,002558.SZ,SELL,2021-10-18,2021-10-21,11500,11500,0,0,300,10.26,10.04,5.0,3.01,0.06,3.0,11.07,FILLED,"触发跟踪止盈 (最高浮盈: 7.12%, 自高点回撤: 9.12%)",
ORD_000011_P1000,ORD_000011,300866.SZ,SELL,2021-10-15,2021-10-22,1100,1000,100,0,200,104.4,103.77,5.19,20.75,0.42,20.0,46.36,PARTIALLY_FILLED,"触发跟踪止盈 (最高浮盈: 6.28%, 自高点回撤: 5.84%)",
