date,total_equity,cash,holdings_value,num_positions,benchmark_equity,benchmark_close,strategy_return,benchmark_return,excess_return,cum_strategy_return,cum_benchmark_return,nav_strategy,nav_benchmark,drawdown_pct
2021-09-29,1000000.0,150000.0,850000.0,8,1000000.0,4833.928,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-30,1002133.9518240328,150320.0927736049,851813.8590504279,8,1006714.0015325011,4866.383,0.0021339518240328648,0.0067140015325011,-0.0045800497084682356,0.21339518240328648,0.6714001532501124,1.0021339518240329,1.0067140015325011,0.0
2021-10-08,1005558.2345140867,150833.735177113,854724.4993369738,8,1019862.3148710533,4929.941,0.00341699099588553,0.0130606242870732,-0.00964363329118767,0.5558234514086768,1.9862314871053277,1.0055582345140868,1.0198623148710533,0.0
2021-10-11,1007554.1835659671,151133.12753489506,856421.056031072,8,1021155.4661136866,4936.192,0.001984916420922039,0.0012679664929051,0.0007169499280169393,0.7554183565967154,2.115546611368657,1.0075541835659672,1.0211554661136866,0.0
2021-10-12,1007011.6342297685,151051.74513446528,855959.8890953033,8,1010324.7297022218,4883.837,-0.0005384815477400578,-0.0106063540478164,0.010067872500076342,0.7011634229768582,1.0324729702221758,1.0070116342297686,1.0103247297022218,-0.05384815477400578
2021-10-13,1009867.5221931492,151480.12832897238,858387.3938641768,8,1021965.7802102142,4940.109,0.002836002948034491,0.0115220880631354,-0.008686085115100908,0.9867522193149236,2.1965780210214225,1.0098675221931492,1.0219657802102142,0.0
2021-10-14,1010866.5257604963,151629.97886407442,859236.5468964218,8,1016484.3166882092,4913.612,0.0009892421980038538,-0.005363646834513,0.006352889032516854,1.0866525760496293,1.6484316688209155,1.0108665257604963,1.0164843166882092,0.0
2021-10-15,1012951.0230220085,151942.65345330126,861008.3695687072,8,1020310.6045435517,4932.108,0.002062089512701939,0.0037642369808605,-0.0017021474681585607,1.2951023022008457,2.0310604543551714,1.0129510230220085,1.0203106045435517,0.0
2021-10-18,1012153.0311450904,151822.95467176355,860330.0764733268,8,1008450.0637990475,4874.775,-0.0007877892008415036,-0.0116244413139373,0.010836652113095797,1.2153031145090365,0.8450063799047447,1.0121530311450904,1.0084500637990474,-0.07877892008415036
2021-10-19,1015075.6195962023,152261.34293943032,862814.2766567719,8,1018369.1192752564,4922.723,0.0028874966148206707,0.0098359411460016,-0.00694844453118093,1.5075619596202294,1.8369119275256418,1.0150756195962023,1.0183691192752564,0.0
2021-10-20,1015688.5717614213,152353.2857642132,863335.2859972081,8,1015775.3694304099,4910.185,0.0006038487708558919,-0.0025469643528589,0.003150813123714792,1.5688571761421244,1.5775369430409913,1.0156885717614212,1.01577536943041,0.0
2021-10-21,1017258.7334985868,152588.81002478802,864669.9234737988,8,1019464.0880046211,4928.016,0.0015459086385529704,0.0036314314022789,-0.0020855227637259295,1.7258733498586754,1.9464088004621072,1.0172587334985868,1.019464088004621,0.0
2021-10-22,1019558.2976358131,152933.74464537197,866624.5529904411,8,1026023.7636969361,4959.725,0.002260549908790252,0.0064344352778076,-0.004173885369017348,1.9558297635813071,2.602376369693604,1.019558297635813,1.026023763696936,0.0
2021-10-25,1020604.7484665399,153090.71226998098,867514.0361965589,8,1030119.6045948559,4979.524,0.0010263766507058979,0.0039919551991289,-0.0029655785484230023,2.0604748466539924,3.0119604594855964,1.02060474846654,1.030119604594856,0.0
2021-10-26,1020580.8601329622,153087.12901994432,867493.7311130179,8,1026721.5399153653,4963.098,-2.3406057647277447e-05,-0.0032987088725752,0.003275302814927923,2.058086013296223,2.67215399153653,1.0205808601329622,1.0267215399153653,-0.0023406057647277446
2021-10-27,1019495.3917984178,152924.30876976266,866571.0830286551,8,1013288.5719439763,4898.164,-0.0010635789646330088,-0.0130833604333422,0.01201978146870919,1.949539179841775,1.3288571943976368,1.0194953917984177,1.0132885719439764,-0.10869601280897277
2021-10-28,1019203.9991158339,152880.59986737507,866323.3992484588,8,1006249.575914247,4864.138,-0.00028582049995321663,-0.0069466845128089,0.006660864012855683,1.9203999115833925,0.6249575914246908,1.019203999115834,1.006249575914247,-0.13724699525557046
2021-10-29,1021944.388061364,153291.6582092046,868652.7298521594,8,1015482.6468246949,4908.77,0.0026887541139038653,0.0091757265110488,-0.006486972397144934,2.1944388061363895,1.5482646824694912,1.021944388061364,1.015482646824695,0.0
2021-11-01,1022199.3065922268,153329.89598883403,868869.4106033928,8,1011741.3829912248,4890.685,0.0002494446212934193,-0.003684222320459,0.00393366694175242,2.2199306592226797,1.1741382991224736,1.0221993065922268,1.0117413829912247,0.0
2021-11-02,1021208.8772604347,153181.3315890652,868027.5456713694,8,1001224.2631665191,4839.846,-0.0009689199800907944,-0.0103950673576401,0.009426147377549307,2.1208877260434633,0.1224263166519135,1.0212088772604346,1.0012242631665191,-0.09689199800907944
2021-11-03,1022411.8325131382,153361.7748769707,869050.0576361674,8,997348.7399895088,4821.112,0.0011779717935185416,-0.0038707843183439,0.005048756111862441,2.2411832513138163,-0.26512600104912076,1.0224118325131382,0.9973487399895088,0.0
2021-11-04,1025031.7767882167,153754.7665182325,871277.0102699841,8,1007202.0104560939,4868.742,0.0025625136483784132,0.0098794634930694,-0.007316949844690986,2.5031776788216664,0.7202010456093921,1.0250317767882167,1.007202010456094,0.0
2021-11-05,1025419.9796385329,153812.99694577992,871606.9826927528,8,1001741.4409151326,4842.346,0.0003787227470474431,-0.0054215236707962,0.005800246417843643,2.541997963853282,0.17414409151326193,1.0254199796385328,1.0017414409151326,0.0
2021-11-08,1026221.1340618568,153933.17010927852,872287.9639525783,8,1002948.3269092974,4848.18,0.0007812939470970418,0.0012047879271743,-0.0004234939800772581,2.6221134061856777,0.2948326909297361,1.0262211340618568,1.0029483269092974,0.0
2021-11-09,1027151.9620113616,154072.79430170424,873079.1677096573,8,1002651.2600104936,4846.744,0.0009070442213760959,-0.0002961936231742,0.0012032378445502958,2.715196201136161,0.2651260010493539,1.0271519620113616,1.0026512600104935,0.0
2021-11-10,1027582.9453732015,154137.44180598023,873445.5035672212,8,997365.4965485638,4821.193,0.0004195906523859807,-0.0052717865849731,0.00569137723735908,2.7582945373201495,-0.2634503451436121,1.0275829453732015,0.9973654965485639,0.0
2021-11-11,1030783.9595049062,154617.5939257359,876166.3655791703,8,1013389.731911606,4898.653,0.0031150907536151725,0.016066562778134,-0.012951472024518828,3.07839595049062,1.3389731911606084,1.0307839595049062,1.013389731911606,0.0
