date,total_equity,cash,holdings_value,num_positions,benchmark_equity,benchmark_close,strategy_return,benchmark_return,excess_return,cum_strategy_return,cum_benchmark_return,nav_strategy,nav_benchmark,drawdown_pct
2021-09-29,1000000.0,1000000.0,0.0,0,1000000.0,4833.928,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-30,1009315.7343700001,413672.7343700001,595643.0,8,1006714.0015325011,4866.383,0.009315734370000106,0.006714001532501124,0.0026017328374989823,0.009315734370000106,0.006714001532501124,1.00931573437,1.0067140015325011,0.0
2021-10-08,998477.08076,230929.08076000004,767548.0,8,1019862.3148710531,4929.941,-0.010738615520311301,0.01306062428707322,-0.02379923980738452,-0.0015229192399999203,0.019862314871053055,0.9984770807600001,1.019862314871053,-1.0739
2021-10-11,998081.3175700001,380262.3175700001,617819.0,6,1021155.4661136863,4936.192,-0.0003963668246633745,0.0012679664929051704,-0.0016643333175685449,-0.0019186824299999294,0.02115546611368635,0.9980813175700001,1.0211554661136863,-1.1131
2021-10-12,986582.99193,353122.9919300001,633460.0,6,1010324.7297022216,4883.837,-0.011520429686024625,-0.010606354047816402,-0.0009140756382082227,-0.013417008070000014,0.010324729702221536,0.98658299193,1.0103247297022215,-2.2523
2021-10-13,988681.9590500001,330772.95905000006,657909.0,6,1021965.7802102142,4940.109,0.002127511965206219,0.011522088063135483,-0.009394576097929264,-0.011318040949999886,0.021965780210214225,0.9886819590500001,1.0219657802102142,-2.0443
2021-10-14,982149.9590500001,330772.95905000006,651377.0,6,1016484.316688209,4913.612,-0.00660677575858315,-0.0053636468345130695,-0.0012431289240700805,-0.01785004094999998,0.016484316688208933,0.98214995905,1.016484316688209,-2.6915
2021-10-15,967981.9590500001,330772.95905000006,637209.0,6,1020310.6045435515,4932.108,-0.014425495688768608,0.0037642369808605913,-0.0181897326696292,-0.03201804094999994,0.02031060454355149,0.9679819590500001,1.0203106045435515,-4.0952
2021-10-18,961091.71218,437917.71218000003,523174.0,5,1008450.063799047,4874.775,-0.007118156289567912,-0.011624441313937361,0.00450628502436945,-0.03890828782,0.008450063799047003,0.96109171218,1.008450063799047,-4.7779
2021-10-19,964365.71218,437917.71218000003,526448.0,5,1018369.119275256,4922.723,0.00340654274561758,0.009835941146001614,-0.006429398400384034,-0.03563428782,0.018369119275255974,0.96436571218,1.018369119275256,-4.4535
2021-10-20,961307.71218,437917.71218000003,523390.0,5,1015775.3694304095,4910.185,-0.0031709961909441864,-0.002546964352858949,-0.0006240318380852372,-0.038692287820000004,0.01577536943040947,0.96130771218,1.0157753694304095,-4.7565
2021-10-21,958009.88605,367756.88605,590253.0,11,1019464.0880046206,4928.016,-0.0034305624392854117,0.0036314314022789507,-0.007061993841564362,-0.041990113950000074,0.019464088004620628,0.9580098860499999,1.0194640880046206,-5.0832
2021-10-22,955706.8867599999,462573.88675999996,493133.0,9,1026023.7636969356,4959.725,-0.0024039410485581225,0.006434435277807626,-0.008838376326365749,-0.04429311324000007,0.026023763696935598,0.9557068867599999,1.0260237636969356,-5.3114
2021-10-25,953074.4740599999,466181.47406,486893.0,8,1030119.6045948556,4979.524,-0.0027544142837814256,0.0039919551991289826,-0.006746369482910408,-0.0469255259400001,0.03011960459485552,0.9530744740599999,1.0301196045948555,-5.5722
2021-10-26,950985.5348,504268.53479999996,446717.0,7,1026721.5399153648,4963.098,-0.0021917901663037753,-0.003298708872575218,0.0011069187062714425,-0.04901446519999997,0.026721539915364856,0.9509855348,1.0267215399153649,-5.7792
