order_id,parent_order_id,symbol,side,signal_date,execution_date,requested_shares,cumulative_filled_shares,remaining_shares,cancelled_shares,filled_shares,signal_price,execution_price,commission,stamp_tax,transfer_fee,slippage,total_cost,status,reason,reject_reason
ORD_000001,,601186.SH,BUY,2021-09-29,2021-09-30,15000,15000,0,0,15000,7.88,7.91,29.66,0.0,2.37,150.0,182.03,FILLED,Top-K目标建仓/加仓,
ORD_000002,,601088.SH,BUY,2021-09-29,2021-09-30,5300,5300,0,0,5300,22.17,22.24,29.47,0.0,2.36,106.0,137.83,FILLED,Top-K目标建仓/加仓,
ORD_000003,,688111.SH,BUY,2021-09-29,2021-09-30,400,400,0,0,400,269.77,268.09,26.81,0.0,2.14,108.0,136.95,FILLED,Top-K目标建仓/加仓,
ORD_000004,,002648.SZ,BUY,2021-09-29,2021-09-30,3200,3200,0,0,3200,36.7,38.29,30.63,0.0,2.45,128.0,161.08,FILLED,Top-K目标建仓/加仓,
ORD_000005_P2400,ORD_000005,002938.SZ,BUY,2021-09-29,2021-09-30,3600,2400,1200,0,2400,32.65,32.87,19.72,0.0,1.58,72.0,93.3,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000006,,000858.SZ,BUY,2021-09-29,2021-09-30,500,500,0,0,500,218.68,217.22,27.15,0.0,2.17,110.0,139.32,FILLED,Top-K目标建仓/加仓,
ORD_000007,,600660.SH,BUY,2021-09-29,2021-09-30,2800,2800,0,0,2800,41.83,41.87,29.31,0.0,2.34,112.0,143.65,FILLED,Top-K目标建仓/加仓,
ORD_000008,,000002.SZ,BUY,2021-09-29,2021-09-30,5600,5600,0,0,5600,21.17,21.47,30.06,0.0,2.4,112.0,144.46,FILLED,Top-K目标建仓/加仓,
ORD_000005,,002938.SZ,BUY,2021-09-29,2021-10-08,3600,3600,0,0,1200,32.65,33.48,10.04,0.0,0.8,36.0,46.84,FILLED,Top-K目标建仓/加仓,
ORD_000009,,002648.SZ,SELL,2021-10-08,2021-10-11,3200,3200,0,0,3200,38.29,38.53,30.82,123.3,2.47,128.0,284.59,FILLED,"触发跟踪止盈 (最高浮盈: 5.77%, 自高点回撤: 5.46%)",
ORD_000010,,688111.SH,SELL,2021-10-11,2021-10-12,400,400,0,0,400,264.0,261.95,26.2,104.78,2.1,104.0,237.08,FILLED,"触发跟踪止盈 (最高浮盈: 8.13%, 自高点回撤: 8.93%)",
ORD_000011,,601088.SH,SELL,2021-10-12,2021-10-13,5300,5300,0,0,5300,22.24,22.26,29.49,117.98,2.36,106.0,255.83,FILLED,"触发跟踪止盈 (最高浮盈: 5.71%, 自高点回撤: 5.40%)",
ORD_000012,,000002.SZ,SELL,2021-10-14,2021-10-15,5600,5600,0,0,5600,21.3,21.23,29.72,118.89,2.38,112.0,262.99,FILLED,"触发跟踪止盈 (最高浮盈: 6.43%, 自高点回撤: 6.78%)",
ORD_000013,,000858.SZ,SELL,2021-10-18,2021-10-19,500,500,0,0,500,215.32,212.79,26.6,106.39,2.13,105.0,240.12,FILLED,"触发跟踪止盈 (最高浮盈: 12.64%, 自高点回撤: 12.00%)",
ORD_000014,,002938.SZ,SELL,2021-10-28,2021-10-29,3600,3600,0,0,3600,33.46,33.44,30.1,120.38,2.41,108.0,260.89,FILLED,"触发跟踪止盈 (最高浮盈: 9.39%, 自高点回撤: 7.52%)",
ORD_000015,,600660.SH,SELL,2021-10-28,2021-10-29,2800,2800,0,0,2800,50.0,49.05,34.34,137.34,2.75,140.0,314.43,FILLED,"触发跟踪止盈 (最高浮盈: 25.94%, 自高点回撤: 5.18%)",
ORD_000016,,601186.SH,SELL,2021-11-02,2021-11-03,15000,15000,0,0,15000,7.27,7.24,27.15,108.6,2.17,150.0,287.92,FILLED,触发个股硬止损 (浮亏: -8.09% <= -8.0%),
