date,total_equity,cash,holdings_value,num_positions,benchmark_equity,benchmark_close,strategy_return,benchmark_return,excess_return,cum_strategy_return,cum_benchmark_return,nav_strategy,nav_benchmark,drawdown_pct
2021-09-29,1000000.0,150000.0,850000.0,8,1000000.0,4833.928,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-30,996481.84011,149472.2760165,847009.5640935,8,1006714.0015325011,4866.383,-0.00351815989,0.0067140015325011,-0.0102321614225011,-0.3518159890000039,0.6714001532501124,0.99648184011,1.0067140015325011,-0.3518159890000039
2021-10-08,1009087.25471,151363.0882065,857724.1665035,8,1019862.3148710533,4929.941,0.0126499190377704,0.0130606242870732,-0.0004107052493027997,0.9087254710000048,1.9862314871053277,1.00908725471,1.0198623148710533,0.0
2021-10-11,1023224.2547100001,153483.6382065,869740.6165035,8,1021155.4661136866,4936.192,0.0140096903751527,0.0012679664929051,0.012741723882247601,2.3224254710000114,2.115546611368657,1.0232242547100001,1.0211554661136866,0.0
2021-10-12,1022124.25471,153318.6382065,868805.6165035,8,1010324.7297022218,4883.837,-0.0010750331561596,-0.0106063540478164,0.0095313208916568,2.2124254710000013,1.0324729702221758,1.02212425471,1.0103247297022218,-0.10750331561597516
2021-10-13,1023530.25471,153529.5382065,870000.7165035,8,1021965.7802102142,4940.109,0.0013755666138643,0.0115220880631354,-0.0101465214492711,2.353025471000003,2.1965780210214225,1.02353025471,1.0219657802102142,0.0
2021-10-14,1016776.2547100001,152516.43820650002,864259.8165035001,8,1016484.3166882092,4913.612,-0.0065987301976858,-0.005363646834513,-0.0012350833631727997,1.6776254710000105,1.6484316688209155,1.01677625471,1.0164843166882092,-0.6598730197685811
2021-10-15,1024786.2547100001,153717.93820650002,871068.3165035001,8,1020310.6045435517,4932.108,0.0078778393603267,0.0037642369808605,0.004113602379466201,2.4786254710000177,2.0310604543551714,1.0247862547100002,1.0203106045435517,0.0
2021-10-18,1017402.2547100001,152610.33820650002,864791.9165035001,8,1008450.0637990475,4874.775,-0.0072054049964688,-0.0116244413139373,0.004419036317468501,1.740225471000012,0.8450063799047447,1.0174022547100001,1.0084500637990474,-0.7205404996468873
2021-10-19,1021483.2547100001,153222.4882065,868260.7665035,8,1018369.1192752564,4922.723,0.0040111961430273,0.0098359411460016,-0.005824745002974301,2.148325471000012,1.8369119275256418,1.0214832547100001,1.0183691192752564,-0.32231111461723866
2021-10-20,1016617.2547100004,152492.58820650005,864124.6665035003,8,1015775.3694304099,4910.185,-0.0047636610561779,-0.0025469643528589,-0.0022166967033189996,1.6617254710000307,1.5775369430409913,1.0166172547100003,1.01577536943041,-0.7971418393303471
2021-10-21,1029179.2547100002,154376.88820650004,874802.3665035001,8,1019464.0880046211,4928.016,0.0123566661315259,0.0036314314022789,0.008725234729247,2.917925471000027,1.9464088004621072,1.0291792547100003,1.019464088004621,0.0
2021-10-22,1030752.2547100004,154612.83820650005,876139.4165035003,8,1026023.7636969361,4959.725,0.0015284023582882,0.0064344352778076,-0.0049060329195194,3.0752254710000315,2.602376369693604,1.0307522547100003,1.026023763696936,0.0
2021-10-25,1030748.2547100005,154612.23820650007,876136.0165035004,8,1030119.6045948559,4979.524,-3.880660926713908e-06,0.0039919551991289,-0.003995835860055614,3.074825471000042,3.0119604594855964,1.0307482547100004,1.030119604594856,-0.0003880660926633984
2021-10-26,1029649.2547100005,154447.38820650007,875201.8665035004,8,1026721.5399153653,4963.098,-0.0010662157272429,-0.0032987088725752,0.0022324931453323003,2.964925471000046,2.67215399153653,1.0296492547100005,1.0267215399153653,-0.10700922505478103
2021-10-27,1026348.2547100005,153952.23820650007,872396.0165035004,8,1013288.5719439763,4898.164,-0.0032059460878546,-0.0130833604333422,0.0098774143454876,2.6348254710000463,1.3288571943976368,1.0263482547100005,1.0132885719439764,-0.4272607680338189
2021-10-28,1022263.2547100006,153339.48820650007,868923.7665035005,8,1006249.575914247,4864.138,-0.0039801305076065,-0.0069466845128089,0.0029665540052024,2.226325471000057,0.6249575914246908,1.0222632547100006,1.006249575914247,-0.8235732651769077
2021-10-29,1018179.2547100008,152726.88820650012,865452.3665035007,8,1015482.6468246949,4908.77,-0.0039950570278088,0.0091757265110488,-0.0131707835388576,1.8179254710000814,1.5482646824694912,1.0181792547100008,1.015482646824695,-1.2197887457968146
2021-11-01,1007881.2326200008,151182.1848930001,856699.0477270007,8,1011741.3829912248,4890.685,-0.0101141543027539,-0.003684222320459,-0.0064299319822949,0.7881232620000844,1.1741382991224736,1.0078812326200008,1.0117413829912247,-2.2188670444804584
2021-11-02,1002211.2326200007,150331.6848930001,851879.5477270006,8,1001224.2631665191,4839.846,-0.0056256628424965,-0.0103950673576401,0.004769404515143601,0.22112326200007804,0.1224263166519135,1.0022112326200008,1.0012242631665191,-2.7689507308455497
2021-11-03,1001896.232620001,150284.43489300014,851611.7977270008,8,997348.7399895088,4821.112,-0.0003143049985345,-0.0038707843183439,0.0035564793198094,0.18962326200009372,-0.26512600104912076,1.001896232620001,0.9973487399895088,-2.7995109356435948
2021-11-04,997492.6935000011,149623.90402500017,847868.7894750009,8,1007202.0104560939,4868.742,-0.0043952047893068,0.0098794634930694,-0.0142746682823762,-0.25073064999988626,0.7202010456093921,0.9974926935000011,1.007202010456094,-3.2267269907022103
2021-11-05,994526.6935000011,149179.00402500015,845347.689475001,8,1001741.4409151326,4842.346,-0.0029734553639615,-0.0054215236707962,0.0024480683068347,-0.5473306499998887,0.17414409151326193,0.9945266935000011,1.0017414409151326,-3.514477998419822
2021-11-08,989714.6935000013,148457.2040250002,841257.4894750011,8,1002948.3269092974,4848.18,-0.0048384824977047,0.0012047879271743,-0.006043270424879,-1.0285306499998703,0.2948326909297361,0.9897146935000013,1.0029483269092974,-3.981321507906363
2021-11-09,993122.6935000012,148968.40402500017,844154.289475001,8,1002651.2600104936,4846.744,0.0034434165950876,-0.0002961936231742,0.0037396102182618,-0.6877306499998737,0.2651260010493539,0.9931226935000013,1.0026512600104935,-3.650689196948304
2021-11-10,989064.6935000013,148359.7040250002,840704.9894750011,8,997365.4965485638,4821.193,-0.0040861013715219,-0.0052717865849731,0.0011856852134512,-1.0935306499998632,-0.2634503451436121,0.9890646935000014,0.9973654965485639,-4.044382247965846
