date,total_equity,cash,holdings_value,num_positions,benchmark_equity,benchmark_close,strategy_return,benchmark_return,excess_return,cum_strategy_return,cum_benchmark_return,nav_strategy,nav_benchmark,drawdown_pct
2021-09-29,1000000.0,1000000.0,0.0,0,1000000.0,4833.928,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-30,996481.84011,584480.84011,412001.0,2,1006714.0015325011,4866.383,-0.003518159890000039,0.006714001532501124,-0.010232161422501163,-0.003518159890000039,0.006714001532501124,0.99648184011,1.0067140015325011,-0.3518
2021-10-08,1009087.25471,430419.25471,578668.0,2,1019862.3148710531,4929.941,0.012649919037770463,0.01306062428707322,-0.0004107052493027563,0.009087254710000048,0.019862314871053055,1.00908725471,1.019862314871053,0.0
2021-10-11,1023224.25471,430419.25471,592805.0,2,1021155.4661136863,4936.192,0.014009690375152761,0.0012679664929051704,0.012741723882247591,0.023224254710000114,0.02115546611368635,1.0232242547100001,1.0211554661136863,0.0
2021-10-12,1022124.25471,430419.25471,591705.0,2,1010324.7297022216,4883.837,-0.0010750331561596438,-0.010606354047816402,0.009531320891656758,0.022124254710000013,0.010324729702221536,1.02212425471,1.0103247297022215,-0.1075
2021-10-13,1023530.25471,430419.25471,593111.0,2,1021965.7802102142,4940.109,0.0013755666138643985,0.011522088063135483,-0.010146521449271084,0.02353025471000003,0.021965780210214225,1.02353025471,1.0219657802102142,0.0
2021-10-14,1016776.25471,430419.25471,586357.0,2,1016484.316688209,4913.612,-0.006598730197685865,-0.0053636468345130695,-0.0012350833631727953,0.016776254710000105,0.016484316688208933,1.01677625471,1.016484316688209,-0.6599
2021-10-15,1024786.25471,430419.25471,594367.0,2,1020310.6045435515,4932.108,0.00787783936032671,0.0037642369808605913,0.004113602379466119,0.024786254709999955,0.02031060454355149,1.02478625471,1.0203106045435515,0.0
2021-10-18,1017402.25471,430419.25471,586983.0,2,1008450.063799047,4874.775,-0.007205404996468823,-0.011624441313937361,0.004419036317468539,0.017402254709999898,0.008450063799047003,1.01740225471,1.008450063799047,-0.7205
2021-10-19,1021483.25471,430419.25471,591064.0,2,1018369.119275256,4922.723,0.004011196143027362,0.009835941146001614,-0.005824745002974252,0.0214832547099999,0.018369119275255974,1.02148325471,1.018369119275256,-0.3223
2021-10-20,1016617.25471,430419.25471,586198.0,2,1015775.3694304095,4910.185,-0.004763661056177981,-0.002546964352858949,-0.002216696703319032,0.016617254710000084,0.01577536943040947,1.01661725471,1.0157753694304095,-0.7971
2021-10-21,1029179.25471,430419.25471,598760.0,2,1019464.0880046206,4928.016,0.012356666131525973,0.0036314314022789507,0.008725234729247022,0.029179254710000047,0.019464088004620628,1.02917925471,1.0194640880046206,0.0
