order_id,parent_order_id,symbol,side,signal_date,execution_date,requested_shares,cumulative_filled_shares,remaining_shares,cancelled_shares,filled_shares,signal_price,execution_price,commission,stamp_tax,transfer_fee,slippage,total_cost,status,reason,reject_reason
ORD_000018_P3700,ORD_000018,688009.SH,BUY,2021-10-20,2021-10-21,8900,3700,5200,0,3700,5.12,5.13,5.0,0.0,0.38,37.0,42.38,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000019_P2500,ORD_000019,302132.SZ,BUY,2021-10-20,2021-10-21,2900,2500,400,0,2500,15.58,15.52,9.7,0.0,0.78,50.0,60.48,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000021,,300803.SZ,BUY,2021-10-20,2021-10-21,1300,1300,0,0,1300,34.09,34.02,11.06,0.0,0.88,39.0,50.94,FILLED,Top-K目标建仓/加仓,
ORD_000012_P1500,ORD_000012,300832.SZ,SELL,2021-10-20,2021-10-22,1900,1500,400,0,900,47.89,46.71,10.51,42.04,0.84,45.0,98.39,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000013,,300308.SZ,SELL,2021-10-20,2021-10-22,3400,3400,0,0,1600,33.53,33.24,13.3,53.18,1.06,48.0,115.54,FILLED,调仓剔除(掉出Top-K),
ORD_000014,,600415.SH,SELL,2021-10-20,2021-10-22,25300,25300,0,0,17400,4.49,4.52,19.66,78.65,1.57,0.0,99.88,FILLED,调仓剔除(掉出Top-K),
ORD_000015_P3500,ORD_000015,001965.SZ,BUY,2021-10-20,2021-10-22,6300,3500,2800,0,1400,7.22,7.31,5.0,0.0,0.2,14.0,19.2,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000017,,000708.SZ,BUY,2021-10-20,2021-10-22,5400,5400,0,0,1700,21.02,21.0,8.93,0.0,0.71,34.0,43.64,FILLED,Top-K目标建仓/加仓,
ORD_000018,,688009.SH,BUY,2021-10-20,2021-10-22,8900,8900,0,0,5200,5.12,5.14,6.68,0.0,0.53,52.0,59.21,FILLED,Top-K目标建仓/加仓,
ORD_000019,,302132.SZ,BUY,2021-10-20,2021-10-22,2900,2900,0,0,400,15.58,15.36,5.0,0.0,0.12,8.0,13.12,FILLED,Top-K目标建仓/加仓,
ORD_000012,,300832.SZ,SELL,2021-10-20,2021-10-25,1900,1900,0,0,400,47.89,46.84,5.0,18.74,0.37,20.0,44.11,FILLED,调仓剔除(掉出Top-K),
ORD_000015_P5600,ORD_000015,001965.SZ,BUY,2021-10-20,2021-10-25,6300,5600,700,0,2100,7.22,7.19,5.0,0.0,0.3,21.0,26.3,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000022,,002916.SZ,SELL,2021-10-25,2021-10-26,500,500,0,0,500,86.53,86.36,10.79,43.18,0.86,45.0,99.83,FILLED,触发个股硬止损 (浮亏: -9.02% <= -8.0%),
ORD_000015,,001965.SZ,BUY,2021-10-20,2021-10-26,6300,6300,0,0,700,7.22,7.19,5.0,0.0,0.1,7.0,12.1,FILLED,Top-K目标建仓/加仓,
ORD_000023,,302132.SZ,SELL,2021-10-27,2021-10-28,2900,2900,0,0,2900,14.22,14.16,10.27,41.06,0.82,29.0,81.15,FILLED,触发个股硬止损 (浮亏: -8.25% <= -8.0%),
ORD_000024_P3200,ORD_000024,000708.SZ,SELL,2021-10-28,2021-10-29,5400,3200,2200,0,3200,19.05,19.03,15.22,60.9,1.22,64.0,141.34,PARTIALLY_FILLED,触发个股硬止损 (浮亏: -9.64% <= -8.0%),
ORD_000024_P5100,ORD_000024,000708.SZ,SELL,2021-10-28,2021-11-01,5400,5100,300,0,1900,19.05,19.08,9.06,36.25,0.73,38.0,84.04,PARTIALLY_FILLED,触发个股硬止损 (浮亏: -9.64% <= -8.0%),
ORD_000024,,000708.SZ,SELL,2021-10-28,2021-11-02,5400,5400,0,0,300,19.05,19.56,5.0,5.87,0.12,6.0,16.99,FILLED,触发个股硬止损 (浮亏: -9.64% <= -8.0%),
ORD_000025_P2100,ORD_000025,001965.SZ,SELL,2021-11-03,2021-11-04,6300,2100,4200,0,2100,6.8,6.8,5.0,14.28,0.29,21.0,40.57,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000026_P1000,ORD_000026,300803.SZ,SELL,2021-11-03,2021-11-04,1300,1000,300,0,1000,32.15,32.37,8.09,32.37,0.65,30.0,71.11,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000027_P2700,ORD_000027,601698.SH,SELL,2021-11-03,2021-11-04,3100,2700,400,0,2700,14.05,14.03,9.47,37.88,0.76,27.0,75.11,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000028_P2800,ORD_000028,601018.SH,SELL,2021-11-03,2021-11-04,30000,2800,27200,0,2800,3.71,3.72,5.0,10.42,0.21,0.0,15.63,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000029_P4500,ORD_000029,688009.SH,BUY,2021-11-03,2021-11-04,4600,4500,100,0,4500,4.89,4.9,5.51,0.0,0.44,0.0,5.95,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000030_P2000,ORD_000030,000708.SZ,BUY,2021-11-03,2021-11-04,5800,2000,3800,0,2000,18.78,18.69,9.35,0.0,0.75,40.0,50.1,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000031,,000002.SZ,BUY,2021-11-03,2021-11-04,6100,6100,0,0,6100,18.05,18.03,27.5,0.0,2.2,122.0,151.7,FILLED,Top-K目标建仓/加仓,
ORD_000032,,688396.SH,BUY,2021-11-03,2021-11-04,1000,1000,0,0,1000,64.92,64.98,16.25,0.0,1.3,60.0,77.55,FILLED,Top-K目标建仓/加仓,
ORD_000033,,000157.SZ,BUY,2021-11-03,2021-11-04,15700,15700,0,0,15700,7.0,7.04,27.63,0.0,2.21,157.0,186.84,FILLED,Top-K目标建仓/加仓,
ORD_000034,,603260.SH,BUY,2021-11-03,2021-11-04,400,400,0,0,400,164.83,163.76,16.38,0.0,1.31,64.0,81.69,FILLED,Top-K目标建仓/加仓,
ORD_000035,,603392.SH,BUY,2021-11-03,2021-11-04,300,300,0,0,300,219.5,221.84,16.64,0.0,1.33,66.0,83.97,FILLED,Top-K目标建仓/加仓,
ORD_000036,,000063.SZ,BUY,2021-11-03,2021-11-04,3500,3500,0,0,3500,31.08,31.23,27.33,0.0,2.19,105.0,134.52,FILLED,Top-K目标建仓/加仓,
ORD_000025_P4600,ORD_000025,001965.SZ,SELL,2021-11-03,2021-11-05,6300,4600,1700,0,2500,6.8,6.74,5.0,16.85,0.34,25.0,47.19,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000026,,300803.SZ,SELL,2021-11-03,2021-11-05,1300,1300,0,0,300,32.15,32.04,5.0,9.61,0.19,9.0,23.8,FILLED,调仓剔除(掉出Top-K),
ORD_000027,,601698.SH,SELL,2021-11-03,2021-11-05,3100,3100,0,0,400,14.05,14.14,5.0,5.66,0.11,4.0,14.77,FILLED,调仓剔除(掉出Top-K),
ORD_000028_P6200,ORD_000028,601018.SH,SELL,2021-11-03,2021-11-05,30000,6200,23800,0,3400,3.71,3.73,5.0,12.68,0.25,0.0,17.93,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000029,,688009.SH,BUY,2021-11-03,2021-11-05,4600,4600,0,0,100,4.89,4.9,5.0,0.0,0.01,0.0,5.01,FILLED,Top-K目标建仓/加仓,
ORD_000030,,000708.SZ,BUY,2021-11-03,2021-11-05,5800,5800,0,0,3800,18.78,18.95,18.0,0.0,1.44,76.0,95.44,FILLED,Top-K目标建仓/加仓,
ORD_000025,,001965.SZ,SELL,2021-11-03,2021-11-08,6300,6300,0,0,1700,6.8,6.7,5.0,11.39,0.23,17.0,33.62,FILLED,调仓剔除(掉出Top-K),
ORD_000028_P8700,ORD_000028,601018.SH,SELL,2021-11-03,2021-11-08,30000,8700,21300,0,2500,3.71,3.71,5.0,9.28,0.19,0.0,14.47,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000037,,603392.SH,SELL,2021-11-05,2021-11-08,300,300,0,0,300,222.0,221.16,16.59,66.35,1.33,66.0,150.27,FILLED,"触发跟踪止盈 (最高浮盈: 5.39%, 自高点回撤: 5.05%)",
ORD_000028_P11500,ORD_000028,601018.SH,SELL,2021-11-03,2021-11-09,30000,11500,18500,0,2800,3.71,3.71,5.0,10.39,0.21,0.0,15.6,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000028_P15700,ORD_000028,601018.SH,SELL,2021-11-03,2021-11-10,30000,15700,14300,0,4200,3.71,3.71,5.0,15.58,0.31,0.0,20.89,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000028_P19800,ORD_000028,601018.SH,SELL,2021-11-03,2021-11-11,30000,19800,10200,0,4100,3.71,3.69,5.0,15.13,0.3,0.0,20.43,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000028_P22200,ORD_000028,601018.SH,SELL,2021-11-03,2021-11-12,30000,22200,7800,0,2400,3.71,3.73,5.0,8.95,0.18,0.0,14.13,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000028_P25100,ORD_000028,601018.SH,SELL,2021-11-03,2021-11-15,30000,25100,4900,0,2900,3.71,3.72,5.0,10.79,0.22,0.0,16.01,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000038,,000002.SZ,SELL,2021-11-12,2021-11-15,6100,6100,0,0,6100,19.76,19.54,29.8,119.19,2.38,122.0,273.37,FILLED,"触发跟踪止盈 (最高浮盈: 15.59%, 自高点回撤: 5.18%)",
ORD_000039,,688396.SH,SELL,2021-11-12,2021-11-15,1000,1000,0,0,1000,65.41,65.34,16.34,65.34,1.31,70.0,152.99,FILLED,"触发跟踪止盈 (最高浮盈: 8.62%, 自高点回撤: 7.33%)",
ORD_000028_P29900,ORD_000028,601018.SH,SELL,2021-11-03,2021-11-16,30000,29900,100,0,4800,3.71,3.75,5.0,18.0,0.36,0.0,23.36,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000040,,603260.SH,SELL,2021-11-15,2021-11-16,400,400,0,0,400,153.9,154.92,15.49,61.97,1.24,64.0,142.7,FILLED,"触发跟踪止盈 (最高浮盈: 6.52%, 自高点回撤: 11.77%)",
ORD_000028,,601018.SH,SELL,2021-11-03,2021-11-17,30000,30000,0,0,100,3.71,3.77,5.0,0.38,0.01,0.0,5.39,FILLED,调仓剔除(掉出Top-K),
ORD_000041,,000063.SZ,SELL,2021-11-17,2021-11-18,3500,3500,0,0,3500,32.08,31.85,27.87,111.48,2.23,105.0,246.58,FILLED,调仓剔除(掉出Top-K),
ORD_000045,,000708.SZ,SELL,2021-11-17,2021-11-18,1000,1000,0,0,1000,20.47,20.14,5.04,20.14,0.4,20.0,45.58,FILLED,Top-K目标再平衡减仓,
ORD_000050,,000157.SZ,SELL,2021-11-17,2021-11-18,1300,1300,0,0,1300,6.9,6.9,5.0,8.97,0.18,13.0,27.15,FILLED,Top-K目标再平衡减仓,
ORD_000042_P1900,ORD_000042,300803.SZ,BUY,2021-11-17,2021-11-18,2800,1900,900,0,1900,34.88,34.95,16.6,0.0,1.33,57.0,74.93,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000043_P10100,ORD_000043,600023.SH,BUY,2021-11-17,2021-11-18,26900,10100,16800,0,10100,3.71,3.71,9.37,0.0,0.75,0.0,10.12,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000044_P3200,ORD_000044,600482.SH,BUY,2021-11-17,2021-11-18,5500,3200,2300,0,3200,18.07,18.1,14.48,0.0,1.16,64.0,79.64,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000046_P4100,ORD_000046,688009.SH,BUY,2021-11-17,2021-11-18,6600,4100,2500,0,4100,4.97,4.97,5.09,0.0,0.41,0.0,5.5,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000047_P5100,ORD_000047,600674.SH,BUY,2021-11-17,2021-11-18,8700,5100,3600,0,5100,11.47,11.48,14.64,0.0,1.17,51.0,66.81,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000048,,000002.SZ,BUY,2021-11-17,2021-11-18,5100,5100,0,0,5100,19.46,19.37,24.7,0.0,1.98,102.0,128.68,FILLED,Top-K目标建仓/加仓,
ORD_000049,,002028.SZ,BUY,2021-11-17,2021-11-18,2000,2000,0,0,2000,48.94,48.99,24.5,0.0,1.96,100.0,126.46,FILLED,Top-K目标建仓/加仓,
ORD_000042,,300803.SZ,BUY,2021-11-17,2021-11-19,2800,2800,0,0,900,34.88,33.81,7.61,0.0,0.61,27.0,35.22,FILLED,Top-K目标建仓/加仓,
ORD_000043_P19600,ORD_000043,600023.SH,BUY,2021-11-17,2021-11-19,26900,19600,7300,0,9500,3.71,3.71,8.81,0.0,0.7,0.0,9.51,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000044,,600482.SH,BUY,2021-11-17,2021-11-19,5500,5500,0,0,2300,18.07,18.27,10.51,0.0,0.84,46.0,57.35,FILLED,Top-K目标建仓/加仓,
ORD_000046,,688009.SH,BUY,2021-11-17,2021-11-19,6600,6600,0,0,2500,4.97,4.93,5.0,0.0,0.25,0.0,5.25,FILLED,Top-K目标建仓/加仓,
ORD_000047,,600674.SH,BUY,2021-11-17,2021-11-19,8700,8700,0,0,3600,11.47,11.44,10.3,0.0,0.82,36.0,47.12,FILLED,Top-K目标建仓/加仓,
ORD_000043,,600023.SH,BUY,2021-11-17,2021-11-22,26900,26900,0,0,7300,3.71,3.7,6.75,0.0,0.54,0.0,7.29,FILLED,Top-K目标建仓/加仓,
ORD_000051,,000708.SZ,SELL,2021-11-23,2021-11-24,4800,4800,0,0,4800,20.85,20.96,25.15,100.61,2.01,96.0,223.77,FILLED,"触发跟踪止盈 (最高浮盈: 16.96%, 自高点回撤: 5.66%)",
ORD_000052,,002028.SZ,SELL,2021-11-24,2021-11-25,2000,2000,0,0,2000,49.4,49.75,24.88,99.5,1.99,100.0,226.37,FILLED,"触发跟踪止盈 (最高浮盈: 7.88%, 自高点回撤: 6.53%)",
ORD_000053_P2300,ORD_000053,300803.SZ,SELL,2021-11-29,2021-11-30,2800,2300,500,0,2300,35.5,35.52,20.42,81.7,1.63,92.0,195.75,PARTIALLY_FILLED,"触发跟踪止盈 (最高浮盈: 8.43%, 自高点回撤: 5.33%)",
ORD_000053,,300803.SZ,SELL,2021-11-29,2021-12-01,2800,2800,0,0,500,35.5,34.97,5.0,17.48,0.35,15.0,37.83,FILLED,"触发跟踪止盈 (最高浮盈: 8.43%, 自高点回撤: 5.33%)",
ORD_000054_P11500,ORD_000054,600023.SH,SELL,2021-12-01,2021-12-02,26900,11500,15400,0,11500,3.76,3.75,10.78,43.12,0.86,0.0,54.76,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000055,,000157.SZ,SELL,2021-12-01,2021-12-02,14400,14400,0,0,14400,7.09,7.07,25.45,101.81,2.04,144.0,273.3,FILLED,调仓剔除(掉出Top-K),
ORD_000056_P5900,ORD_000056,688009.SH,SELL,2021-12-01,2021-12-02,20100,5900,14200,0,5900,4.91,4.91,7.24,28.97,0.58,0.0,36.79,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000057_P4900,ORD_000057,600482.SH,SELL,2021-12-01,2021-12-02,5500,4900,600,0,4900,17.82,17.8,21.8,87.22,1.74,98.0,208.76,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000058_P4800,ORD_000058,600674.SH,SELL,2021-12-01,2021-12-02,8700,4800,3900,0,4800,11.83,11.8,14.16,56.64,1.13,48.0,119.93,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000059,,000002.SZ,SELL,2021-12-01,2021-12-02,5100,5100,0,0,5100,18.47,18.38,23.43,93.74,1.87,102.0,221.04,FILLED,调仓剔除(掉出Top-K),
ORD_000060,,688981.SH,BUY,2021-12-01,2021-12-02,900,900,0,0,900,54.5,54.5,12.26,0.0,0.98,45.0,58.24,FILLED,Top-K目标建仓/加仓,
ORD_000061,,688396.SH,BUY,2021-12-01,2021-12-02,700,700,0,0,700,71.68,71.46,12.51,0.0,1.0,49.0,62.51,FILLED,Top-K目标建仓/加仓,
ORD_000062,,688256.SH,BUY,2021-12-01,2021-12-02,500,500,0,0,500,94.8,94.55,11.82,0.0,0.95,45.0,57.77,FILLED,Top-K目标建仓/加仓,
ORD_000063,,603369.SH,BUY,2021-12-01,2021-12-02,2000,2000,0,0,2000,56.46,56.49,28.25,0.0,2.26,120.0,150.51,FILLED,Top-K目标建仓/加仓,
ORD_000064,,603260.SH,BUY,2021-12-01,2021-12-02,300,300,0,0,300,144.6,142.59,10.69,0.0,0.86,42.0,53.55,FILLED,Top-K目标建仓/加仓,
ORD_000065,,603019.SH,BUY,2021-12-01,2021-12-02,4000,4000,0,0,4000,27.96,27.95,27.95,0.0,2.24,120.0,150.19,FILLED,Top-K目标建仓/加仓,
ORD_000066,,601985.SH,BUY,2021-12-01,2021-12-02,7600,7600,0,0,7600,7.1,7.08,13.45,0.0,1.08,76.0,90.53,FILLED,Top-K目标建仓/加仓,
ORD_000067,,000963.SZ,BUY,2021-12-01,2021-12-02,3200,3200,0,0,3200,34.57,34.48,27.58,0.0,2.21,96.0,125.79,FILLED,Top-K目标建仓/加仓,
ORD_000054,,600023.SH,SELL,2021-12-01,2021-12-03,26900,26900,0,0,15400,3.76,3.72,14.32,57.29,1.15,0.0,72.76,FILLED,调仓剔除(掉出Top-K),
ORD_000056_P19700,ORD_000056,688009.SH,SELL,2021-12-01,2021-12-03,20100,19700,400,0,13800,4.91,4.9,16.91,67.62,1.35,0.0,85.88,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000057,,600482.SH,SELL,2021-12-01,2021-12-03,5500,5500,0,0,600,17.82,18.25,5.0,10.95,0.22,12.0,28.17,FILLED,调仓剔除(掉出Top-K),
ORD_000058,,600674.SH,SELL,2021-12-01,2021-12-03,8700,8700,0,0,3900,11.83,11.7,11.41,45.63,0.91,39.0,96.95,FILLED,调仓剔除(掉出Top-K),
ORD_000056,,688009.SH,SELL,2021-12-01,2021-12-06,20100,20100,0,0,400,4.91,5.0,5.0,2.0,0.04,0.0,7.04,FILLED,调仓剔除(掉出Top-K),
ORD_000068,,688256.SH,SELL,2021-12-14,2021-12-15,500,500,0,0,500,98.9,99.4,12.43,49.7,0.99,50.0,113.12,FILLED,"触发跟踪止盈 (最高浮盈: 12.85%, 自高点回撤: 7.31%)",
ORD_000069,,603369.SH,SELL,2021-12-15,2021-12-16,2000,2000,0,0,2000,60.12,59.6,29.8,119.2,2.38,120.0,271.38,FILLED,"触发跟踪止盈 (最高浮盈: 12.20%, 自高点回撤: 5.14%)",
ORD_000070,,603019.SH,SELL,2021-12-15,2021-12-16,4000,4000,0,0,4000,28.47,28.3,28.3,113.2,2.26,120.0,263.76,FILLED,调仓剔除(掉出Top-K),
ORD_000074,,601985.SH,SELL,2021-12-15,2021-12-16,100,100,0,0,100,7.27,7.29,5.0,0.73,0.01,1.0,6.74,FILLED,Top-K目标再平衡减仓,
ORD_000075,,000963.SZ,SELL,2021-12-15,2021-12-16,100,100,0,0,100,35.88,35.58,5.0,3.56,0.07,4.0,12.63,FILLED,Top-K目标再平衡减仓,
ORD_000071,,688981.SH,BUY,2021-12-15,2021-12-16,100,100,0,0,100,54.13,53.81,5.0,0.0,0.11,5.0,10.11,FILLED,Top-K目标建仓/加仓,
ORD_000072,,688396.SH,BUY,2021-12-15,2021-12-16,100,100,0,0,100,67.7,68.27,5.0,0.0,0.14,7.0,12.14,FILLED,Top-K目标建仓/加仓,
ORD_000073,,688256.SH,BUY,2021-12-15,2021-12-16,500,500,0,0,500,96.5,97.98,12.25,0.0,0.98,50.0,63.23,FILLED,Top-K目标建仓/加仓,
ORD_000076,,000776.SZ,BUY,2021-12-15,2021-12-16,4600,4600,0,0,4600,24.83,25.02,28.77,0.0,2.3,92.0,123.07,FILLED,Top-K目标建仓/加仓,
ORD_000077,,000768.SZ,BUY,2021-12-15,2021-12-16,3100,3100,0,0,3100,36.6,36.64,28.4,0.0,2.27,124.0,154.67,FILLED,Top-K目标建仓/加仓,
ORD_000078,,688396.SH,SELL,2021-12-16,2021-12-17,800,800,0,0,800,67.39,67.06,13.41,53.65,1.07,56.0,124.13,FILLED,"触发跟踪止盈 (最高浮盈: 5.50%, 自高点回撤: 10.11%)",
ORD_000079,,601985.SH,SELL,2021-12-20,2021-12-21,7500,7500,0,0,7500,7.33,7.34,13.76,55.05,1.1,75.0,144.91,FILLED,"触发跟踪止盈 (最高浮盈: 11.58%, 自高点回撤: 7.22%)",
ORD_000080,,000963.SZ,SELL,2021-12-20,2021-12-21,3100,3100,0,0,3100,34.67,34.97,27.1,108.41,2.17,124.0,261.68,FILLED,"触发跟踪止盈 (最高浮盈: 8.03%, 自高点回撤: 6.93%)",
ORD_000081,,688256.SH,SELL,2021-12-20,2021-12-21,500,500,0,0,500,89.68,90.01,11.25,45.01,0.9,45.0,102.16,FILLED,触发个股硬止损 (浮亏: -8.47% <= -8.0%),
ORD_000082,,603260.SH,SELL,2021-12-24,2021-12-27,300,300,0,0,300,127.5,126.35,9.48,37.91,0.76,39.0,87.15,FILLED,触发个股硬止损 (浮亏: -10.58% <= -8.0%),
ORD_000083,,000768.SZ,SELL,2021-12-29,2021-12-30,3100,3100,0,0,3100,35.04,34.77,26.95,107.79,2.16,93.0,229.9,FILLED,调仓剔除(掉出Top-K),
ORD_000084,,688981.SH,SELL,2021-12-29,2021-12-30,200,200,0,0,200,52.73,52.7,5.0,10.54,0.21,10.0,25.75,FILLED,Top-K目标再平衡减仓,
ORD_000092,,000776.SZ,SELL,2021-12-29,2021-12-30,400,400,0,0,400,23.31,23.45,5.0,9.38,0.19,8.0,22.57,FILLED,Top-K目标再平衡减仓,
