date,total_equity,cash,holdings_value,num_positions,benchmark_equity,benchmark_close,strategy_return,benchmark_return,excess_return,cum_strategy_return,cum_benchmark_return,nav_strategy,nav_benchmark,drawdown_pct
2021-09-29,1000000.0,1000000.0,0.0,0,1000000.0,4833.928,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-09-30,1010643.7540000001,310013.7540000001,700630.0,8,1006714.0015325011,4866.383,0.010643754000000172,0.006714001532501124,0.003929752467499048,0.010643754000000172,0.006714001532501124,1.0106437540000002,1.0067140015325011,0.0
2021-10-08,1013488.1040200001,140894.10402000006,872594.0,8,1019862.3148710531,4929.941,0.0028143942994180993,0.01306062428707322,-0.01024622998765512,0.013488104020000113,0.019862314871053055,1.0134881040200001,1.019862314871053,0.0
2021-10-11,1012873.91414,254112.91414000004,758761.0,7,1021155.4661136863,4936.192,-0.000606015874842436,0.0012679664929051704,-0.0018739823677476064,0.012873914140000053,0.02115546611368635,1.01287391414,1.0211554661136863,-0.0606
2021-10-12,1002873.52345,439224.52345000004,563649.0,6,1010324.7297022216,4883.837,-0.009873282893746005,-0.010606354047816402,0.0007330711540703971,0.002873523449999915,0.010324729702221536,1.00287352345,1.0103247297022215,-1.0473
2021-10-13,1006252.20841,447363.20841,558889.0,5,1021965.7802102142,4940.109,0.0033690040478653316,0.011522088063135483,-0.008153084015270151,0.006252208410000071,0.021965780210214225,1.00625220841,1.0219657802102142,-0.714
2021-10-14,998025.20841,447363.20841,550662.0,5,1016484.316688209,4913.612,-0.008175882677564195,-0.0053636468345130695,-0.002812235843051125,-0.0019747915900000246,0.016484316688208933,0.99802520841,1.016484316688209,-1.5257
2021-10-15,995872.20841,447363.20841,548509.0,5,1020310.6045435515,4932.108,-0.0021572601391802726,0.0037642369808605913,-0.005921497120040864,-0.004127791589999985,0.02031060454355149,0.99587220841,1.0203106045435515,-1.7381
2021-10-18,984604.20841,447363.20841,537241.0,5,1008450.063799047,4874.775,-0.011314704743081827,-0.011624441313937361,0.0003097365708555344,-0.01539579159000004,0.008450063799047003,0.98460420841,1.008450063799047,-2.8499
2021-10-19,984229.57545,550879.57545,433350.0,4,1018369.119275256,4922.723,-0.0003804909188890315,0.009835941146001614,-0.010216432064890646,-0.015770424549999995,0.018369119275255974,0.98422957545,1.018369119275256,-2.8869
2021-10-20,977507.57545,550879.57545,426628.0,4,1015775.3694304095,4910.185,-0.006829707385013983,-0.002546964352858949,-0.004282743032155034,-0.02249242455,0.01577536943040947,0.97750757545,1.0157753694304095,-3.5502
2021-10-21,973513.09185,657424.09185,316089.0,3,1019464.0880046206,4928.016,-0.004086396566452377,0.0036314314022789507,-0.007717827968731328,-0.026486908149999988,0.019464088004620628,0.97351309185,1.0194640880046206,-3.9443
2021-10-22,977722.09185,657424.09185,320298.0,3,1026023.7636969356,4959.725,0.00432351658671748,0.006434435277807626,-0.0021109186910901467,-0.02227790815000008,0.026023763696935598,0.9777220918499999,1.0260237636969356,-3.529
2021-10-25,974342.09185,657424.09185,316918.0,3,1030119.6045948556,4979.524,-0.003457015064070479,0.0039919551991289826,-0.007448970263199461,-0.02565790815000002,0.03011960459485552,0.97434209185,1.0301196045948555,-3.8625
2021-10-26,983140.09185,657424.09185,325716.0,3,1026721.5399153648,4963.098,0.009029682771166225,-0.003298708872575218,0.012328391643741443,-0.016859908150000047,0.026721539915364856,0.98314009185,1.0267215399153649,-2.9944
2021-10-27,978398.09185,657424.09185,320974.0,3,1013288.5719439759,4898.164,-0.0048233207447342386,-0.01308336043334224,0.008260039688608,-0.02160190815000007,0.013288571943975924,0.9783980918499999,1.013288571943976,-3.4623
2021-10-28,976309.37587,775947.37587,200362.0,2,1006249.5759142463,4864.138,-0.0021348324341583513,-0.006946684512808998,0.004811852078650647,-0.023690624130000004,0.0062495759142462415,0.97630937587,1.0062495759142462,-3.6684
2021-10-29,985755.37587,775947.37587,209808.0,2,1015482.6468246942,4908.77,0.009675211806280837,0.00917572651104881,0.0004994852952320272,-0.01424462413000005,0.015482646824694246,0.98575537587,1.0154826468246942,-2.7364
2021-11-01,989997.37587,775947.37587,214050.0,2,1011741.3829912238,4890.685,0.0043032988749933665,-0.003684222320459063,0.00798752119545243,-0.01000262412999997,0.011741382991223848,0.98999737587,1.0117413829912238,-2.3178
2021-11-02,992355.37587,775947.37587,216408.0,2,1001224.2631665181,4839.846,0.0023818244951687717,-0.010395067357640175,0.012776891852808947,-0.0076446241299999995,0.0012242631665180248,0.99235537587,1.001224263166518,-2.0851
2021-11-03,992089.37587,775947.37587,216142.0,2,997348.7399895076,4821.112,-0.0002680491348845404,-0.0038707843183439783,0.003602735183459438,-0.007910624129999988,-0.002651260010492429,0.99208937587,0.9973487399895076,-2.1114
2021-11-04,991387.37587,775947.37587,215440.0,2,1007202.0104560928,4868.742,-0.0007075975381597432,0.009879463493069451,-0.010587061031229195,-0.008612624129999968,0.007202010456092811,0.99138737587,1.0072020104560928,-2.1807
2021-11-05,988455.37587,775947.37587,212508.0,2,1001741.4409151315,4842.346,-0.002957471591190086,-0.005421523670796291,0.002464052079606205,-0.011544624130000014,0.0017414409151315091,0.98845537587,1.0017414409151315,-2.47
2021-11-08,988742.97269,843894.97269,144848.0,2,1002948.3269092962,4848.18,0.0002909557952950337,0.0012047879271743778,-0.0009138321318793441,-0.01125702731,0.0029483269092962505,0.98874297269,1.0029483269092963,-2.4416
