order_id,parent_order_id,symbol,side,signal_date,execution_date,requested_shares,cumulative_filled_shares,remaining_shares,cancelled_shares,filled_shares,signal_price,execution_price,commission,stamp_tax,transfer_fee,slippage,total_cost,status,reason,reject_reason
ORD_000001,,601898.SH,BUY,2021-09-29,2021-09-30,13600,13600,0,0,13600,8.69,8.69,29.55,0.0,2.36,136.0,167.91,FILLED,Top-K目标建仓/加仓,
ORD_000002_P5800,ORD_000002,601018.SH,BUY,2021-09-29,2021-09-30,30000,5800,24200,0,5800,3.95,3.94,5.71,0.0,0.46,0.0,6.17,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000003_P8800,ORD_000003,600415.SH,BUY,2021-09-29,2021-09-30,25300,8800,16500,0,8800,4.68,4.68,10.3,0.0,0.82,0.0,11.12,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000004_P1600,ORD_000004,300832.SZ,BUY,2021-09-29,2021-09-30,1900,1600,300,0,1600,49.9,49.8,19.92,0.0,1.59,80.0,101.51,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000005_P1800,ORD_000005,300308.SZ,BUY,2021-09-29,2021-09-30,3400,1800,1600,0,1800,34.91,34.94,15.72,0.0,1.26,54.0,70.98,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000006_P600,ORD_000006,002916.SZ,BUY,2021-09-29,2021-09-30,1000,600,400,0,600,93.4,93.09,13.96,0.0,1.12,54.0,69.08,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000007,,603893.SH,BUY,2021-09-29,2021-09-30,700,700,0,0,700,122.0,121.48,21.26,0.0,1.7,84.0,106.96,FILLED,Top-K目标建仓/加仓,
ORD_000008,,601919.SH,BUY,2021-09-29,2021-09-30,7100,7100,0,0,7100,16.54,16.97,30.12,0.0,2.41,142.0,174.53,FILLED,Top-K目标建仓/加仓,
ORD_000002_P11900,ORD_000002,601018.SH,BUY,2021-09-29,2021-10-08,30000,11900,18100,0,6100,3.95,3.99,6.08,0.0,0.49,0.0,6.57,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000003_P19200,ORD_000003,600415.SH,BUY,2021-09-29,2021-10-08,25300,19200,6100,0,10400,4.68,4.73,12.3,0.0,0.98,0.0,13.28,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000004,,300832.SZ,BUY,2021-09-29,2021-10-08,1900,1900,0,0,300,49.9,48.98,5.0,0.0,0.29,15.0,20.29,FILLED,Top-K目标建仓/加仓,
ORD_000005,,300308.SZ,BUY,2021-09-29,2021-10-08,3400,3400,0,0,1600,34.91,35.14,14.06,0.0,1.12,64.0,79.18,FILLED,Top-K目标建仓/加仓,
ORD_000006,,002916.SZ,BUY,2021-09-29,2021-10-08,1000,1000,0,0,400,93.4,95.61,9.56,0.0,0.76,40.0,50.32,FILLED,Top-K目标建仓/加仓,
ORD_000009,,601898.SH,SELL,2021-10-08,2021-10-11,13600,13600,0,0,13600,8.61,8.69,29.55,118.18,2.36,136.0,286.09,FILLED,"触发跟踪止盈 (最高浮盈: 8.40%, 自高点回撤: 8.60%)",
ORD_000010,,603893.SH,SELL,2021-10-08,2021-10-11,700,700,0,0,700,119.96,118.88,20.8,83.22,1.66,84.0,189.68,FILLED,"触发跟踪止盈 (最高浮盈: 5.78%, 自高点回撤: 6.65%)",
ORD_000002_P17500,ORD_000002,601018.SH,BUY,2021-09-29,2021-10-11,30000,17500,12500,0,5600,3.95,4.01,5.61,0.0,0.45,0.0,6.06,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000003,,600415.SH,BUY,2021-09-29,2021-10-11,25300,25300,0,0,6100,4.68,4.81,7.34,0.0,0.59,0.0,7.93,FILLED,Top-K目标建仓/加仓,
ORD_000002_P24300,ORD_000002,601018.SH,BUY,2021-09-29,2021-10-12,30000,24300,5700,0,6800,3.95,3.99,6.78,0.0,0.54,0.0,7.32,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000002,,601018.SH,BUY,2021-09-29,2021-10-13,30000,30000,0,0,5700,3.95,3.92,5.59,0.0,0.45,0.0,6.04,FILLED,Top-K目标建仓/加仓,
ORD_000011,,601919.SH,SELL,2021-10-15,2021-10-18,7100,7100,0,0,7100,15.05,15.11,26.82,107.28,2.15,142.0,278.25,FILLED,触发个股硬止损 (浮亏: -11.31% <= -8.0%),
ORD_000012,,002916.SZ,SELL,2021-10-25,2021-10-26,1000,1000,0,0,1000,86.53,86.36,21.59,86.36,1.73,90.0,199.68,FILLED,触发个股硬止损 (浮亏: -8.04% <= -8.0%),
ORD_000013,,300832.SZ,SELL,2021-10-28,2021-10-29,1900,1900,0,0,1900,42.55,43.11,20.48,81.91,1.64,76.0,180.03,FILLED,触发个股硬止损 (浮亏: -14.34% <= -8.0%),
ORD_000014_P2800,ORD_000014,601018.SH,SELL,2021-11-03,2021-11-04,30000,2800,27200,0,2800,3.71,3.72,5.0,10.42,0.21,0.0,15.63,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000015_P21300,ORD_000015,600415.SH,SELL,2021-11-03,2021-11-04,25300,21300,4000,0,21300,5.15,5.18,27.58,110.33,2.21,213.0,353.12,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000016,,300308.SZ,SELL,2021-11-03,2021-11-04,3400,3400,0,0,3400,34.85,34.67,29.47,117.88,2.36,102.0,251.71,FILLED,调仓剔除(掉出Top-K),
ORD_000017_P4500,ORD_000017,688009.SH,BUY,2021-11-03,2021-11-04,14000,4500,9500,0,4500,4.89,4.9,5.51,0.0,0.44,0.0,5.95,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000018_P2000,ORD_000018,000708.SZ,BUY,2021-11-03,2021-11-04,6100,2000,4100,0,2000,18.78,18.69,9.35,0.0,0.75,40.0,50.1,PARTIALLY_FILLED,Top-K目标建仓/加仓,
