order_id,parent_order_id,symbol,side,signal_date,execution_date,requested_shares,cumulative_filled_shares,remaining_shares,cancelled_shares,filled_shares,signal_price,execution_price,commission,stamp_tax,transfer_fee,slippage,total_cost,status,reason,reject_reason
ORD_000002,,601698.SH,BUY,2021-09-29,2021-10-11,8200,8200,0,0,200,14.48,14.66,5.0,0.0,0.06,2.0,7.06,FILLED,Top-K目标建仓/加仓,
ORD_000013,,000807.SZ,SELL,2021-10-12,2021-10-13,8100,8100,0,0,8100,13.68,13.81,27.97,111.86,2.24,81.0,223.07,FILLED,触发个股硬止损 (浮亏: -8.80% <= -8.0%),
ORD_000014,,000768.SZ,SELL,2021-10-12,2021-10-13,3700,3700,0,0,3700,28.7,27.97,25.87,103.49,2.07,111.0,242.43,FILLED,触发个股硬止损 (浮亏: -8.69% <= -8.0%),
ORD_000015_P3700,ORD_000015,601698.SH,SELL,2021-10-20,2021-10-21,8200,3700,4500,0,3700,14.54,14.49,13.4,53.61,1.07,37.0,105.08,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000016,,300059.SZ,SELL,2021-10-20,2021-10-21,3500,3500,0,0,3500,33.46,33.45,29.27,117.08,2.34,105.0,253.69,FILLED,调仓剔除(掉出Top-K),
ORD_000017,,601601.SH,BUY,2021-10-20,2021-10-21,3100,3100,0,0,3100,28.7,28.74,22.27,0.0,1.78,93.0,117.05,FILLED,Top-K目标建仓/加仓,
ORD_000018,,002142.SZ,BUY,2021-10-20,2021-10-21,2400,2400,0,0,2400,36.81,37.24,22.34,0.0,1.79,96.0,120.13,FILLED,Top-K目标建仓/加仓,
ORD_000019,,000001.SZ,BUY,2021-10-20,2021-10-21,5800,5800,0,0,5800,19.24,19.54,28.33,0.0,2.27,116.0,146.6,FILLED,Top-K目标建仓/加仓,
ORD_000020,,601058.SH,BUY,2021-10-20,2021-10-21,8800,8800,0,0,8800,12.8,12.62,27.76,0.0,2.22,88.0,117.98,FILLED,Top-K目标建仓/加仓,
ORD_000021,,601872.SH,BUY,2021-10-20,2021-10-21,24400,24400,0,0,24400,4.63,4.71,28.73,0.0,2.3,0.0,31.03,FILLED,Top-K目标建仓/加仓,
ORD_000022,,601009.SH,BUY,2021-10-20,2021-10-21,9100,9100,0,0,9100,9.89,10.08,22.93,0.0,1.83,91.0,115.76,FILLED,Top-K目标建仓/加仓,
ORD_000023,,688396.SH,BUY,2021-10-20,2021-10-21,1600,1600,0,0,1600,68.42,68.64,27.46,0.0,2.2,112.0,141.66,FILLED,Top-K目标建仓/加仓,
ORD_000024,,002466.SZ,BUY,2021-10-20,2021-10-21,1000,1000,0,0,1000,103.5,102.1,25.53,0.0,2.04,100.0,127.57,FILLED,Top-K目标建仓/加仓,
ORD_000015_P6100,ORD_000015,601698.SH,SELL,2021-10-20,2021-10-22,8200,6100,2100,0,2400,14.54,14.35,8.61,34.44,0.69,24.0,67.74,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000015,,601698.SH,SELL,2021-10-20,2021-10-25,8200,8200,0,0,2100,14.54,14.34,7.53,30.11,0.6,21.0,59.24,FILLED,调仓剔除(掉出Top-K),
ORD_000025,,601058.SH,SELL,2021-10-26,2021-10-27,8800,8800,0,0,8800,14.06,14.12,31.06,124.26,2.49,88.0,245.81,FILLED,"触发跟踪止盈 (最高浮盈: 21.47%, 自高点回撤: 8.28%)",
ORD_000026,,688396.SH,SELL,2021-10-27,2021-10-28,1600,1600,0,0,1600,62.14,61.24,24.5,97.98,1.96,96.0,220.44,FILLED,触发个股硬止损 (浮亏: -9.47% <= -8.0%),
ORD_000027,,601872.SH,SELL,2021-10-28,2021-10-29,24400,24400,0,0,24400,4.31,4.34,26.47,105.9,2.12,0.0,134.49,FILLED,触发个股硬止损 (浮亏: -8.49% <= -8.0%),
ORD_000028,,002466.SZ,SELL,2021-10-28,2021-10-29,1000,1000,0,0,1000,91.83,92.61,23.15,92.61,1.85,90.0,207.61,FILLED,触发个股硬止损 (浮亏: -10.06% <= -8.0%),
ORD_000029,,000001.SZ,SELL,2021-10-29,2021-11-01,5800,5800,0,0,5800,19.5,19.31,28.0,112.0,2.24,116.0,258.24,FILLED,"触发跟踪止盈 (最高浮盈: 5.37%, 自高点回撤: 5.29%)",
ORD_000030,,002142.SZ,SELL,2021-11-03,2021-11-04,2400,2400,0,0,2400,38.36,38.25,22.95,91.8,1.84,96.0,212.59,FILLED,调仓剔除(掉出Top-K),
ORD_000031,,601009.SH,SELL,2021-11-03,2021-11-04,9100,9100,0,0,9100,9.76,9.75,22.18,88.73,1.77,91.0,203.68,FILLED,调仓剔除(掉出Top-K),
ORD_000032,,601601.SH,SELL,2021-11-03,2021-11-04,3100,3100,0,0,3100,28.09,28.07,21.75,87.02,1.74,93.0,203.51,FILLED,调仓剔除(掉出Top-K),
ORD_000033,,002709.SZ,BUY,2021-11-03,2021-11-04,700,700,0,0,700,147.8,150.27,26.3,0.0,2.1,105.0,133.4,FILLED,Top-K目标建仓/加仓,
ORD_000034,,600011.SH,BUY,2021-11-03,2021-11-04,15300,15300,0,0,15300,7.18,7.21,27.58,0.0,2.21,153.0,182.79,FILLED,Top-K目标建仓/加仓,
ORD_000035,,300274.SZ,BUY,2021-11-03,2021-11-04,700,700,0,0,700,153.08,157.25,27.52,0.0,2.2,112.0,141.72,FILLED,Top-K目标建仓/加仓,
ORD_000036,,601100.SH,BUY,2021-11-03,2021-11-04,1200,1200,0,0,1200,86.01,86.09,25.83,0.0,2.07,108.0,135.9,FILLED,Top-K目标建仓/加仓,
ORD_000037,,600893.SH,BUY,2021-11-03,2021-11-04,1800,1800,0,0,1800,59.01,58.96,26.53,0.0,2.12,108.0,136.65,FILLED,Top-K目标建仓/加仓,
ORD_000038,,601633.SH,BUY,2021-11-03,2021-11-04,1700,1700,0,0,1700,61.5,62.46,26.55,0.0,2.12,102.0,130.67,FILLED,Top-K目标建仓/加仓,
ORD_000039,,002837.SZ,BUY,2021-11-03,2021-11-04,2400,2400,0,0,2400,45.39,44.34,26.6,0.0,2.13,96.0,124.73,FILLED,Top-K目标建仓/加仓,
ORD_000040,,603799.SH,BUY,2021-11-03,2021-11-04,1000,1000,0,0,1000,100.52,100.45,25.11,0.0,2.01,100.0,127.12,FILLED,Top-K目标建仓/加仓,
ORD_000041,,600011.SH,SELL,2021-11-05,2021-11-08,15300,15300,0,0,15300,6.45,6.42,24.56,98.23,1.96,153.0,277.75,FILLED,触发个股硬止损 (浮亏: -10.54% <= -8.0%),
ORD_000042,,002837.SZ,SELL,2021-11-05,2021-11-08,2400,2400,0,0,2400,41.27,40.95,24.57,98.28,1.97,96.0,220.82,FILLED,"触发跟踪止盈 (最高浮盈: 6.36%, 自高点回撤: 12.49%)",
ORD_000043,,601100.SH,SELL,2021-11-08,2021-11-09,1200,1200,0,0,1200,83.68,82.32,24.7,98.78,1.98,96.0,221.46,FILLED,"触发跟踪止盈 (最高浮盈: 5.06%, 自高点回撤: 7.48%)",
ORD_000044,,603799.SH,SELL,2021-11-10,2021-11-11,1000,1000,0,0,1000,119.12,119.89,29.97,119.89,2.4,120.0,272.26,FILLED,"触发跟踪止盈 (最高浮盈: 25.10%, 自高点回撤: 5.20%)",
ORD_000045,,002709.SZ,SELL,2021-11-15,2021-11-16,700,700,0,0,700,134.99,134.37,23.51,94.06,1.88,91.0,210.45,FILLED,触发个股硬止损 (浮亏: -10.17% <= -8.0%),
ORD_000046,,300274.SZ,SELL,2021-11-15,2021-11-16,700,700,0,0,700,150.08,149.35,26.14,104.55,2.09,105.0,237.78,FILLED,"触发跟踪止盈 (最高浮盈: 5.94%, 自高点回撤: 9.91%)",
ORD_000047,,600893.SH,SELL,2021-11-15,2021-11-16,1800,1800,0,0,1800,63.39,62.83,28.27,113.09,2.26,108.0,251.62,FILLED,"触发跟踪止盈 (最高浮盈: 14.48%, 自高点回撤: 6.09%)",
ORD_000048,,601633.SH,SELL,2021-11-17,2021-11-18,1700,1700,0,0,1700,58.7,58.52,24.87,99.48,1.99,102.0,228.34,FILLED,调仓剔除(掉出Top-K),
ORD_000049,,002142.SZ,BUY,2021-11-17,2021-11-18,2200,2200,0,0,2200,38.69,38.73,21.3,0.0,1.7,88.0,111.0,FILLED,Top-K目标建仓/加仓,
ORD_000050,,600048.SH,BUY,2021-11-17,2021-11-18,7500,7500,0,0,7500,14.32,14.42,27.04,0.0,2.16,75.0,104.2,FILLED,Top-K目标建仓/加仓,
ORD_000051,,600958.SH,BUY,2021-11-17,2021-11-18,6400,6400,0,0,6400,13.4,13.32,21.31,0.0,1.7,64.0,87.01,FILLED,Top-K目标建仓/加仓,
ORD_000052,,600436.SH,BUY,2021-11-17,2021-11-18,200,200,0,0,200,449.51,451.45,22.57,0.0,1.81,90.0,114.38,FILLED,Top-K目标建仓/加仓,
ORD_000053,,002837.SZ,BUY,2021-11-17,2021-11-18,2400,2400,0,0,2400,43.13,42.84,25.7,0.0,2.06,96.0,123.76,FILLED,Top-K目标建仓/加仓,
ORD_000054,,000776.SZ,BUY,2021-11-17,2021-11-18,3900,3900,0,0,3900,21.56,21.5,20.96,0.0,1.68,78.0,100.64,FILLED,Top-K目标建仓/加仓,
ORD_000055,,601127.SH,BUY,2021-11-17,2021-11-18,1700,1700,0,0,1700,61.56,61.64,26.2,0.0,2.1,102.0,130.3,FILLED,Top-K目标建仓/加仓,
ORD_000056,,002371.SZ,BUY,2021-11-17,2021-11-18,200,200,0,0,200,409.13,405.42,20.27,0.0,1.62,82.0,103.89,FILLED,Top-K目标建仓/加仓,
ORD_000057,,600048.SH,SELL,2021-11-22,2021-11-23,7500,7500,0,0,7500,14.11,14.16,26.55,106.2,2.12,75.0,209.87,FILLED,"触发跟踪止盈 (最高浮盈: 5.41%, 自高点回撤: 7.17%)",
ORD_000058,,002837.SZ,SELL,2021-11-24,2021-11-25,2400,2400,0,0,2400,43.12,42.84,25.7,102.82,2.06,96.0,226.58,FILLED,"触发跟踪止盈 (最高浮盈: 9.55%, 自高点回撤: 8.12%)",
ORD_000059,,002371.SZ,SELL,2021-11-26,2021-11-29,200,200,0,0,200,372.09,365.63,18.28,73.13,1.46,74.0,166.87,FILLED,触发个股硬止损 (浮亏: -8.22% <= -8.0%),
ORD_000060,,600958.SH,SELL,2021-11-29,2021-11-30,6400,6400,0,0,6400,14.13,14.24,22.78,91.14,1.82,64.0,179.74,FILLED,"触发跟踪止盈 (最高浮盈: 12.54%, 自高点回撤: 5.74%)",
ORD_000061,,000776.SZ,SELL,2021-11-29,2021-11-30,3900,3900,0,0,3900,23.03,23.18,22.6,90.4,1.81,78.0,192.81,FILLED,"触发跟踪止盈 (最高浮盈: 13.02%, 自高点回撤: 5.23%)",
ORD_000062,,601127.SH,SELL,2021-12-01,2021-12-02,1700,1700,0,0,1700,67.36,68.6,29.15,116.62,2.33,119.0,267.1,FILLED,"触发跟踪止盈 (最高浮盈: 17.75%, 自高点回撤: 7.19%)",
ORD_000063,,002142.SZ,SELL,2021-12-01,2021-12-02,2200,2200,0,0,2200,38.88,37.06,20.38,81.53,1.63,88.0,191.54,FILLED,调仓剔除(掉出Top-K),
ORD_000064,,600436.SH,SELL,2021-12-01,2021-12-02,200,200,0,0,200,433.01,431.25,21.56,86.25,1.73,86.0,195.54,FILLED,调仓剔除(掉出Top-K),
ORD_000065,,688396.SH,BUY,2021-12-01,2021-12-02,1500,1500,0,0,1500,71.68,71.46,26.8,0.0,2.14,105.0,133.94,FILLED,Top-K目标建仓/加仓,
ORD_000066,,002001.SZ,BUY,2021-12-01,2021-12-02,3700,3700,0,0,3700,29.05,28.99,26.82,0.0,2.15,111.0,139.97,FILLED,Top-K目标建仓/加仓,
ORD_000067,,002475.SZ,BUY,2021-12-01,2021-12-02,2700,2700,0,0,2700,39.8,39.45,26.63,0.0,2.13,108.0,136.76,FILLED,Top-K目标建仓/加仓,
ORD_000068,,601877.SH,BUY,2021-12-01,2021-12-02,2000,2000,0,0,2000,52.75,52.37,26.19,0.0,2.09,100.0,128.28,FILLED,Top-K目标建仓/加仓,
ORD_000069,,601838.SH,BUY,2021-12-01,2021-12-02,9700,9700,0,0,9700,11.13,11.1,26.92,0.0,2.15,97.0,126.07,FILLED,Top-K目标建仓/加仓,
ORD_000070,,002074.SZ,BUY,2021-12-01,2021-12-02,1700,1700,0,0,1700,63.26,63.09,26.81,0.0,2.15,102.0,130.96,FILLED,Top-K目标建仓/加仓,
ORD_000071,,002050.SZ,BUY,2021-12-01,2021-12-02,4600,4600,0,0,4600,23.11,22.96,26.4,0.0,2.11,92.0,120.51,FILLED,Top-K目标建仓/加仓,
ORD_000072,,002463.SZ,BUY,2021-12-01,2021-12-02,7400,7400,0,0,7400,14.64,14.56,26.94,0.0,2.15,74.0,103.09,FILLED,Top-K目标建仓/加仓,
ORD_000073,,002074.SZ,SELL,2021-12-07,2021-12-08,1700,1700,0,0,1700,57.0,57.83,24.58,98.31,1.97,102.0,226.86,FILLED,触发个股硬止损 (浮亏: -9.65% <= -8.0%),
ORD_000074,,002463.SZ,SELL,2021-12-10,2021-12-13,7400,7400,0,0,7400,15.05,14.89,27.55,110.19,2.2,74.0,213.94,FILLED,"触发跟踪止盈 (最高浮盈: 11.06%, 自高点回撤: 6.93%)",
ORD_000075,,601877.SH,SELL,2021-12-15,2021-12-16,2000,2000,0,0,2000,54.64,54.44,27.22,108.88,2.18,100.0,238.28,FILLED,调仓剔除(掉出Top-K),
ORD_000076,,002050.SZ,SELL,2021-12-15,2021-12-16,4600,4600,0,0,4600,23.47,23.53,27.06,108.24,2.16,92.0,229.46,FILLED,调仓剔除(掉出Top-K),
ORD_000077,,002475.SZ,SELL,2021-12-15,2021-12-16,2700,2700,0,0,2700,45.37,45.86,30.96,123.82,2.48,135.0,292.26,FILLED,调仓剔除(掉出Top-K),
ORD_000078,,002001.SZ,SELL,2021-12-15,2021-12-16,3700,3700,0,0,3700,27.82,27.67,25.59,102.38,2.05,111.0,241.02,FILLED,调仓剔除(掉出Top-K),
ORD_000080,,688396.SH,SELL,2021-12-15,2021-12-16,600,600,0,0,600,67.7,68.13,10.22,40.88,0.82,42.0,93.92,FILLED,Top-K目标再平衡减仓,
ORD_000087,,601838.SH,SELL,2021-12-15,2021-12-16,4000,4000,0,0,4000,11.52,11.53,11.53,46.12,0.92,40.0,98.57,FILLED,Top-K目标再平衡减仓,
ORD_000079,,688981.SH,BUY,2021-12-15,2021-12-16,1200,1200,0,0,1200,54.13,53.81,16.14,0.0,1.29,60.0,77.43,FILLED,Top-K目标建仓/加仓,
ORD_000081,,688521.SH,BUY,2021-12-15,2021-12-16,700,700,0,0,700,82.9,82.88,14.5,0.0,1.16,56.0,71.66,FILLED,Top-K目标建仓/加仓,
ORD_000082,,000157.SZ,BUY,2021-12-15,2021-12-16,13100,13100,0,0,13100,7.38,7.38,24.17,0.0,1.93,131.0,157.1,FILLED,Top-K目标建仓/加仓,
ORD_000083,,000792.SZ,BUY,2021-12-15,2021-12-16,3000,3000,0,0,3000,32.27,32.38,24.29,0.0,1.94,90.0,116.23,FILLED,Top-K目标建仓/加仓,
ORD_000084,,000807.SZ,BUY,2021-12-15,2021-12-16,8600,8600,0,0,8600,11.29,11.28,24.25,0.0,1.94,86.0,112.19,FILLED,Top-K目标建仓/加仓,
ORD_000085,,601988.SH,BUY,2021-12-15,2021-12-16,31800,31800,0,0,31800,3.05,3.05,24.25,0.0,1.94,0.0,26.19,FILLED,Top-K目标建仓/加仓,
ORD_000086,,601919.SH,BUY,2021-12-15,2021-12-16,5300,5300,0,0,5300,18.35,18.53,24.55,0.0,1.96,106.0,132.51,FILLED,Top-K目标建仓/加仓,
ORD_000088,,688396.SH,SELL,2021-12-17,2021-12-20,900,900,0,0,900,64.55,64.84,14.59,58.36,1.17,54.0,128.12,FILLED,触发个股硬止损 (浮亏: -9.67% <= -8.0%),
ORD_000089,,688521.SH,SELL,2021-12-20,2021-12-21,700,700,0,0,700,74.8,74.21,12.99,51.95,1.04,49.0,114.98,FILLED,触发个股硬止损 (浮亏: -9.75% <= -8.0%),
ORD_000090,,601919.SH,SELL,2021-12-22,2021-12-23,5300,5300,0,0,5300,18.37,18.43,24.42,97.68,1.95,106.0,230.05,FILLED,"触发跟踪止盈 (最高浮盈: 5.18%, 自高点回撤: 5.75%)",
ORD_000091,,000157.SZ,SELL,2021-12-29,2021-12-30,13100,13100,0,0,13100,7.18,7.15,23.42,93.67,1.87,131.0,249.96,FILLED,调仓剔除(掉出Top-K),
ORD_000092,,000792.SZ,SELL,2021-12-29,2021-12-30,3000,3000,0,0,3000,33.78,33.52,25.14,100.56,2.01,90.0,217.71,FILLED,调仓剔除(掉出Top-K),
ORD_000093,,688981.SH,SELL,2021-12-29,2021-12-30,1200,1200,0,0,1200,52.73,52.7,15.81,63.24,1.26,60.0,140.31,FILLED,调仓剔除(掉出Top-K),
ORD_000094,,000807.SZ,SELL,2021-12-29,2021-12-30,8600,8600,0,0,8600,10.99,10.98,23.61,94.43,1.89,86.0,205.93,FILLED,调仓剔除(掉出Top-K),
ORD_000095,,601838.SH,SELL,2021-12-29,2021-12-30,5700,5700,0,0,5700,11.9,11.88,16.93,67.72,1.35,57.0,143.0,FILLED,调仓剔除(掉出Top-K),
ORD_000104,,601988.SH,SELL,2021-12-29,2021-12-30,300,300,0,0,300,3.05,3.06,5.0,0.92,0.02,0.0,5.94,FILLED,Top-K目标再平衡减仓,
ORD_000096,,000063.SZ,BUY,2021-12-29,2021-12-30,2900,2900,0,0,2900,32.67,32.88,23.84,0.0,1.91,87.0,112.75,FILLED,Top-K目标建仓/加仓,
ORD_000097,,601995.SH,BUY,2021-12-29,2021-12-30,1900,1900,0,0,1900,48.51,48.16,22.88,0.0,1.83,95.0,119.71,FILLED,Top-K目标建仓/加仓,
ORD_000098,,002311.SZ,BUY,2021-12-29,2021-12-30,1300,1300,0,0,1300,72.28,72.27,23.49,0.0,1.88,91.0,116.37,FILLED,Top-K目标建仓/加仓,
ORD_000099,,002074.SZ,BUY,2021-12-29,2021-12-30,1800,1800,0,0,1800,51.8,53.05,23.87,0.0,1.91,90.0,115.78,FILLED,Top-K目标建仓/加仓,
ORD_000100,,002236.SZ,BUY,2021-12-29,2021-12-30,4100,4100,0,0,4100,23.47,23.5,24.09,0.0,1.93,82.0,108.02,FILLED,Top-K目标建仓/加仓,
ORD_000101,,002460.SZ,BUY,2021-12-29,2021-12-30,600,600,0,0,600,140.26,139.3,20.89,0.0,1.67,84.0,106.56,FILLED,Top-K目标建仓/加仓,
ORD_000102,,002028.SZ,BUY,2021-12-29,2021-12-30,1900,1900,0,0,1900,49.5,49.46,23.49,0.0,1.88,95.0,120.37,FILLED,Top-K目标建仓/加仓,
ORD_000103,,002027.SZ,BUY,2021-12-29,2021-12-30,12100,12100,0,0,12100,7.92,7.88,23.84,0.0,1.91,121.0,146.75,FILLED,Top-K目标建仓/加仓,
ORD_000105,,002074.SZ,SELL,2022-01-04,2022-01-05,1800,1800,0,0,1800,48.33,48.45,21.8,87.21,1.74,90.0,200.75,FILLED,触发个股硬止损 (浮亏: -8.90% <= -8.0%),
ORD_000106,,002027.SZ,SELL,2022-01-06,2022-01-07,12100,12100,0,0,12100,8.22,8.23,24.9,99.58,1.99,121.0,247.47,FILLED,"触发跟踪止盈 (最高浮盈: 11.04%, 自高点回撤: 6.06%)",
ORD_000107,,002460.SZ,SELL,2022-01-07,2022-01-10,600,600,0,0,600,127.84,128.37,19.26,77.02,1.54,78.0,175.82,FILLED,触发个股硬止损 (浮亏: -8.23% <= -8.0%),
ORD_000108,,002028.SZ,SELL,2022-01-07,2022-01-10,1900,1900,0,0,1900,44.95,44.46,21.12,84.47,1.69,76.0,183.28,FILLED,触发个股硬止损 (浮亏: -9.12% <= -8.0%),
ORD_000109,,002236.SZ,SELL,2022-01-13,2022-01-14,4100,4100,0,0,4100,21.26,21.19,21.72,86.88,1.74,82.0,192.34,FILLED,触发个股硬止损 (浮亏: -9.53% <= -8.0%),
ORD_000110,,601988.SH,SELL,2022-01-13,2022-01-14,31500,31500,0,0,31500,3.14,3.14,24.73,98.91,1.98,0.0,125.62,FILLED,调仓剔除(掉出Top-K),
ORD_000111,,000063.SZ,SELL,2022-01-13,2022-01-14,2900,2900,0,0,2900,33.45,33.08,23.98,95.93,1.92,87.0,208.83,FILLED,调仓剔除(掉出Top-K),
ORD_000112,,002311.SZ,SELL,2022-01-13,2022-01-14,1300,1300,0,0,1300,70.0,69.59,22.62,90.47,1.81,91.0,205.9,FILLED,调仓剔除(掉出Top-K),
ORD_000113,,601995.SH,SELL,2022-01-13,2022-01-14,1900,1900,0,0,1900,48.21,47.59,22.61,90.42,1.81,95.0,209.84,FILLED,调仓剔除(掉出Top-K),
ORD_000114,,000166.SZ,BUY,2022-01-13,2022-01-14,20300,20300,0,0,20300,5.14,5.13,26.03,0.0,2.08,203.0,231.11,FILLED,Top-K目标建仓/加仓,
ORD_000115,,000157.SZ,BUY,2022-01-13,2022-01-14,14000,14000,0,0,14000,7.47,7.47,26.14,0.0,2.09,140.0,168.23,FILLED,Top-K目标建仓/加仓,
ORD_000116_P700,ORD_000116,603893.SH,BUY,2022-01-13,2022-01-14,900,700,200,0,700,113.27,112.55,19.7,0.0,1.58,77.0,98.28,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000117,,000338.SZ,BUY,2022-01-13,2022-01-14,6100,6100,0,0,6100,16.91,16.84,25.68,0.0,2.05,122.0,149.73,FILLED,Top-K目标建仓/加仓,
ORD_000118,,603259.SH,BUY,2022-01-13,2022-01-14,900,900,0,0,900,115.83,114.8,25.83,0.0,2.07,99.0,126.9,FILLED,Top-K目标建仓/加仓,
ORD_000119,,002466.SZ,BUY,2022-01-13,2022-01-14,1100,1100,0,0,1100,90.78,90.09,24.77,0.0,1.98,99.0,125.75,FILLED,Top-K目标建仓/加仓,
ORD_000120,,000963.SZ,BUY,2022-01-13,2022-01-14,2600,2600,0,0,2600,39.92,39.49,25.67,0.0,2.05,104.0,131.72,FILLED,Top-K目标建仓/加仓,
ORD_000121,,002049.SZ,BUY,2022-01-13,2022-01-14,400,400,0,0,400,212.1,210.21,21.02,0.0,1.68,84.0,106.7,FILLED,Top-K目标建仓/加仓,
ORD_000122,,000166.SZ,SELL,2022-01-14,2022-01-17,13400,13400,0,0,13400,5.03,5.0,16.75,67.0,1.34,134.0,219.09,FILLED,组合最大回撤熔断降仓,
ORD_000123,,000157.SZ,SELL,2022-01-14,2022-01-17,9200,9200,0,0,9200,7.48,7.47,17.18,68.72,1.37,92.0,179.27,FILLED,组合最大回撤熔断降仓,
ORD_000124,,000338.SZ,SELL,2022-01-14,2022-01-17,4000,4000,0,0,4000,16.92,16.86,16.86,67.44,1.35,80.0,165.65,FILLED,组合最大回撤熔断降仓,
ORD_000125,,603259.SH,SELL,2022-01-14,2022-01-17,500,500,0,0,500,113.98,113.87,14.23,56.94,1.14,55.0,127.31,FILLED,组合最大回撤熔断降仓,
ORD_000126,,002466.SZ,SELL,2022-01-14,2022-01-17,700,700,0,0,700,90.4,89.89,15.73,62.92,1.26,63.0,142.91,FILLED,组合最大回撤熔断降仓,
ORD_000127,,000963.SZ,SELL,2022-01-14,2022-01-17,1700,1700,0,0,1700,38.98,40.48,17.2,68.82,1.38,68.0,155.4,FILLED,组合最大回撤熔断降仓,
ORD_000128,,002049.SZ,SELL,2022-01-14,2022-01-17,200,200,0,0,200,217.85,217.63,10.88,43.53,0.87,44.0,99.28,FILLED,组合最大回撤熔断降仓,
ORD_000116,,603893.SH,BUY,2022-01-13,2022-01-17,900,900,0,0,200,113.27,113.12,5.66,0.0,0.45,22.0,28.11,FILLED,Top-K目标建仓/加仓,
ORD_000129,,000166.SZ,SELL,2022-01-17,2022-01-18,1900,1900,0,0,1900,5.03,5.02,5.0,9.54,0.19,19.0,33.73,FILLED,组合最大回撤熔断降仓,
ORD_000130,,000157.SZ,SELL,2022-01-17,2022-01-18,1300,1300,0,0,1300,7.47,7.46,5.0,9.7,0.19,13.0,27.89,FILLED,组合最大回撤熔断降仓,
ORD_000131,,603893.SH,SELL,2022-01-17,2022-01-18,200,200,0,0,200,112.59,112.89,5.64,22.58,0.45,22.0,50.67,FILLED,组合最大回撤熔断降仓,
ORD_000132,,000338.SZ,SELL,2022-01-17,2022-01-18,500,500,0,0,500,16.97,16.98,5.0,8.49,0.17,10.0,23.66,FILLED,组合最大回撤熔断降仓,
ORD_000133,,603259.SH,SELL,2022-01-17,2022-01-18,100,100,0,0,100,114.16,114.02,5.0,11.4,0.23,11.0,27.63,FILLED,组合最大回撤熔断降仓,
ORD_000134,,002466.SZ,SELL,2022-01-17,2022-01-18,100,100,0,0,100,88.36,86.91,5.0,8.69,0.17,9.0,22.86,FILLED,组合最大回撤熔断降仓,
