order_id,parent_order_id,symbol,side,signal_date,execution_date,requested_shares,cumulative_filled_shares,remaining_shares,cancelled_shares,filled_shares,signal_price,execution_price,commission,stamp_tax,transfer_fee,slippage,total_cost,status,reason,reject_reason
ORD_000001,,000001.SZ,BUY,2021-09-29,2021-09-30,15700,15700,0,0,15700,18.15,18.11,71.08,0.0,5.69,314.0,390.77,FILLED,Top-K目标建仓/加仓,
ORD_000002_P14500,ORD_000002,600000.SH,BUY,2021-09-29,2021-09-30,31500,14500,17000,0,14500,9.02,9.04,32.77,0.0,2.62,145.0,180.39,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000002,,600000.SH,BUY,2021-09-29,2021-10-08,31500,31500,0,0,17000,9.02,9.06,38.51,0.0,3.08,170.0,211.59,FILLED,Top-K目标建仓/加仓,
ORD_000003,,000001.SZ,SELL,2021-10-29,2021-11-01,15700,15700,0,0,15700,19.5,19.31,75.79,303.17,6.06,314.0,699.02,FILLED,"触发跟踪止盈 (最高浮盈: 13.69%, 自高点回撤: 5.29%)",
ORD_000004,,000001.SZ,BUY,2021-11-03,2021-11-04,15800,15800,0,0,15800,18.03,18.1,71.5,0.0,5.72,316.0,393.22,FILLED,Top-K目标建仓/加仓,
ORD_000005,,600000.SH,BUY,2021-11-03,2021-11-04,1900,1900,0,0,1900,8.53,8.54,5.0,0.0,0.32,19.0,24.32,FILLED,Top-K目标建仓/加仓,
ORD_000007,,600000.SH,SELL,2021-12-01,2021-12-02,300,300,0,0,300,8.56,8.55,5.0,2.56,0.05,3.0,10.61,FILLED,Top-K目标再平衡减仓,
ORD_000006,,000001.SZ,BUY,2021-12-01,2021-12-02,200,200,0,0,200,17.64,17.64,5.0,0.0,0.07,4.0,9.07,FILLED,Top-K目标建仓/加仓,
ORD_000008,,000001.SZ,SELL,2021-12-14,2021-12-15,16000,16000,0,0,16000,17.58,17.49,69.96,279.84,5.6,320.0,675.4,FILLED,"触发跟踪止盈 (最高浮盈: 5.34%, 自高点回撤: 7.76%)",
ORD_000009,,000001.SZ,BUY,2021-12-29,2021-12-30,16800,16800,0,0,16800,16.75,16.78,70.48,0.0,5.64,336.0,412.12,FILLED,Top-K目标建仓/加仓,
ORD_000011,,600000.SH,SELL,2022-01-27,2022-01-28,100,100,0,0,100,8.45,8.47,5.0,0.85,0.02,1.0,6.87,FILLED,Top-K目标再平衡减仓,
ORD_000010,,000001.SZ,BUY,2022-01-27,2022-01-28,300,300,0,0,300,16.3,16.41,5.0,0.0,0.1,6.0,11.1,FILLED,Top-K目标建仓/加仓,
ORD_000013,,600000.SH,SELL,2022-03-03,2022-03-04,300,300,0,0,300,8.46,8.43,5.0,2.53,0.05,3.0,10.58,FILLED,Top-K目标再平衡减仓,
ORD_000012,,000001.SZ,BUY,2022-03-03,2022-03-04,500,500,0,0,500,15.71,15.64,5.0,0.0,0.16,10.0,15.16,FILLED,Top-K目标建仓/加仓,
ORD_000014,,000001.SZ,SELL,2022-03-04,2022-03-07,17600,17600,0,0,17600,15.33,15.15,66.66,266.64,5.33,352.0,690.63,FILLED,触发个股硬止损 (浮亏: -8.43% <= -8.0%),
ORD_000015_P23300,ORD_000015,600000.SH,SELL,2022-03-07,2022-03-08,32700,23300,9400,0,23300,8.29,8.28,48.23,192.92,3.86,233.0,478.01,PARTIALLY_FILLED,触发个股硬止损 (浮亏: -8.11% <= -8.0%),
ORD_000015,,600000.SH,SELL,2022-03-07,2022-03-09,32700,32700,0,0,9400,8.29,8.1,19.04,76.14,1.52,94.0,190.7,FILLED,触发个股硬止损 (浮亏: -8.11% <= -8.0%),
ORD_000016,,000001.SZ,BUY,2022-03-31,2022-04-01,17600,17600,0,0,17600,15.38,15.39,67.72,0.0,5.42,352.0,425.14,FILLED,Top-K目标建仓/加仓,
ORD_000017_P15900,ORD_000017,600000.SH,BUY,2022-03-31,2022-04-01,33900,15900,18000,0,15900,8.0,7.96,31.64,0.0,2.53,159.0,193.17,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000017,,600000.SH,BUY,2022-03-31,2022-04-06,33900,33900,0,0,18000,8.0,8.01,36.05,0.0,2.88,180.0,218.93,FILLED,Top-K目标建仓/加仓,
ORD_000018,,000001.SZ,SELL,2022-04-13,2022-04-14,17600,17600,0,0,17600,15.8,15.98,70.31,281.25,5.62,352.0,709.18,FILLED,"触发跟踪止盈 (最高浮盈: 8.25%, 自高点回撤: 5.16%)",
ORD_000019,,000001.SZ,BUY,2022-05-05,2022-05-06,17900,17900,0,0,17900,15.32,15.04,67.3,0.0,2.69,358.0,427.99,FILLED,Top-K目标建仓/加仓,
ORD_000020,,600000.SH,BUY,2022-05-05,2022-05-06,400,400,0,0,400,7.99,7.95,5.0,0.0,0.03,4.0,9.03,FILLED,Top-K目标建仓/加仓,
ORD_000022,,600000.SH,SELL,2022-06-02,2022-06-06,400,400,0,0,400,7.89,7.86,5.0,3.14,0.03,4.0,12.17,FILLED,Top-K目标再平衡减仓,
ORD_000021,,000001.SZ,BUY,2022-06-02,2022-06-06,1300,1300,0,0,1300,13.95,13.92,5.0,0.0,0.18,13.0,18.18,FILLED,Top-K目标建仓/加仓,
ORD_000023,,000001.SZ,SELL,2022-07-01,2022-07-04,900,900,0,0,900,14.92,14.94,5.0,13.45,0.13,9.0,27.58,FILLED,Top-K目标再平衡减仓,
ORD_000024,,600000.SH,BUY,2022-07-01,2022-07-04,400,400,0,0,400,7.99,8.0,5.0,0.0,0.03,4.0,9.03,FILLED,Top-K目标建仓/加仓,
ORD_000025,,000001.SZ,SELL,2022-07-14,2022-07-15,18300,18300,0,0,18300,13.37,13.47,61.63,246.5,2.47,183.0,493.6,FILLED,触发个股硬止损 (浮亏: -10.63% <= -8.0%),
ORD_000026_P9800,ORD_000026,600000.SH,SELL,2022-07-21,2022-07-22,34300,9800,24500,0,9800,7.33,7.33,17.96,71.83,0.72,98.0,188.51,PARTIALLY_FILLED,触发个股硬止损 (浮亏: -8.22% <= -8.0%),
ORD_000026_P18300,ORD_000026,600000.SH,SELL,2022-07-21,2022-07-25,34300,18300,16000,0,8500,7.33,7.32,15.55,62.22,0.62,85.0,163.39,PARTIALLY_FILLED,触发个股硬止损 (浮亏: -8.22% <= -8.0%),
ORD_000026_P27600,ORD_000026,600000.SH,SELL,2022-07-21,2022-07-26,34300,27600,6700,0,9300,7.33,7.35,17.09,68.36,0.68,93.0,179.13,PARTIALLY_FILLED,触发个股硬止损 (浮亏: -8.22% <= -8.0%),
ORD_000026,,600000.SH,SELL,2022-07-21,2022-07-27,34300,34300,0,0,6700,7.33,7.35,12.31,49.25,0.49,67.0,129.05,FILLED,触发个股硬止损 (浮亏: -8.22% <= -8.0%),
ORD_000027,,000001.SZ,BUY,2022-07-29,2022-08-01,20500,20500,0,0,20500,12.68,12.67,64.93,0.0,2.6,205.0,272.53,FILLED,Top-K目标建仓/加仓,
ORD_000028_P12200,ORD_000028,600000.SH,BUY,2022-07-29,2022-08-01,35800,12200,23600,0,12200,7.26,7.27,22.17,0.0,0.89,122.0,145.06,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000029,,000001.SZ,SELL,2022-08-01,2022-08-02,4200,4200,0,0,4200,12.42,12.21,12.82,51.28,0.51,42.0,106.61,FILLED,组合最大回撤熔断降仓,
ORD_000028_P32600,ORD_000028,600000.SH,BUY,2022-07-29,2022-08-02,35800,32600,3200,0,20400,7.26,7.23,36.87,0.0,1.47,204.0,242.34,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000030,,000001.SZ,SELL,2022-08-02,2022-08-03,6100,6100,0,0,6100,12.26,12.18,18.57,74.3,0.74,61.0,154.61,FILLED,组合最大回撤熔断降仓,
ORD_000028,,600000.SH,BUY,2022-07-29,2022-08-03,35800,35800,0,0,3200,7.26,7.14,5.71,0.0,0.23,32.0,37.94,FILLED,Top-K目标建仓/加仓,
ORD_000031,,000001.SZ,SELL,2022-08-03,2022-08-04,2900,2900,0,0,2900,12.03,12.09,8.77,35.06,0.35,29.0,73.18,FILLED,组合最大回撤熔断降仓,
ORD_000032,,600000.SH,SELL,2022-08-03,2022-08-04,10200,10200,0,0,10200,7.07,7.08,18.05,72.22,0.72,102.0,192.99,FILLED,组合最大回撤熔断降仓,
ORD_000033,,600000.SH,SELL,2022-08-04,2022-08-05,100,100,0,0,100,7.09,7.08,5.0,0.71,0.01,1.0,6.72,FILLED,组合最大回撤熔断降仓,
ORD_000034,,600000.SH,SELL,2022-08-05,2022-08-08,200,200,0,0,200,7.15,7.16,5.0,1.43,0.01,2.0,8.44,FILLED,组合最大回撤熔断降仓,
ORD_000035,,600000.SH,SELL,2022-08-11,2022-08-12,100,100,0,0,100,7.18,7.18,5.0,0.72,0.01,1.0,6.73,FILLED,组合最大回撤熔断降仓,
ORD_000036,,600000.SH,SELL,2022-08-12,2022-08-15,200,200,0,0,200,7.24,7.23,5.0,1.45,0.01,2.0,8.46,FILLED,组合最大回撤熔断降仓,
ORD_000037,,600000.SH,SELL,2022-08-17,2022-08-18,100,100,0,0,100,7.28,7.26,5.0,0.73,0.01,1.0,6.74,FILLED,组合最大回撤熔断降仓,
