order_id,parent_order_id,symbol,side,signal_date,execution_date,requested_shares,cumulative_filled_shares,remaining_shares,cancelled_shares,filled_shares,signal_price,execution_price,commission,stamp_tax,transfer_fee,slippage,total_cost,status,reason,reject_reason
ORD_000001_P2400,ORD_000001,600118.SH,BUY,2021-09-29,2021-09-30,4400,2400,2000,0,2400,26.65,26.73,16.04,0.0,1.28,72.0,89.32,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000002,,600515.SH,BUY,2021-09-29,2021-09-30,8100,8100,0,0,8100,11.59,11.41,23.11,0.0,1.85,81.0,105.96,FILLED,Top-K目标建仓/加仓,
ORD_000003_P4700,ORD_000003,002463.SZ,BUY,2021-09-29,2021-09-30,10500,4700,5800,0,4700,11.22,11.32,13.3,0.0,1.06,47.0,61.36,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000004_P8800,ORD_000004,600415.SH,BUY,2021-09-29,2021-09-30,20200,8800,11400,0,8800,4.68,4.68,10.3,0.0,0.82,0.0,11.12,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000005,,000408.SZ,BUY,2021-09-29,2021-09-30,3900,3900,0,0,3900,24.34,24.76,24.14,0.0,1.93,78.0,104.07,FILLED,Top-K目标建仓/加仓,
ORD_000006,,601898.SH,BUY,2021-09-29,2021-09-30,13600,13600,0,0,13600,8.69,8.69,29.55,0.0,2.36,136.0,167.91,FILLED,Top-K目标建仓/加仓,
ORD_000007,,601888.SH,BUY,2021-09-29,2021-09-30,400,400,0,0,400,251.28,262.26,26.23,0.0,2.1,104.0,132.33,FILLED,Top-K目标建仓/加仓,
ORD_000008,,002384.SZ,BUY,2021-09-29,2021-09-30,5700,5700,0,0,5700,20.77,20.91,29.8,0.0,2.38,114.0,146.18,FILLED,Top-K目标建仓/加仓,
ORD_000001,,600118.SH,BUY,2021-09-29,2021-10-08,4400,4400,0,0,2000,26.65,26.91,13.46,0.0,1.08,60.0,74.54,FILLED,Top-K目标建仓/加仓,
ORD_000003,,002463.SZ,BUY,2021-09-29,2021-10-08,10500,10500,0,0,5800,11.22,11.39,16.52,0.0,1.32,58.0,75.84,FILLED,Top-K目标建仓/加仓,
ORD_000004_P19200,ORD_000004,600415.SH,BUY,2021-09-29,2021-10-08,20200,19200,1000,0,10400,4.68,4.73,12.3,0.0,0.98,0.0,13.28,PARTIALLY_FILLED,Top-K目标建仓/加仓,
ORD_000009,,601898.SH,SELL,2021-10-08,2021-10-11,13600,13600,0,0,13600,8.61,8.69,29.55,118.18,2.36,136.0,286.09,FILLED,"触发跟踪止盈 (最高浮盈: 8.40%, 自高点回撤: 8.60%)",
ORD_000004,,600415.SH,BUY,2021-09-29,2021-10-11,20200,20200,0,0,1000,4.68,4.81,5.0,0.0,0.1,0.0,5.1,FILLED,Top-K目标建仓/加仓,
ORD_000010_P7300,ORD_000010,600515.SH,SELL,2021-10-11,2021-10-12,8100,7300,800,0,7300,10.38,10.18,18.58,74.31,1.49,73.0,167.38,PARTIALLY_FILLED,触发个股硬止损 (浮亏: -9.03% <= -8.0%),
ORD_000011,,000408.SZ,SELL,2021-10-11,2021-10-12,3900,3900,0,0,3900,28.64,28.47,27.76,111.03,2.22,117.0,258.01,FILLED,"触发跟踪止盈 (最高浮盈: 22.01%, 自高点回撤: 5.20%)",
ORD_000010,,600515.SH,SELL,2021-10-11,2021-10-13,8100,8100,0,0,800,10.38,10.19,5.0,8.15,0.16,8.0,21.31,FILLED,触发个股硬止损 (浮亏: -9.03% <= -8.0%),
ORD_000012,,601888.SH,SELL,2021-10-18,2021-10-19,400,400,0,0,400,259.84,259.12,25.91,103.65,2.07,104.0,235.63,FILLED,"触发跟踪止盈 (最高浮盈: 6.52%, 自高点回撤: 6.99%)",
ORD_000013,,002463.SZ,SELL,2021-10-20,2021-10-21,10500,10500,0,0,10500,10.23,10.16,26.67,106.68,2.13,105.0,240.48,FILLED,触发个股硬止损 (浮亏: -9.94% <= -8.0%),
ORD_000014,,002384.SZ,SELL,2021-10-27,2021-10-28,5700,5700,0,0,5700,20.9,20.82,29.67,118.67,2.37,114.0,264.71,FILLED,"触发跟踪止盈 (最高浮盈: 5.45%, 自高点回撤: 5.22%)",
ORD_000015_P13800,ORD_000015,600415.SH,SELL,2021-11-05,2021-11-08,20200,13800,6400,0,13800,4.92,4.93,17.01,68.03,1.36,0.0,86.4,PARTIALLY_FILLED,"触发跟踪止盈 (最高浮盈: 10.14%, 自高点回撤: 5.20%)",
ORD_000015,,600415.SH,SELL,2021-11-05,2021-11-09,20200,20200,0,0,6400,4.92,4.87,7.79,31.17,0.62,0.0,39.58,FILLED,"触发跟踪止盈 (最高浮盈: 10.14%, 自高点回撤: 5.20%)",
ORD_000016_P4000,ORD_000016,600118.SH,SELL,2021-12-01,2021-12-02,4400,4000,400,0,4000,25.77,25.74,25.74,102.96,2.06,120.0,250.76,PARTIALLY_FILLED,调仓剔除(掉出Top-K),
ORD_000017,,000100.SZ,BUY,2021-12-01,2021-12-02,19000,19000,0,0,19000,6.15,6.15,29.21,0.0,2.34,190.0,221.55,FILLED,Top-K目标建仓/加仓,
ORD_000018,,603369.SH,BUY,2021-12-01,2021-12-02,2000,2000,0,0,2000,56.46,56.49,28.25,0.0,2.26,120.0,150.51,FILLED,Top-K目标建仓/加仓,
ORD_000019,,603799.SH,BUY,2021-12-01,2021-12-02,800,800,0,0,800,131.79,136.44,27.29,0.0,2.18,112.0,141.47,FILLED,Top-K目标建仓/加仓,
ORD_000020,,000768.SZ,BUY,2021-12-01,2021-12-02,2900,2900,0,0,2900,39.39,39.39,28.56,0.0,2.28,116.0,146.84,FILLED,Top-K目标建仓/加仓,
ORD_000021,,000776.SZ,BUY,2021-12-01,2021-12-02,4900,4900,0,0,4900,23.79,23.66,28.98,0.0,2.32,98.0,129.3,FILLED,Top-K目标建仓/加仓,
ORD_000022,,000999.SZ,BUY,2021-12-01,2021-12-02,4700,4700,0,0,4700,24.76,26.02,30.57,0.0,2.45,141.0,174.02,FILLED,Top-K目标建仓/加仓,
ORD_000023,,001979.SZ,BUY,2021-12-01,2021-12-02,9700,9700,0,0,9700,12.05,11.89,28.83,0.0,2.31,97.0,128.14,FILLED,Top-K目标建仓/加仓,
ORD_000024,,601988.SH,BUY,2021-12-01,2021-12-02,38300,38300,0,0,38300,3.06,3.06,29.3,0.0,2.34,0.0,31.64,FILLED,Top-K目标建仓/加仓,
ORD_000016,,600118.SH,SELL,2021-12-01,2021-12-03,4400,4400,0,0,400,25.77,25.37,5.0,10.15,0.2,12.0,27.35,FILLED,调仓剔除(掉出Top-K),
ORD_000025,,000776.SZ,SELL,2021-12-06,2021-12-07,4900,4900,0,0,4900,25.56,25.98,31.83,127.3,2.55,147.0,308.68,FILLED,"触发跟踪止盈 (最高浮盈: 15.05%, 自高点回撤: 6.10%)",
ORD_000026,,001979.SZ,SELL,2021-12-06,2021-12-07,9700,9700,0,0,9700,12.53,12.98,31.48,125.91,2.52,97.0,256.91,FILLED,"触发跟踪止盈 (最高浮盈: 12.70%, 自高点回撤: 6.49%)",
ORD_000027,,603799.SH,SELL,2021-12-07,2021-12-08,800,800,0,0,800,124.5,125.88,25.18,100.7,2.01,104.0,231.89,FILLED,触发个股硬止损 (浮亏: -8.75% <= -8.0%),
ORD_000028,,603369.SH,SELL,2021-12-15,2021-12-16,2000,2000,0,0,2000,60.12,59.6,29.8,119.2,2.38,120.0,271.38,FILLED,"触发跟踪止盈 (最高浮盈: 12.20%, 自高点回撤: 5.14%)",
ORD_000029,,000100.SZ,SELL,2021-12-17,2021-12-20,19000,19000,0,0,19000,6.31,6.27,29.78,119.13,2.38,190.0,341.29,FILLED,"触发跟踪止盈 (最高浮盈: 8.29%, 自高点回撤: 5.26%)",
ORD_000030,,000768.SZ,SELL,2021-12-17,2021-12-20,2900,2900,0,0,2900,35.81,35.47,25.72,102.86,2.06,116.0,246.64,FILLED,触发个股硬止损 (浮亏: -9.09% <= -8.0%),
ORD_000031,,000999.SZ,SELL,2021-12-29,2021-12-30,4700,4700,0,0,4700,31.21,31.48,36.99,147.96,2.96,141.0,328.91,FILLED,"触发跟踪止盈 (最高浮盈: 33.17%, 自高点回撤: 9.93%)",
ORD_000032,,601988.SH,SELL,2022-01-27,2022-01-28,38300,38300,0,0,38300,3.09,3.09,29.59,118.35,2.37,0.0,150.31,FILLED,调仓剔除(掉出Top-K),
ORD_000033,,688396.SH,BUY,2022-01-27,2022-01-28,1700,1700,0,0,1700,55.12,55.75,23.69,0.0,1.9,102.0,127.59,FILLED,Top-K目标建仓/加仓,
